,E0,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,E12,E13,E14,E15,E16,E17,E18,E19,E20,E21,E22,E23,E24,E25,E26,E27,E28,E29,E30,E31,E32,E33,E34,E35,E36,E37,E38,E39,E40,E41,E42,E43,E44,E45,E46,E47,E48,E49,E50,E51,E52,E53,E54,E55,E56,E57,E58,E59,E60,E61,E62,E63,E64,E65,E66,E67,E68,E69,E70,E71,E72,E73,E74,E75,E76,E77,E78,E79,E80,E81,E82,E83,E84,E85,E86,E87,E88,E89,E90,E91,E92,E93,E94,E95,E96,E97,E98
KATO III,1.0447774,-0.884376,-0.5179869,-2.1707354,-1.7278055,0.34752345,-3.1229708,0.27533114,-0.6386358,-0.12010722,-0.8500055,0.92822117,0.36063713,1.9217498,-0.39057043,1.5824556,0.55661285,0.7106875,-1.7007012,-1.1834882,-2.3151407,0.7234328,1.579642,0.10356505,0.7083174,2.9824018,0.5733792,-0.9806561,0.55276036,0.13300647,0.13645044,0.8646634,0.5664151,0.35791746,1.5320933,0.4981605,-1.2504227,-3.8024,-0.595158,0.054612786,-1.1757418,0.64851314,-1.4943668,2.3273404,3.009826,-0.6977847,-3.8942435,0.7864367,1.8955122,-0.36827448,1.3477824,0.5142047,-0.99652225,0.22812112,1.7226475,0.16051666,1.0063932,-2.0109193,0.5319955,-0.44869867,-2.142115,0.21552956,1.5356252,-1.5783505,-1.719867,0.95025134,-0.6217139,-2.6877227,0.5402099,0.76895994,-0.2324045,-1.7045008,-1.1917709,-0.76952374,0.32590812,-0.19910416,-2.1759725,-1.1612248,1.1479013,-0.89058834,-2.5093324,0.99193645,-0.74199533,-2.6650043,-3.1348019,-0.37923512,2.1989007,0.44466907,0.8629675,-0.4787643,2.1131618,-2.1589112,-1.7106296,1.5928626,0.31586534,0.5755705,-1.3100779,0.46897256,-0.95815885
BICR 18,0.5485164,0.39044282,-1.2332036,0.54506123,-0.384668,-0.21008687,-0.094219476,-1.7042494,0.9235136,-0.18771753,-0.33443245,2.0211942,-0.7501626,1.9835511,-1.485521,-0.18026374,-0.3529562,0.90282947,2.3059545,-0.48693362,-1.6507987,-2.2695336,1.4708068,-1.5076169,-1.515033,2.897246,0.1656142,-1.0134995,-0.5689504,0.65051615,0.8544082,-0.20275772,-1.1218129,1.2086061,0.39172098,2.390661,-0.57703376,-2.7750003,0.76748544,-0.41189346,2.7661848,-0.3132949,-0.417215,-1.4502482,0.81739116,-1.9269172,-0.05560902,-0.94986933,0.66785055,0.6255477,-0.10914484,1.1771231,-0.673432,1.3055856,0.07997817,2.4928622,-0.740556,-2.492876,-0.87768793,-2.2926753,-0.6673102,-0.23314852,-0.60701734,-0.64444417,-0.22956575,-1.4230814,2.1926653,-1.1564184,0.18207654,1.0066173,0.6897768,-1.1584288,-0.025207832,-2.5321422,-0.570153,0.94528586,-0.8472607,-1.5252585,1.2269231,1.331892,-1.827241,1.1109285,-1.6374869,-0.9017108,-1.153454,0.43003687,-1.4692029,-1.5535328,-0.2430849,0.45705616,0.29161745,-1.4136537,1.3137089,-0.9916864,-0.47402394,-1.4507241,-2.0734138,-0.30096564,0.30179468
DMS 79,-0.9072733,4.049108,1.1560816,0.008472172,-0.91721284,-1.0678523,1.1116896,2.9147568,-0.37650156,1.8896327,-3.2842667,1.4363321,0.21237995,0.9997106,-1.1555507,1.014476,2.5157018,0.47250497,3.215017,1.2757596,-1.7374511,-0.049106173,0.8540755,1.2154827,1.6736083,-3.1754045,0.31806937,2.0524604,0.9663398,-0.9741713,-0.06111604,1.6008631,0.5329991,2.4693265,-0.8256201,3.0861986,-1.2886792,-1.1998056,-0.3008786,-1.8584116,-1.4874921,0.79408073,1.2074102,-2.4983082,-0.82380193,-0.0036584667,0.5104077,1.1389894,1.0479499,-2.5243042,0.9957263,1.3809662,0.118107855,1.2541463,1.7702588,0.14073801,0.37660196,1.6787515,-1.2900344,0.00812723,0.79419637,0.71598,-0.2979128,0.77938384,0.070756435,0.47864556,-0.29494926,-0.7436283,0.63583505,0.33722284,0.22862932,-0.14165147,-0.18025847,-1.1455972,1.0753522,-0.31040213,-1.8469716,1.4159908,0.10842867,1.6418003,-0.62811726,-0.12706688,-0.64531845,-1.0381755,-2.193634,-0.37646526,-2.1098876,0.36805832,-0.5427834,-2.3052635,-1.2977436,-0.7165849,-0.88350075,0.27330887,-1.8200272,1.8076892,-2.1886728,1.0238246,-1.3957056
D341 Med,-1.2260134,-0.39588687,-1.661064,-1.5297941,0.5239064,0.3105148,3.429295,1.4068661,3.709619,-0.99012256,-0.0903762,-0.0136715025,2.4257812,0.35282603,1.0762784,0.9970749,0.022609796,-3.4238293,0.6427879,-1.5691148,1.2046573,1.7024279,1.3777437,0.58077025,-0.16358373,-0.8755154,0.331033,-1.9435308,-0.48830345,-1.6719052,-1.5774992,-1.7295704,-1.703747,0.3220175,-1.2679504,-0.2334147,1.9550754,0.5929086,1.1951895,-2.4265878,-0.7030534,0.04162681,-3.0389957,-1.2019814,-1.4010258,-3.1648555,0.36731023,1.9489362,2.373001,-2.9285512,-0.9646257,-1.2509638,2.31532,0.1216955,-0.2360242,0.85680157,-0.001995503,1.2359716,-1.5713562,1.9823645,0.85483754,-2.7543852,-2.6850996,0.49704033,2.3318803,0.7340636,0.76189953,-0.26125193,1.3423468,-1.8753603,-0.6026901,0.80703735,-0.67290956,2.1216764,0.9794151,-0.20319155,-0.30441517,1.2976832,1.0569524,3.200764,0.2652659,0.25761098,0.15660673,-0.5036607,1.1245946,-0.93352175,-0.46482268,0.48256898,-0.0930205,-1.4521074,-2.2299678,0.72213244,-2.0617926,-0.75553364,-0.28477782,-1.0117093,0.45943052,-0.4423798,-0.34645313
OAW28,-0.4510352,-1.3306847,0.548323,0.5087135,1.1260996,-1.2251573,-0.11724031,-0.6397226,-2.6654596,1.222814,2.2142565,-2.151845,-0.50782883,-1.3902459,-2.4925468,1.4040965,-1.4789602,-0.17607725,2.1394012,2.4287734,-2.7269654,0.3428106,0.019825354,1.3237171,0.91127557,2.555919,1.3033917,-1.0932239,-0.14968212,0.92128444,3.6944778,-0.48927587,-1.0717752,1.6412348,1.2242513,2.36521,-0.8779874,-1.2061926,-0.8647306,-1.2581996,2.405195,0.40349254,0.6320761,-0.6179542,0.0087028,0.6107702,0.76699847,-0.2907131,-2.2179303,1.6634197,-0.13637783,2.0626063,-0.44731694,1.6410286,2.1490133,0.5118283,-3.3482127,2.8138592,0.19573419,-0.7713901,0.6012107,-0.63740337,1.5093175,0.038589668,-0.9320534,-1.5219625,-3.3174467,0.31679296,-1.4118632,1.4201697,-0.66153544,-1.4862803,-3.0211496,0.36993545,-1.620172,-2.2338986,0.16654748,-0.10277496,-1.317803,-0.5933417,-0.5112505,-1.8965713,-2.4134328,-0.21776396,-0.2767798,-1.9882175,0.28689837,1.2700492,-2.5663824,-2.1996062,-1.7941104,-2.3133204,-1.262924,0.6567871,1.5385985,-0.22871396,-0.170665,0.39913443,-4.527284
COR-L24,1.4530716,2.5764093,1.1766644,3.244033,0.3203966,-0.19992071,2.0793297,1.7324592,-0.5201842,-1.1585383,-3.287871,0.7239799,1.0796258,2.058529,-0.8290529,-0.24060072,-0.41216892,-1.214925,5.3515964,0.02548391,-4.0504375,-0.598965,1.2484543,2.1781707,0.7238796,-2.662073,-1.7751895,1.9521213,1.4035738,0.0026993956,1.5643716,1.7848291,-1.410565,3.3137465,-0.880803,2.0577388,-2.2002246,-1.1299303,-0.43742126,-3.3131287,-0.34300846,-0.481968,-0.27452686,-3.4983697,-1.2466037,-0.30798975,0.30645978,0.8764792,1.0883166,-3.6559956,0.47124332,2.7321854,1.5827391,0.50224954,2.7426767,2.423072,0.09931262,0.24777494,-0.9997989,-2.1684353,-0.55588365,0.45610568,-1.5783327,-0.93487906,-2.1291463,-4.840596,-1.9087692,-2.9094825,1.0777103,1.5837649,-0.06363574,-0.27056503,-0.15633418,-0.16208728,0.17939825,0.19156425,0.16244873,2.1312177,0.24202384,-0.214812,1.4475961,1.3653568,-1.5489646,1.1147954,1.5826842,1.0871366,-0.48601186,0.41766143,-1.9222933,-3.130307,-2.0368762,-0.068638995,-1.9032766,0.5318189,-0.027760485,2.715704,0.37855124,1.3670497,-1.8811613
EFE-184,-0.50665617,0.9112724,1.5463862,-0.6743046,-1.9945371,0.33188215,1.293335,-0.31688797,-0.8779706,-0.79725903,-0.056937546,-1.1328657,0.1887363,1.3678863,0.0005830601,1.997241,0.22509874,0.6752087,-0.0359456,-0.8200639,0.31046933,-2.4583638,0.66080356,-2.1131902,-0.9145336,3.179818,0.6623477,1.41919,-1.4812768,3.2833195,0.71292436,0.12548614,-2.0217543,-1.1626908,1.0561715,0.64897084,-0.34649524,0.37036148,0.030644646,2.01,3.0194147,-0.048796743,-0.061115626,0.54943293,3.240807,-1.8877838,0.07030674,-0.7242453,0.39319417,-0.6933655,-3.0035615,-0.15438832,0.8005401,1.6154672,0.2840858,0.16708079,-1.8757261,3.3758163,-1.2163498,0.86528355,1.1884408,0.38508886,0.22016186,0.038972467,-0.09397379,2.1882746,-2.1701102,-0.015642503,-0.39177778,-0.37898946,0.17629887,-0.47484535,1.3350554,0.7476164,2.570938,0.6714856,0.037543237,0.25715047,0.4793011,0.1890716,1.1279044,-1.342092,-0.55046165,-0.97639006,1.5194227,0.14594194,0.14317265,1.0049832,-2.2121797,0.5522434,-0.7049748,-0.93273646,0.6262729,-0.008944802,-1.709464,0.93176794,0.9004381,-0.5355864,0.46563563
JURL-MK1,0.46202594,-2.2307222,-0.5754407,1.2293594,1.2672681,0.4705364,0.71452224,1.997655,3.182237,-0.109051056,0.17990601,0.36455822,0.40682396,0.23736379,1.7045531,-0.053936847,0.20475905,-0.69788206,-2.594848,0.5869086,0.71111596,1.3519801,-0.13548845,2.1775782,-0.57443446,1.0975305,-0.017048728,-0.77506626,-0.1252801,-0.9742883,1.8111016,-1.6591679,-3.5318964,-0.6058198,-1.064877,-1.3018327,1.0068082,0.505347,2.5252254,-1.1381407,-2.5300639,-1.8002522,1.8373463,0.006522529,-2.0939674,0.85772103,0.85698235,1.5458257,0.35708845,-2.1624827,0.14883922,-1.0996871,3.060167,-2.4455721,-0.7571085,-1.3831797,0.22338837,-0.71545285,0.56274086,0.54359186,0.69893694,1.0535743,-1.1428471,0.61020756,0.5944456,-1.6808882,-2.388544,1.0618914,-0.24133718,1.2836465,-3.2545376,0.98627996,-1.9017309,0.56239927,-1.2111416,-1.2405097,-1.3831521,1.524159,-0.7436066,2.325689,0.06630661,-0.34417358,1.5115122,-0.7064009,0.1710888,-1.602526,-1.1000146,0.41497606,-1.3828049,-0.35266155,2.6490376,1.2470704,-0.82771313,-1.6822509,3.2569807,1.0948693,-0.8824546,-2.6864908,0.3131578
PaTu 8902,-0.7231382,-1.3739511,1.51003,-0.39505613,-1.5425731,1.0852703,-1.7252996,0.18846779,1.921548,1.4268825,2.9200578,-1.3663126,0.38486332,0.01678741,0.9503105,-0.78751063,-0.96335787,-0.6072008,-2.5480893,-2.8312724,-0.7499901,-0.85336244,-0.83517385,1.7270128,0.35168648,-0.46087322,2.813498,-0.19166407,-0.19165327,2.9227648,1.6067774,-3.3962548,0.64342487,-2.1107638,0.2977051,-1.5788596,-0.5268803,-1.2831659,-2.159296,2.8589327,-2.301341,-0.563708,-3.2854218,1.2899367,0.8226487,0.124861196,0.28401393,1.1647928,0.72164154,2.0185595,1.9594963,1.6827655,-0.8742632,-1.6848528,2.3646238,1.8492343,-2.6607,-1.80394,-2.5274448,-0.15718791,0.66819733,-1.797211,2.6011968,-0.75072974,0.67179537,-1.7947487,1.3032141,1.8096994,1.3116647,-2.497722,3.059805,-0.047260642,0.8516437,0.20452094,-0.7495077,-1.8160509,-1.1674507,-1.6472965,0.8821086,-0.98624486,0.19945547,-1.790687,-1.7096918,-0.40498906,2.580903,0.7536299,-0.057818256,0.2924694,1.3278887,2.311409,-0.76307917,-1.1241212,-0.94075835,-1.6345725,-1.0381914,-2.62823,1.6066318,-0.104705855,0.72110075
SNU-1040,-0.08684278,-1.2883421,0.83872634,-0.616979,-0.7681898,0.21136653,-0.9118273,-0.23672892,0.22074524,1.8249488,-0.929165,-0.55088603,1.8740226,-0.3873858,2.0289178,2.4184334,0.134125,1.8414752,-0.81580496,1.411589,-4.8645654,-0.043291166,2.5174263,-1.3406683,-1.8786931,2.567062,-1.5154487,-0.8356671,0.95040417,0.9736814,-1.5795673,0.2581102,-0.4850405,2.704491,1.1984981,0.25894618,-0.37689316,-2.894785,0.43130666,-1.4834888,1.1481466,0.76820236,-2.825939,-1.2203327,2.427995,1.272578,-0.6881945,-0.1853485,3.399287,-0.8073196,-0.15806255,-3.0644336,3.1426427,0.20664883,1.3280357,0.121765174,0.8047286,0.35757098,0.9803744,-1.2735656,-0.104535036,-2.7656417,-0.2216804,-1.3143444,-0.0012711883,1.0264179,0.07956025,-1.3722163,0.89864546,2.3934035,-1.2938684,-0.39455053,-0.5831075,-1.3762497,0.5733966,-1.3801606,-0.51713324,-0.36816466,-2.9848082,0.5620877,-0.6310635,-0.41552073,-0.18736275,-5.322641,-3.9206333,0.872805,0.19977227,-0.9487056,-0.73999965,-1.1229368,-0.07016812,-1.6146219,-0.66120017,3.6954644,-0.97262466,-0.013609864,-0.9923828,2.7975318,-0.005444392
SW948,-0.47306916,-1.8930678,1.6461226,-0.55232805,-1.1203907,-0.713211,-1.8270856,-1.1402147,0.51916784,-0.6591591,1.3420708,-0.490031,-0.8224575,1.4863771,0.9913676,-1.803685,1.7236857,-1.4680561,-1.4510227,-0.48665738,-2.4375696,-0.42198035,-1.5013491,-0.60617346,0.8423728,1.9779301,-0.19414195,-0.47748747,-0.76964897,0.025164979,-0.6382551,0.18135583,-0.2424996,0.6894813,2.9774234,1.528512,-0.60904574,-0.077078894,0.031456817,-0.69094425,-0.92144364,1.6888325,0.022658259,-0.061922986,1.3088806,2.106931,-0.91021574,1.4272898,2.0119398,0.2606958,0.38849425,0.7260325,1.4185276,0.24374963,0.9009989,2.1294878,-0.1668778,-1.135263,0.777312,-0.2013251,0.5019619,-1.12032,-1.1798424,-2.085052,-0.045454927,0.8303344,-0.8253365,0.5578185,3.2437675,-0.2301382,-1.7984623,0.15909354,0.47743133,-0.6293777,-1.6162877,0.199001,0.77677196,0.28389657,1.9627632,1.7598999,-0.44397464,1.3096716,1.2696474,-3.845957,-2.9772441,-0.18412592,0.5145681,1.3381523,1.0889275,3.4087033,0.052666284,-2.5874033,-1.4135396,0.365496,-0.8304962,-0.6021087,-0.079145566,0.97165954,3.0467422
NCI-H526,1.5685644,0.3145767,-0.9779597,2.036937,0.30639207,0.69057953,-0.14917064,-0.0081388615,1.8791591,0.16297299,-2.588264,-0.95979786,2.312541,2.2498677,-0.8378535,-1.3312201,-0.2554003,-0.28866827,0.41098535,2.2399647,0.814085,-0.26760232,-2.5466337,0.7786861,-1.8520597,-0.8342174,-2.2442322,-0.52694106,1.5813754,-1.7877464,1.2313759,-0.63273746,0.9861954,0.2946993,-1.3834738,3.8626974,-1.7659872,-0.40093818,-1.9772886,-1.210076,-0.07452819,2.8700225,0.36813122,-1.8511195,-1.2380183,-0.09119273,0.552597,4.672983,2.0129662,-1.112102,-0.31932873,1.4492319,3.128258,0.6780602,1.6042107,-0.35469547,0.49529377,1.1338413,-0.6278115,-0.27118683,2.6347384,-1.2576668,4.1528363,1.3474066,1.7434125,-0.30837378,1.4746076,-2.369081,1.7890146,-2.8716593,1.3033649,-0.5872945,-1.1425753,-0.03045745,1.4688138,0.9012347,0.1241452,-0.6965163,-0.4055221,2.0263944,-0.2609241,-0.08857815,0.23104027,-1.1622578,0.76704675,-0.69509566,-0.25989142,0.111881554,1.1426867,-3.4987042,-3.1882832,-0.50573397,-0.05335201,-0.7692902,2.2454543,1.7482684,-3.8272808,-0.9210488,-0.15374194
Caki-2,-1.0375689,3.3258572,0.99049985,0.02077581,0.481589,-0.64821213,-1.7480087,-0.7095218,-0.8228495,-1.4099157,0.19608843,-1.1723034,-1.1538467,-0.74005574,-1.2843043,-0.8131762,1.0785236,1.381824,-1.3759915,0.1809178,-0.32022715,-2.5488153,0.8167906,-0.2447516,-0.2071719,3.1485772,1.4707161,-0.998138,-1.5099804,0.47455004,0.4343609,0.77241963,0.5397,0.36595643,0.10717565,1.6874225,0.64629716,1.6849842,1.4365624,1.9539261,-0.42805415,-1.9021527,1.1643908,1.1045222,1.8105686,-0.8438591,0.852926,-2.483348,-1.0701332,-2.3224,0.09433378,-0.4446402,-0.861246,0.9944748,-1.534664,-1.5220461,1.0177313,-0.19207744,-0.94488204,0.058414653,-0.36140412,0.4652846,0.7078183,1.9718435,-0.5548456,1.1982166,-1.2906994,1.4423033,2.6631153,-0.28242132,0.52310455,-0.4936278,3.6208067,-0.17827348,0.19672444,0.32919198,-0.39793077,1.8139856,-0.79639935,-1.7690672,-2.0167775,-0.97913164,-1.7029657,0.7148003,-0.08016263,-0.3468784,1.3742917,-1.6610142,-0.8190526,0.50487256,-1.3969494,0.2360655,1.5772256,0.5591084,0.6089324,2.028048,0.1595623,-2.3499572,1.8561575
OCI-Ly10,1.2883546,-2.429309,0.0491326,-1.7140634,0.68613523,-0.9663469,0.56439227,-0.49838203,2.645961,2.9742653,3.0872028,1.3823965,1.2887895,0.55735284,2.2572536,0.9568536,-1.4375279,-1.4964556,-1.9512459,2.1662583,5.3846645,0.20334467,-1.1507846,1.3254846,2.1695416,-0.16250557,2.4080613,1.6150143,0.72698224,0.16983753,-1.4719523,2.2647233,4.70858,0.27088764,-1.1531465,0.79899114,3.3719425,2.3283095,-0.7974785,-2.7084255,-1.3353384,3.2387576,-1.5234538,3.1178641,-0.08472824,-1.6624285,-1.9706413,1.0449095,0.42027748,1.2016288,-1.1350079,1.3942915,1.8673502,1.192673,0.3411329,-4.5558696,-0.047270715,-0.6409197,0.8105557,2.2536666,-0.29491884,-1.9729971,2.2696347,3.6964707,1.622097,3.9233098,3.2987552,0.69583243,1.2553645,-0.7090113,-0.78179115,-1.2886817,-2.032217,2.7242894,1.2176602,-0.75132656,-1.877029,1.2313896,2.2532218,1.5300332,-3.776852,0.46454588,0.49568257,0.33077604,1.6109284,2.3562257,-0.025990363,-3.0039163,0.072356775,-1.4682877,2.6955616,2.051859,-0.11008023,0.51879853,-1.3616766,-3.639096,0.6740221,-1.4063764,-0.5518813
42-MG-BA,3.1396732,2.9089656,-0.22558688,-0.79747283,3.8967237,-0.31430832,-2.235298,-0.8920124,-0.052538186,1.6978507,-0.42035717,-0.19277003,-2.605821,-1.0710914,0.46595776,-0.44670483,-0.37130564,1.569309,0.99084246,0.97144645,-1.6221414,1.51086,-0.253211,-1.1253589,0.037022065,-1.2259192,2.8970203,0.19797423,0.6587004,-0.19432858,-2.9772043,0.68260086,2.1932325,-1.3014071,-1.6083572,-1.2575269,3.0840695,0.42371732,-2.5317125,1.7692754,1.405947,-0.4945556,1.6519688,-0.9691893,-0.15271263,3.2727673,0.7565766,-2.0494125,0.33267653,0.8788488,0.30891594,-0.4582432,0.5287036,-1.4687155,0.2948357,-2.4222565,1.5212369,-3.2310317,-1.2670132,-1.0867538,-0.014756389,0.57925195,3.3906674,-2.15138,-0.9533175,2.4812472,3.0088482,0.27561453,-1.539169,-0.05263038,0.31602186,-0.28693825,-1.3675877,-2.9312136,-0.22641987,1.9768116,-0.45519605,-0.17139104,-0.025521893,-2.984695,-1.676489,0.4780357,-1.7595717,2.5882215,0.54355294,-0.07298051,1.2277932,1.1702102,1.4638721,-0.6218472,-0.2234061,4.337581,1.9291844,0.0076951236,-0.6043367,0.076723054,-0.67833245,0.55750513,-1.4115255
U-BLC1,0.5384369,1.3664881,0.77821237,0.89820784,-1.0792269,-2.0373294,-2.3534026,-0.2082256,-4.0487795,-2.914254,-2.2603586,0.3100524,-0.580974,1.1471564,-3.4668772,-0.73229057,2.6022775,-0.7731194,1.1149004,0.22496775,-0.35691643,-1.83013,-0.99949056,0.8487339,-0.11943656,0.09747151,-2.252753,0.56888056,0.22347535,1.346826,0.2957751,0.94029504,-0.66658187,-1.5659753,1.5921409,-0.82676303,-0.9561586,-2.8922648,-2.778649,1.2450707,0.4661648,-0.8940661,2.08933,-1.033284,-2.1600168,0.957119,1.715439,0.2210413,0.10214217,-0.56537104,-0.1544149,2.4988177,-0.21354148,-1.2813411,1.5798507,1.9933871,-0.9204575,0.117495626,0.8776049,-0.9917727,0.62672323,2.1234286,0.43323228,-2.4862895,0.9817062,0.63354313,-4.3591027,-0.8087483,-3.6792858,0.13432968,4.084169,2.17285,0.81567836,0.29803416,0.1935077,1.3812797,-0.34262967,1.173154,-1.6515857,1.7550442,1.3780913,0.33806324,-1.4065375,0.2691088,0.34284642,-0.95090914,-1.938799,2.70401,-1.3240438,1.5133841,0.12177352,-3.0750248,-0.74996144,-1.3917739,-0.11011247,0.44992247,-1.3281327,0.5023682,-1.6694375
NCI-H2342,-1.8639084,-0.5523642,-1.2919185,2.2483306,-2.1285357,-3.4557157,-1.7656709,0.28078023,-0.8538061,-0.21029681,0.97457993,1.0755532,-0.59459984,0.10838847,-3.2589588,-2.9135036,2.0083923,-1.1542169,2.525928,-0.33144853,-2.0558023,-0.33939135,0.50926435,3.2939062,-1.2043526,3.2268312,-1.1037835,-0.2880232,0.97879964,-0.9175446,2.6875887,1.6007676,-1.664686,-0.18747824,0.77722067,3.7595203,-2.081439,-2.2305715,-2.2158976,1.4419922,5.113557,1.1710144,0.21278363,1.8790572,-2.0779867,0.32953888,1.3526944,0.59620225,-2.927079,0.22464707,0.7946968,-0.0102399085,-1.0863997,0.70961875,0.7048387,1.5200413,-2.644646,0.057936292,-1.0596453,-3.0060046,-1.4695222,4.6478133,0.0027223327,-0.046097353,-0.713383,-5.234738,-2.801017,-1.506361,-1.5541358,1.9816071,-0.13207127,1.0764399,-1.7755041,-1.4333467,-0.098920844,1.4694858,-0.5207606,-0.73323286,1.231506,-1.0923693,-0.11959481,1.6803199,-0.5973806,-0.4667428,-2.005735,0.046889987,-0.80527776,0.33164614,-0.42606384,-2.102766,0.7282102,-1.974811,-1.6393328,0.954896,-0.7850651,1.8442729,-1.8560134,-0.31992868,0.22390029
SNU-668,0.6462624,-1.0448017,-1.9078486,1.9099563,0.89852643,1.1171862,-2.1092424,0.36948907,3.090656,-0.777964,1.7394555,-0.50957495,3.1571841,1.1881828,0.3865277,-1.3985839,3.4022841,0.29234952,-2.3893087,-0.42337513,1.0645121,2.0277145,-1.4120568,-0.41029483,0.3567727,1.4179641,0.52290815,-1.017703,-1.844531,0.79076236,1.5548927,1.2437773,-3.8051062,0.5331623,-0.41014713,-1.2677666,-0.6088176,1.5676178,0.09993264,0.3112898,0.18349063,0.25986224,-2.5583582,-0.13071893,-0.10305534,1.6379251,-1.4539872,3.6517785,0.5876119,3.2047312,-0.011619793,-3.1151996,0.68790734,0.05307485,2.321427,-2.7914288,1.4493687,1.7115808,0.23128991,-2.7135012,-0.8059994,0.76867664,-0.07991271,-5.057224,-3.3442729,-1.3880485,-2.2497082,-3.1128242,0.76925504,-1.622224,0.57246387,-0.91075087,2.0579605,-0.5241587,-0.18749143,2.5544796,3.0453904,0.70941514,-0.44092336,-3.1165679,1.6107728,1.607522,-1.6906087,0.4335855,1.8837056,1.353511,0.90021384,-4.9232693,1.1885213,-3.9118152,-1.1217936,1.3219658,2.2190216,1.6281992,2.0769331,1.6475255,1.3708388,1.4963292,0.7441632
HCC2218,-0.052193288,-1.4632542,0.917601,-2.9966812,-2.316116,-0.32184985,-1.287237,-0.6133844,0.5673665,2.2127311,2.1509233,-0.009813281,0.85815763,-1.1351061,-1.9572566,0.8258313,0.30120486,-0.23458996,2.2616627,-0.016075246,2.6735284,1.6833348,0.32693717,-1.4944925,0.65416753,0.07636554,-2.4359238,-0.50633836,2.6343033,-0.907651,-0.18100156,0.7116775,-2.0687194,0.20068985,0.37148327,-0.2222484,0.16188338,0.5037429,0.7759136,-0.65289026,-0.0137678385,2.6945276,-4.5158997,0.88280207,-2.0650456,0.8361688,-0.39955667,0.5258748,-1.3849978,-1.660346,0.048280038,-0.25371453,-3.6814334,-1.1867473,-0.3685168,-1.2787762,2.5772889,1.1827388,-0.64043206,-2.4845016,-1.4980482,-1.0949564,-0.52003706,-0.29825163,0.58281285,-1.3672296,-1.2805902,-0.89702165,-0.09454702,0.6509554,0.61701286,0.6875102,-0.31912836,-0.045438062,-0.7734191,1.7468485,0.5398336,-0.977389,-1.5520593,1.4185333,-0.16716883,4.102177,-1.3400916,0.48289892,-0.48028594,-0.35805792,-0.45856777,-0.3562612,-1.9009017,0.66410697,-2.5367556,-1.5448452,-1.7075305,1.5954819,-0.9761226,2.4643567,0.6229172,0.17585237,-0.5887266
NCI-H1792,-1.2728226,-2.5896358,-0.55049276,0.19348979,-1.3003389,1.7713565,-0.4321753,1.9696466,1.2044787,-0.3081557,-2.2490673,-1.2469925,-1.0197103,-1.733372,-0.999871,-0.72963965,0.5834239,-1.3104937,-0.9763715,-2.1308303,0.018842071,0.57828873,-0.21669294,0.58729964,-1.8254211,-2.1473365,-0.7830761,-1.2158982,0.19918634,-0.5080428,-2.4608908,-0.0025123982,0.5894127,-0.44947433,-2.2301562,-3.0434844,1.6843113,-1.622989,-1.1709454,2.2808583,-1.4086356,-1.6679441,1.3362625,-0.6775389,-2.615344,0.39758277,0.52763027,0.44055736,0.6481318,1.2937609,-0.36496165,-1.0470345,-0.0970687,0.7999013,-0.08665878,-0.343312,0.99905044,0.030396674,1.2460438,-1.3449808,-0.9122503,-1.914215,0.15679544,-2.6535742,-1.2537487,0.27127257,2.4855423,0.79768425,0.9756813,-1.7012554,-0.6858403,-1.9162177,3.4355352,0.40135893,1.770955,-0.18692474,-1.9249661,-0.92813236,-3.097098,-3.185031,0.6338207,-0.5022764,-0.045329403,0.36305302,2.3858118,-1.4574269,-0.97333586,-2.5660212,1.8800569,2.1378553,-0.010161251,-0.66665673,1.895813,1.6898674,-0.15533628,-1.0855832,1.0926912,1.2275807,2.7370481
NALM-19,1.8866277,-4.277839,1.247558,-0.111079894,1.1494563,0.42942858,-3.4197013,-0.69474614,2.5439737,1.5027343,1.0368155,1.9145595,0.8661578,-3.407755,2.249712,1.3275445,-2.553248,1.0425323,-0.5867448,1.2086604,3.5716424,1.1934961,-2.980409,-2.4075594,-0.26998845,-1.9392699,0.23017184,0.88851464,0.79031754,0.59128255,2.0413134,-1.0106925,1.3703998,-0.08578165,0.46330065,0.69985723,-0.22755608,2.8590307,0.16259895,-1.7923509,-1.3665388,2.1958468,1.4817759,2.7843895,0.3734029,0.858298,-0.08806019,0.58062196,-0.94108534,-0.9343832,-1.069344,-0.8050837,3.1242204,0.17394808,-1.1742101,1.196589,-0.6660129,-0.49185196,1.8898706,6.7948623,-0.54660285,-1.6650417,1.8380836,1.494937,1.1839823,1.8032396,1.7380629,1.526311,0.94792336,1.4222487,0.28078002,3.3146095,-0.931562,1.6102327,0.638362,-0.5077157,0.42536902,0.20589022,0.55203056,4.07248,0.3977237,-0.27340674,-1.6346837,-0.55895716,-1.9710788,3.0182447,-0.22253722,2.4425652,-0.016053114,-1.0484021,0.7929132,1.5901272,-0.41975373,-0.055941593,2.180221,-1.3340203,-0.10084766,-1.5272635,-0.99957407
