,E0,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,E12,E13,E14,E15,E16,E17,E18,E19,E20,E21,E22,E23,E24,E25,E26,E27,E28,E29,E30,E31,E32,E33,E34,E35,E36,E37,E38,E39,E40,E41,E42,E43,E44,E45,E46,E47,E48,E49,E50,E51,E52,E53,E54,E55,E56,E57,E58,E59,E60,E61,E62,E63,E64,E65,E66,E67,E68,E69,E70,E71,E72,E73,E74,E75,E76,E77,E78,E79,E80,E81,E82,E83,E84,E85,E86,E87,E88,E89,E90,E91,E92,E93,E94,E95,E96,E97,E98
BHY,0.6636182,-0.66742444,-0.61593896,-0.15391469,-3.1531801,-1.6501188,-0.78248715,2.496925,-1.2862071,-1.6756119,-0.38089406,2.2044528,0.15907471,-0.040738136,-2.4322436,1.0658423,-0.2222981,-1.06898,2.0621023,1.5008312,0.8501004,-1.5756916,0.8129227,-3.3524415,-0.030875675,3.2367373,1.0134331,0.22111148,1.2107267,-0.22357996,1.7199731,0.012238152,-0.56572473,-0.5615635,-0.5976464,1.8745344,-2.404533,-2.2799208,0.6127391,1.5701482,-0.658513,-0.4456854,-0.26022,-0.64206004,-2.2022643,-1.3460261,-0.7281639,-3.500156,3.01593,2.908893,0.36330494,1.2066947,0.17187636,-3.5840816,-0.3323786,-0.3032953,0.35586575,-2.6527853,-0.28771216,-0.33739355,1.2932234,1.1113428,-1.6942941,-2.276564,1.5764488,-1.0851388,-2.2287042,-0.28314337,-3.1006672,0.49999422,4.7010226,0.46483353,0.4783093,-0.36157313,-0.6606315,-1.0846357,-0.28278232,-1.9993287,1.1472011,0.94904286,0.78620225,-0.5908829,-1.9419646,0.28614336,2.6725707,-0.1670047,-2.6493993,-0.6104078,-1.7120907,-0.8138412,-0.05041921,-3.4856346,1.4573833,0.26327336,-1.0259483,-0.32152835,-2.5256195,0.43798253,-1.7204052
Hs 229.T,-0.056047343,2.994948,-0.388593,2.920387,0.48972052,1.0821403,0.65702695,0.16762075,-0.09760283,-0.85143095,-0.32860455,0.71488386,-0.64819926,-2.0043335,1.8312123,-1.0412954,0.73774064,2.2291374,0.23130144,-0.027005814,-0.29878148,0.90419126,-0.42237255,-1.1512572,-0.6246327,-1.4832411,0.41336566,-0.9620724,2.4046478,-1.1529256,-2.8047938,0.43831012,0.9457019,0.22588187,0.41135097,-2.8351614,-0.7024465,2.1081362,-0.60190064,0.73249584,-1.0327936,-1.2137238,3.226027,0.099150285,0.2556716,0.7385702,0.32068092,0.37356344,-1.1905863,1.0572026,1.2377698,-0.18409416,-1.7123117,-0.2405169,0.93083847,-0.07202723,0.37325996,0.006179981,-0.6104493,0.101167135,-0.29461122,0.10423532,1.437051,0.10400043,-1.0726266,-0.98072064,1.1946936,2.3007462,-0.13264872,-0.65397656,0.31532687,0.9988794,-1.4852526,-0.9576748,0.46988374,-0.2709104,1.3168128,-0.12808385,-0.120662466,-1.2649429,-2.1771166,-1.2157617,2.1229296,2.63644,-0.47524738,0.2136673,0.77296793,1.2944255,0.8139794,0.11649133,-0.89076275,-0.02528999,1.9226146,-0.6174837,-1.0932479,-2.6989918,0.6468244,-0.13522464,0.44281918
697,3.1922495,-3.683222,-0.4670327,1.1804446,4.5776277,2.756576,-3.7841463,0.26633936,2.7276933,-0.5374147,-0.3578323,0.7743337,-0.9973985,-0.025378,2.0870814,1.5501541,-1.3749883,1.0795146,-0.36272177,0.5518086,3.3679798,1.8213463,-4.606083,-1.0746104,-2.711983,1.8184503,0.7767111,-0.52307606,-0.5833917,0.48500118,1.9820335,-1.35377,0.99055046,0.95426613,-0.8126676,1.5421959,1.4574323,3.8612928,-0.45988077,-0.522592,-1.2247833,0.27469498,3.4610987,2.156383,0.2160345,-1.7899071,-0.4019027,2.0870016,0.10643202,-0.7632166,-0.28488234,-0.69753826,3.5108511,1.2203008,-1.6355897,0.9737329,-1.0807439,-1.1856056,1.6331052,5.418321,-0.6327011,-1.874384,1.3758079,-2.240753,-0.06859544,-0.13516343,0.16666844,-0.22224909,2.6707487,1.5601987,-1.1227195,0.8673467,-1.5512431,2.3929923,-1.7577755,0.80082256,-0.5135986,0.42258915,1.456445,4.217139,-0.35609818,1.2171868,-2.266926,1.9908969,-1.7443947,2.5670376,1.550338,2.7340088,2.1430287,-2.831873,-0.102352045,1.8728759,-0.34610534,-1.1718912,4.2136903,-1.2816005,0.3227432,-1.520427,-2.0727856
CAL-33,0.2168126,-1.1897353,0.91971123,-1.8863759,-2.6380198,0.5310416,-1.1486918,1.9469502,-2.2227314,-2.1764925,-0.7525034,1.0800856,-0.48800233,1.8124648,-3.4215086,-0.55149585,1.3630966,-2.3802123,2.144361,0.38903964,1.0289941,-3.2461026,1.5463567,-3.3224962,0.4092341,5.127583,2.3944075,0.74890935,0.17996743,-0.039293356,2.403323,0.48426786,0.4115931,1.4517298,-2.3212864,1.7460289,-0.18089408,-1.4746193,2.4373734,0.79166794,0.5953995,-2.0689414,-0.6490613,0.53225136,-2.8948245,-0.4757141,0.31604138,-2.0405557,2.3945208,2.0737717,1.9542469,1.2336963,-0.90193975,-1.4214312,-1.0077044,0.47811872,-0.24608888,-0.6493045,-2.1731505,-1.0930207,-0.31475264,3.5039973,-1.3282758,-1.3126357,-0.29531386,0.77635986,-1.0087667,-0.11305056,-0.087257594,0.68015254,1.2021656,-2.766723,-1.3742095,-0.62865293,-0.8283041,0.29071987,0.46431786,-0.6710567,2.7109404,-1.2776048,1.9036776,0.3521324,-0.905155,-3.78517,-0.49624354,-0.49999216,-0.7715087,-0.6816065,-0.089647956,0.31917882,0.2625276,-2.2901099,2.3735158,-0.6260675,0.17022489,1.6671461,-4.144693,0.21794738,-0.29629302
8505C,0.21544808,-0.9842782,-1.6879417,2.788105,0.720802,2.0514262,1.182336,-0.42621735,-1.8042334,-2.338678,3.2124054,-0.9841098,-0.6399754,-1.1899792,0.7793743,-1.389672,-2.162316,-1.024021,0.68174285,0.6474517,-2.5647697,0.8325153,0.036082923,-0.04942928,0.25576022,0.42479149,0.2787615,-1.2481238,-1.0597273,1.0865577,-0.28505075,-0.90857285,1.6758631,-0.6353487,-2.283969,-1.2456715,-1.60966,-0.60764873,-1.0764233,1.7428871,-0.89224285,-3.3484697,0.1772019,-1.5682013,1.1956784,0.02895816,1.3908694,-0.8242622,-1.7450808,2.328927,1.4695189,-2.207424,0.2887536,-2.2074432,-2.2428505,-2.3866293,-1.7200619,0.18763751,0.6463714,0.0942477,2.476075,0.1544478,0.7256366,0.5094826,3.8444016,-1.8576446,-1.8252549,-1.3042727,0.24274834,0.2933075,0.8624404,-0.22416091,0.41696477,0.68005383,0.29705074,0.63729995,0.989236,-0.5430993,-1.5716088,-2.1852968,1.8626153,-3.040274,3.1688895,1.5790732,1.0602529,-0.36817065,1.6875877,-1.0487809,-0.20493661,-2.1718159,-1.0001184,-0.43623325,0.10331031,0.8044565,-0.17600676,-2.6897278,3.0502033,2.1586106,-2.1857886
BFTC-905,0.3540776,-2.384677,-1.9421823,2.0177732,-0.40067863,-1.0549371,-0.782296,1.6159627,1.0727953,-0.53759134,0.56716496,1.2084095,-1.0826055,1.2615424,-4.103765,1.0509797,-0.602288,-1.7297899,3.1762981,-0.05202298,-1.0224003,-2.3376145,0.705547,-2.3156023,-0.79056805,2.4315522,-1.8991328,-0.7019485,0.60662663,0.5981644,1.9243962,-0.054475684,-1.8044796,1.317681,-0.45092034,1.3182681,-1.6679379,-3.375098,0.40822858,1.3462839,-1.1597567,0.4563121,0.08981316,-2.6875021,-0.2832486,2.2515094,0.69096744,-1.6615572,0.38098714,1.0236888,0.32485458,1.5239339,-0.53832024,-0.89382875,-0.6757747,1.3999608,-1.3670828,-2.1313994,1.5186317,-2.9797823,1.2763693,0.9177562,-1.2689188,-2.1267812,-0.48177308,0.04848572,-2.3849478,0.30567434,-1.301218,1.0495198,0.4679099,-1.2773306,0.51502836,-0.7575894,-0.5615625,0.14997901,-1.1700807,-0.7919691,0.93775785,0.11794748,0.73462296,0.12113047,-2.4511983,-0.9116955,1.0469457,0.86509484,-0.9464643,-0.18739441,-1.2429144,0.44355655,-0.26691964,-3.8868213,2.1019568,-0.317004,-0.90834546,-1.0303978,-1.0296373,0.15072429,-1.1768807
T3M-10,-0.2113438,-0.22329976,2.7159843,-1.1884083,-3.772385,2.9813273,-0.8375402,0.08117452,0.80375636,1.2933568,0.44063872,-0.81151956,0.31649026,1.079717,2.4212906,0.61053604,-0.058662906,2.4580638,-0.75121135,-2.087233,0.6925765,-0.5669246,1.3869619,-4.5286903,-0.9662127,0.716009,-0.47789145,1.1011792,-0.8543485,3.7403193,1.0144546,-1.5127381,-1.8008416,-0.19779456,-1.0462527,-2.713345,-1.9441164,-0.74739504,-2.136119,0.819511,0.7068904,1.4587604,-1.8497016,0.94609666,0.86497986,-0.94944113,-2.320355,-0.6549144,0.9238249,1.732888,-2.9875324,-1.4499521,1.1554261,0.9289299,1.069973,-2.545665,-0.44752502,2.9664426,-2.3604789,0.10402453,0.091725096,0.12459944,1.4570456,-0.12458367,-0.5236138,4.3710237,2.5620909,-0.4679678,1.0892268,-0.73397017,1.4690909,-1.2835336,-0.25295264,1.2129002,3.0624657,0.32098386,1.2795191,-1.2802886,-1.9609607,-2.036312,2.3914902,-1.4533271,-1.9544195,-2.5010734,2.1019163,0.55961514,0.7331318,-0.24400795,0.11495408,-2.2453816,-2.175943,-3.693981,1.4501477,0.8033038,-1.1031792,0.65255606,1.2538202,-0.11184589,0.50324637
HCC2157,-1.4684,1.1719741,0.87208194,2.0051036,-2.3477864,1.3032674,-0.53923124,-3.7219167,-1.3278307,2.0815763,-0.69346297,0.38925642,2.195316,3.5402403,-2.4949558,-0.88013154,-0.61246485,-0.42371693,2.5493045,-0.83434016,0.61117965,-0.059710335,0.24333462,0.14368016,-0.48429078,0.91088337,-0.7346659,1.5278322,-0.22986044,-0.59585166,1.5972317,0.16634667,-0.54816484,1.1348107,-2.5392141,2.2462254,1.1828083,-0.49115953,0.102553904,-0.6552677,0.64686847,3.791993,-1.8047297,0.015233438,1.2935746,-2.4699185,-0.72134805,0.7803007,-0.26473492,-0.48586744,1.4935675,-0.56751233,-1.5896125,-1.9752698,1.093122,0.6785095,0.036925744,0.15139392,-0.93860435,-0.99187446,-0.19362451,-0.61148596,-2.2238,-1.4600924,0.74690366,-2.260594,1.5618646,0.26579633,-0.4898009,1.7090843,-0.65261155,-0.9259148,-1.373145,1.8491365,-0.13153444,1.2958833,1.225769,-0.37186402,0.093447044,1.0585389,1.07257,1.6355947,-0.86590993,-3.2619584,0.21109833,-1.0571216,0.8289631,0.82247937,-0.71164745,-0.85792774,-1.8450251,-1.1357387,-0.6559788,1.8613323,-2.6953688,4.2134366,-3.887484,0.4019392,2.9683137
JHH-6,0.3820766,0.71530265,0.18625233,-0.28186214,-0.42171893,0.0029865988,0.5387993,1.2048578,0.11285885,-1.76215,0.09215654,-0.09797263,-2.5316482,0.4156295,0.047052212,-1.0062423,0.7328276,0.2469761,-0.07269787,-0.17777576,0.2066253,0.5408905,1.8561794,0.19687861,1.7047832,-0.9937246,-2.7208118,0.42078942,-0.31667915,-0.019540893,-2.5271692,0.9893787,1.1806127,2.213069,-1.7752435,-2.365116,-0.060315836,-0.5843611,1.1430808,0.59202754,-0.0062635737,-2.3076434,1.2181606,0.19926082,0.59633696,0.9352532,1.4649732,0.7404587,-1.5593263,-0.5849068,-0.6699865,0.7410141,-0.119626924,0.85180485,-1.3470818,0.9247315,-0.5381133,3.2059703,2.2872841,0.5446413,-0.88331765,1.5265882,-1.6875565,-1.6475269,-0.60492295,1.489549,-1.9861447,-1.3256879,-1.5727772,-2.1119583,0.34066927,-0.67088777,0.42096084,0.40374747,-1.4812374,0.34489045,-0.948716,0.70679414,1.0165191,-0.7439968,1.6780448,-1.3818564,0.0023580596,1.0765868,0.38569883,-3.206069,0.61239725,1.8003895,0.27025697,-0.095710844,0.046601415,1.0439813,0.16973174,-0.16562341,0.42015114,-1.0676125,2.8433952,-0.34932014,-0.6869651
AGS,-0.31410858,-1.5569804,1.7405117,-1.280431,-1.249805,-1.7931705,-1.002205,1.9323827,-0.20207694,-0.60601944,-0.14244537,2.955217,1.1007763,-0.12467211,-0.036895096,1.3402668,0.88503885,-0.5478225,-2.6176376,0.26638496,0.4848605,2.5435972,-0.15672275,1.4419628,-0.68439525,0.6776606,0.11416195,-1.9616125,0.22624642,-0.9155987,-0.3003094,1.7572492,0.9162039,-2.1861992,1.0149946,0.021262951,0.7034518,-3.3672793,-1.4179995,-0.25225425,0.3079483,0.4710887,-0.98871446,1.7940718,1.5269945,1.4543889,-0.6409949,-1.1653073,-0.27432925,-0.7363278,0.90436316,0.18330666,0.39649367,1.5846219,-3.1486592,0.26648712,0.11912674,0.31765798,1.3947484,1.1311101,-1.9728385,2.3083448,0.90867645,-2.5051026,-0.9102259,2.239753,-2.2452118,-3.3039658,-1.1454335,0.5355067,-2.1988976,-0.18149832,-0.8661313,-3.3489268,2.93671,-2.1468396,-0.7625593,-1.7576038,-0.8193084,0.77199906,-3.705297,0.16747229,1.9875461,-3.2826114,-2.8514462,1.4849217,1.0849322,1.5846009,2.5084362,0.46353585,2.4753351,-2.3704462,-0.6785252,2.9456925,1.9711621,0.9869828,-1.5057799,1.1210155,0.3316071
G-361,0.5042409,-0.29512203,-1.011416,-0.23776694,0.617326,-2.0618873,-0.54162496,0.32275978,-0.3772401,-2.3295918,1.6834468,-0.8512942,0.54020995,2.165617,-2.05172,1.8378965,-1.0760859,-0.23131251,0.7418413,1.7825358,1.2053189,-0.28105322,-3.0902042,-0.33091557,-0.16836147,0.7513345,-2.5985737,-0.91366726,-4.1957383,-1.1407058,1.151486,-0.08912893,-3.155718,-1.3933094,1.1073449,-0.65467274,0.2838452,5.0116405,-1.1159081,-0.52663076,2.4119866,0.7353626,-0.45668882,-0.5369172,2.4439712,0.44789568,-1.6112955,-1.5064733,-0.14492525,-1.5246897,-1.6572461,-1.9563482,0.7399867,-1.436577,1.8628081,-0.40026537,0.03011418,-0.8657523,0.830063,0.40563124,2.0404112,-1.1518207,-2.2802563,0.6093945,-0.85529727,3.613818,0.450081,0.17590207,-0.76421624,0.7597118,-1.972859,-1.8123233,-0.37218797,1.0131288,-1.2683473,-1.0823579,-0.9866386,-0.30897844,0.09582026,-0.1569215,-3.9508545,-0.7419971,-0.20227787,-2.4732487,-0.5167362,1.0259181,1.5114669,1.0014497,0.80047345,1.4959806,0.5945732,2.9264486,0.5815812,-0.1718679,2.6204274,1.0603633,-0.086482175,0.44350356,-0.70055217
CHP-126,-0.9424874,2.4992836,-0.9924481,2.0703495,1.542572,1.1699289,3.4516702,1.0174295,1.9426922,-3.3676157,-0.8868286,0.53796184,1.8758458,-0.21168402,0.1003968,0.9942402,-1.0790541,-2.1612382,2.1478858,-1.228069,0.17754401,1.1516291,-0.4103474,2.5196278,-1.4431425,-2.7522423,0.09761794,-2.7384028,0.17668557,-1.1217562,1.2607534,-1.5228448,-1.9860396,2.1012971,-0.6443086,0.072119385,0.13829798,0.09450342,0.5079981,-1.8710253,-1.7509648,0.4471879,-1.0696378,-1.2261223,-0.20779239,-2.8528228,2.031631,3.483419,-1.7481416,-4.0536647,0.5029572,1.7951827,-0.025994683,0.52118504,0.9833151,4.781312,-0.5054251,1.1319413,-2.2949777,0.33516142,-1.7123669,-1.0918343,0.81679016,2.2367496,-1.3229253,-2.2633057,1.254576,-0.43230367,1.688273,-0.9651973,-1.2693559,2.1875758,0.32641193,0.970249,1.3355726,-1.5315088,1.1537709,2.1813998,-0.8641195,1.4572693,1.0594728,-0.1537252,0.62768507,0.90336037,-0.19629927,1.3539122,-0.36881524,-1.6067191,-0.9960076,1.3099363,-3.679841,-0.40606552,-0.43301773,0.21991453,2.8155503,-1.1809219,-0.83486193,-1.1760746,1.7128887
TALL-1 [Human adult T-ALL],2.2821546,-4.3548822,2.085821,-0.9768085,4.73036,-1.782324,-1.5623403,-0.45812407,0.2164918,1.8470062,0.46982592,3.4675813,-1.2075179,-2.1924317,3.6374114,2.282444,-3.948061,-2.491412,-0.2115258,-2.163865,4.714635,1.2962654,-0.38372973,0.06815268,0.9930289,-3.1404464,-0.3635089,0.89060056,-1.4764819,-1.9221324,-2.2027557,-1.7797464,-1.4409184,-0.07769221,1.642969,-0.8973938,0.40851286,3.3274832,-1.205982,-3.2885034,0.653198,4.4450583,-1.7684634,0.5043656,-1.4164059,-1.041195,-0.4728763,0.13133697,-2.2218766,0.4844203,0.6097976,0.11307553,1.0072141,1.3089738,-0.6293406,0.15147093,-0.17830226,-1.6303961,2.001795,1.2817284,0.5211784,-1.9559294,-1.178433,-1.4203415,0.37617722,0.7301113,-0.9750033,1.4170417,0.185353,-0.62864983,-1.2396048,0.2138545,-1.1648473,2.5745087,0.11141531,-2.7218914,0.9586092,0.41224524,-2.0460098,3.4043646,-0.52787334,-1.494993,-1.3208838,0.32595322,0.8150283,2.6479897,0.21653694,1.8883635,0.3150678,0.91714877,1.4140286,1.794225,0.63895553,0.9170937,2.4808035,-2.6986666,3.689598,-2.9900374,-0.034333907
LP-1,-0.8855141,-0.72231513,0.16389374,-0.63766813,-0.19590431,1.3037826,1.601392,0.6546847,1.1714671,-0.575202,3.2342563,-3.4208047,1.6106099,-0.69098026,2.307971,-1.5627594,-1.3431654,-0.75924015,-0.72382176,-2.0861132,1.1381109,0.77733606,-1.020642,2.1502666,-1.0261053,-1.463329,-0.77627,1.1404574,-1.6260066,-1.4573011,1.3719957,-1.9574775,1.5093414,-2.6829994,1.5653332,1.6005532,1.2838893,0.70458275,1.4731086,-1.3896292,1.4504544,-0.32123137,-1.0093055,1.7133701,-2.0869918,-4.2731466,-0.06814605,2.1258907,-0.38050312,-0.7988746,-0.18074034,-4.0797095,0.7475447,-0.23774464,-0.9412015,1.2345827,0.71983385,-0.6977318,-2.3748596,2.847936,-1.444145,-0.2806634,-3.2428558,0.8179275,-1.5664836,-0.21726072,2.128138,-0.5994346,0.26945508,0.59331757,-3.1772876,-0.018580697,-2.3128936,1.1619707,1.4096695,0.2439255,1.3269334,2.8360548,1.1494294,0.15431195,-0.5075911,1.6502364,2.7653048,0.13514693,0.88160217,-0.16885594,-1.4469187,0.2676459,0.5526793,0.26086715,0.77395755,-0.96685886,0.5213853,2.081771,3.72306,0.6358478,2.3088193,-0.037897367,-2.2126975
D283 Med,-3.1155806,-1.2381625,-1.3026134,-0.7557407,3.3705022,-1.6122586,3.0101001,0.13288876,1.6879106,-0.9824771,-1.9697099,1.3941648,2.001306,-0.19024876,-1.5289625,-0.42839777,-1.5069361,-3.5469704,1.1694932,-1.8731228,2.7457857,2.125947,-0.217508,1.6283338,1.2386913,-0.2175396,2.909531,-2.5205119,-0.5127019,-0.81247437,-1.0022787,-1.0361855,-1.7204268,1.7976671,-2.3905098,2.177991,2.8999827,2.0856943,-0.25467512,-0.8952977,-1.1454322,-0.88721806,-1.1127291,-2.469347,-1.6885015,-0.9005869,0.5891479,1.0317355,0.8597491,-1.0079397,-2.5725482,-0.28719527,1.7415154,0.058655985,0.7427218,-0.712943,-0.61347544,1.467582,0.20931405,0.6018866,3.6347988,-3.564454,-0.99773127,-1.5642438,0.90325856,0.62312484,-1.4417698,2.179114,2.8573577,0.7638279,-2.5019085,-0.31873074,-1.1665757,2.9686892,0.28071523,-0.50487167,0.85940844,1.1197046,-0.30872253,1.4987581,-0.95219266,-3.8465552,-0.117054105,-1.8175915,0.2557385,1.9425185,0.46860862,0.9968308,-0.59228563,0.13175558,-1.2393104,0.82223356,-0.9441021,-0.14123808,-0.72481173,1.0186933,0.18437552,-0.24816842,1.9766511
LCLC-103H,-2.734034,2.3945754,1.4153289,0.93281543,0.22609779,-1.0660615,1.1351075,-1.0773894,-0.51075053,-0.34895548,-2.452735,-1.2492701,-0.2774977,-1.2435565,0.13416958,-3.7000866,1.830233,0.621022,-1.3224751,-1.2969416,1.4838672,-1.2200584,1.5257139,0.43700957,-0.5019805,-1.3017892,-1.4181019,1.3874598,-0.2653001,0.036809344,-2.9083984,2.6670892,0.8712668,-1.3202178,0.08095565,-0.119396605,-1.002998,-0.1009414,0.76482964,3.4709861,0.91386193,-0.70891,1.415461,-2.740173,-0.26614308,-0.7627044,0.22570921,-1.0378963,0.6347614,-0.78857225,0.58102554,-2.964364,-0.40048587,-1.2030529,-3.314948,2.174639,-0.37829614,1.9295352,1.2577662,-1.2734516,3.309807,0.23464547,-2.8462048,-1.3835267,-0.366707,1.4636858,-1.2327272,-0.033864513,-2.5192192,-1.7073345,1.4842623,1.0052935,1.5213846,3.3530653,-1.5235481,-0.11102745,-0.9332221,-1.9505914,-0.8322459,1.1897256,0.9656026,-1.1199898,-1.1363844,-0.83662885,-0.21349406,-0.577538,-2.312177,1.2888836,1.1143035,0.3294955,0.64437145,-0.80883765,1.7790121,0.38289645,1.8117682,-0.74528515,-1.5109991,0.85032326,1.0426049
NCI-H2444,1.2495699,0.5868786,0.8125683,-0.26244926,-2.2362218,0.6764846,0.56030875,1.9490433,-1.3421633,-1.4528363,-1.7349744,-2.5270586,1.7222264,0.39603114,-0.80425453,0.79892606,-1.4837749,-0.5564716,0.15814629,-1.612093,-0.18296243,-3.7539527,-0.9720858,-1.407307,-2.4714122,0.11874358,-1.0223526,0.8508304,-0.05467823,-0.23822254,0.8155343,-1.7346215,-0.22018678,-4.054794,0.78191715,-1.022647,-2.868603,0.62931365,-1.2112701,3.1662834,0.551085,1.9372445,-0.44548267,-0.5052186,-2.806404,0.89607006,-0.040688932,0.3423717,-0.21512704,0.15174615,-0.6160416,1.4708544,1.2386004,-1.4005239,0.15597813,0.31468788,0.51542246,0.3115381,-1.2884275,-1.8851684,1.6571734,2.5141785,0.59701806,-0.45148712,1.26339,4.1587667,0.22478095,0.2988248,-1.2321646,-1.8522154,3.3080297,-0.87051517,-0.06418446,-1.5559368,2.7609298,1.0584499,0.80932975,-0.8929119,-1.0785974,-0.03653319,1.0756416,0.88740826,-0.10641749,-0.37494802,-0.4944841,-2.3052554,-2.30547,2.6512005,-0.8996313,2.2838526,-1.483027,-2.5286634,0.9757329,-1.1117496,-1.1494193,-1.395162,-1.7175324,0.31348222,1.8291572
LMSU,-0.29845485,0.30806726,-0.7741434,0.5822108,2.8377705,2.0160582,1.2569256,-1.20955,1.9809386,-0.99227875,-1.8786334,-0.107771926,-2.1478677,-0.398208,1.6504173,-1.7690744,-0.8750539,0.5012725,-0.26029027,-1.891357,-0.8651608,1.818696,0.6246782,-1.2641294,-1.502812,-1.9653674,1.4790521,-0.26760083,2.664025,-0.84857845,-3.419341,0.69213766,2.291599,0.098193705,-2.666436,-2.5558543,2.1336868,-0.6357551,-1.3447789,3.8380575,-0.1685592,-1.9830999,2.4241316,-1.2532672,-0.41377425,-0.13794284,0.47343874,0.5115779,-0.40378967,-0.98742044,-0.34149992,-1.5670565,-1.0573651,-1.9851191,-2.1963432,-0.40559632,0.1955627,1.0902992,0.42710742,0.9980916,0.54869306,1.8182932,0.33302546,-1.3610923,-0.95610285,0.08076596,0.6634663,0.81607956,-0.5522794,-2.0862894,-0.35791904,0.45380527,-1.0450386,-0.09990268,1.3815125,0.84803903,1.1638064,-0.5303081,-0.038028397,-1.0163751,0.7032803,-0.5256753,1.034489,1.4007705,0.54575276,0.38154596,0.70760375,1.9020139,1.6360852,-0.39325476,1.3499829,-0.097893685,3.9135141,0.28941506,-1.5801601,-1.7006469,-0.4317593,-1.1492103,-0.3918779
NCI-H2085,2.4989824,0.82560146,1.4917086,2.0982177,-0.6808658,-1.4803851,0.5863658,-2.8170383,0.77398884,-2.081412,0.79801,2.201398,0.810532,0.052899882,0.9512509,-1.3074477,-0.67103255,-0.11687195,0.83029896,-0.40546787,-0.10180155,0.7002959,0.9895239,0.084597975,1.4616673,0.30413258,0.21026999,-0.3480393,-1.2806752,1.7716522,-0.12268563,-0.4622395,0.24108247,-2.853933,-1.2460256,-1.5462965,-1.3331321,-0.0590545,-1.7941045,2.0315268,2.5800228,2.9579375,-1.0108132,1.1414227,0.11044365,-1.1253585,0.41761354,-0.123868205,-2.3218217,0.65886986,-0.4424863,2.989428,1.9136239,-0.24166313,-0.58947355,0.9091913,0.37957162,0.27823374,-0.5164719,-0.63517857,0.816571,2.320531,-0.6064528,0.19394732,-0.002315688,-1.4452282,-0.93930113,-1.285183,-4.0819592,-1.7163984,1.9257145,0.6068399,-0.76895654,-3.3847773,2.6779108,2.296055,1.2883267,-0.2359361,-1.326332,0.9892887,0.6345754,0.7387178,0.96922404,-0.6631281,2.4664595,1.5404502,0.112430215,1.7452161,-0.069003694,0.36619368,0.7111774,-0.73869646,1.2587211,0.9619272,-2.197994,-1.3511046,-0.16775584,-0.033925615,1.8802755
SK-MEL-24,-1.3433702,1.1702081,-1.1014059,0.39018512,-0.48416638,3.1744316,-0.3994469,0.020304516,-2.0868878,-3.8373535,0.37451386,1.0003926,-1.3513347,0.7401733,-1.5802734,-0.6568533,-1.0373522,0.24211723,-0.45270175,1.1165674,2.3385847,0.24737678,-0.6914995,-1.0326611,0.8749606,-1.431833,-0.60719174,-2.0967062,0.5158043,0.3060134,0.045636486,-1.3413936,-0.65593326,-1.9446929,2.4050465,0.17710634,2.9734905,0.20195664,-1.3286661,0.32377586,0.27448893,-2.9686503,0.799501,0.61951303,0.7555691,0.88532203,-1.366115,-1.1666731,0.66507834,0.39100766,1.1486279,0.98588395,-1.860216,-3.554185,2.4551222,-2.2145941,0.9608675,1.3065249,-0.8649261,1.6753372,-0.45815295,-3.4943,0.46836996,3.923955,-1.5025877,1.0850276,1.8229065,-0.6771064,-1.9380825,-0.27254263,1.9907295,0.487686,-2.21873,0.22981896,0.8961869,0.6468262,2.4240894,-0.33499163,-0.34240493,-2.2930589,-0.21583258,-2.6886647,1.6379608,2.9586053,0.24075228,-1.3313478,1.4814821,-1.7087224,-1.0983626,0.8691183,-1.980046,0.92514247,-0.9506641,-2.5158436,0.46180564,-0.13285433,0.12126322,-0.1638582,1.2603327
HLE,0.4137677,-0.24646634,-1.028475,0.620136,-0.3626373,-0.8487811,2.5033762,-2.1496124,-0.2515892,-0.7674185,0.5721253,-2.3998253,-1.0804046,1.3235639,1.5096788,-1.8161908,-0.86560106,-0.7636737,-1.5620204,0.19302541,1.8496935,2.4531116,-0.38884288,3.42147,1.880015,1.0190603,1.1691929,0.67615294,-1.0191462,1.0387692,-2.2111225,-0.11116191,-0.23419319,2.071082,-1.649809,-1.7550509,0.44116938,0.7418091,-0.9824685,1.1582832,-0.97106004,-2.0556672,0.43781325,0.66065353,1.4868554,-1.5483931,0.5439603,-0.85006785,-2.3729448,-0.88877964,-1.458924,-1.1943945,-1.9092636,1.0093123,-1.0573295,1.0526812,-0.5724212,1.0573173,0.40050906,1.2590699,0.5942003,0.3132501,0.25970048,1.4682142,0.9937383,-0.92756724,-2.989948,1.6635387,-0.98256904,-2.183925,0.7651449,0.7488971,0.5028695,2.5714195,-0.7713142,-0.68138,-2.361802,-0.29441458,2.4448318,-0.4645294,-0.74799615,-2.2221496,0.8916639,1.8021634,0.49967435,0.17528933,1.3738974,1.2901253,-0.59895515,-0.7709811,-0.7276997,0.7165179,-0.03030595,1.1115208,-1.3775865,-0.4951476,1.0281218,-1.8958818,-0.34508315
