,E0,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,E12,E13,E14,E15,E16,E17,E18,E19,E20,E21,E22,E23,E24,E25,E26,E27,E28,E29,E30,E31,E32,E33,E34,E35,E36,E37,E38,E39,E40,E41,E42,E43,E44,E45,E46,E47,E48,E49,E50,E51,E52,E53,E54,E55,E56,E57,E58,E59,E60,E61,E62,E63,E64,E65,E66,E67,E68,E69,E70,E71,E72,E73,E74,E75,E76,E77,E78,E79,E80,E81,E82,E83,E84,E85,E86,E87,E88,E89,E90,E91,E92,E93,E94,E95,E96,E97,E98,E99,E100,E101,E102
BICR 18,-0.52464706,-0.2609598,0.49571407,-1.010242,-0.04297024,0.9682212,1.1930748,-0.3399948,1.3777983,-0.54390514,0.22547635,-0.7161351,-0.6905303,1.1421657,0.35035002,0.9040402,0.47017974,0.11109051,-0.9386676,0.72397,-0.5386314,1.0079734,-0.2974221,1.0946709,0.49703604,-0.6631357,-1.1621081,0.8379296,0.7167763,0.11757663,0.7052237,0.021387756,-1.3466172,-0.2112686,-0.2687075,0.09876523,0.695257,0.22591674,0.41919568,1.3790475,-0.0012106076,0.6131259,0.11307734,0.8017222,0.31560957,0.07176482,-1.5640092,0.3235579,-1.002231,0.66756266,-1.318142,-1.4046538,-0.07367645,0.0097658,0.6437473,0.64202166,0.8099082,-1.1182756,-1.388075,-0.4841232,0.9896175,1.8485616,-1.1401916,-0.78945947,0.45284045,0.34478948,-0.61841714,0.44683766,-0.69741964,-0.6330873,-0.21200547,-0.91723514,-0.23658793,-0.5415779,-0.30722216,-0.12631567,-0.08187438,-1.8569252,0.2302085,-1.2599179,0.24547124,-1.1134353,1.1425061,0.35177645,0.12360953,0.91308236,-0.5594488,1.3920791,0.8564474,0.43165365,-1.5553682,1.2893653,-1.0423273,-1.1638818,-0.7572353,-0.8771802,0.1760736,0.6085111,0.2743007,-0.49655196,0.30501407,0.2569533,0.65778124
IST-Mes1,0.0010570735,-0.9700787,0.06501418,-0.20110872,-2.0435553,0.741324,0.32085434,-0.2007723,-0.7655107,0.2212489,-0.27506018,-1.5191382,-0.10797862,-0.746294,0.6170369,-0.72813064,-0.48887122,-0.9779239,0.7089613,-0.33701307,1.1542273,-0.003092613,0.25127876,-0.03776607,1.5259074,0.109827235,0.5965391,1.8648306,-1.669269,-0.012818269,0.030164242,0.325388,-1.6128836,-1.632227,-0.72131425,-0.11292897,1.3395159,-0.88588923,0.73644173,0.27821824,1.0269415,-1.2107574,0.56049544,-0.6721473,-0.015179105,0.17666635,0.24920703,-2.3153348,2.0190382,0.6238745,0.26240224,-0.65508455,0.16151614,-1.3614379,0.66126204,-0.61670715,0.19505452,1.648276,-0.4331731,-0.09158507,-2.3484738,-1.6723185,-0.29269078,1.6454786,-0.015293687,-1.2164794,-0.30008,0.56092894,0.08162794,1.350803,0.1913941,-0.17264555,1.4035833,0.29179236,-1.6286765,1.2623724,-1.4193033,-1.9532518,-0.13335605,-0.7999597,-1.0827638,-2.016407,-0.2804584,0.7258414,0.9225592,-0.7278125,-0.75230664,-1.0594289,1.0285221,0.59835637,-0.9788742,-1.7563536,0.35562068,-0.024449408,-1.277741,0.028151833,1.1602169,-0.18730313,0.7604366,-0.4011196,0.5681214,-1.109476,-0.5815811
KMS-12-BM,-0.6154979,0.032257088,0.6641775,-0.71167696,-0.11403912,0.034762494,0.12031427,-0.7549636,0.6964572,-0.28947818,0.14100327,0.0007576458,0.23301427,1.0426619,0.7461279,0.3906246,0.05852514,0.57165974,-0.8957147,1.3234764,-0.42596942,0.15902922,-0.5714891,0.26202053,0.63002044,-0.58905315,-0.26070988,0.549796,-0.17025447,0.8227383,0.12554301,-0.64448315,-0.6027143,-0.23428671,-0.4495274,0.6006341,0.3794752,0.018818017,-0.31018743,1.2251794,0.12110978,0.12728146,-0.15441027,0.5381235,0.45287597,-0.28769442,-1.2249603,0.6629139,0.081287496,0.34877574,-1.062049,-0.097379,-0.5874299,-0.52299047,0.50059825,0.2657875,0.502007,-0.3460491,-0.80720174,-1.0028613,0.33503178,0.0933054,-0.47235417,-0.3346566,0.7773212,-0.64133126,-1.1500243,-1.164292,-0.34527916,-0.29032212,-0.46777678,-0.97773886,-0.79555726,-0.6543089,-0.3718235,-0.015435937,-0.34539625,-1.3355547,0.6090531,0.050442632,0.85097396,-0.46319902,0.20422672,-0.25931945,-0.8792317,0.96512055,-0.41545013,0.023747683,0.20085588,0.05725738,-1.1799756,0.5910637,0.06347108,-0.69427705,0.46976805,-0.7190003,0.16457763,1.0634362,0.45790288,-0.51129717,0.08094443,0.32053566,0.94116926
LS1034,-0.54228264,0.5761049,-0.32492828,0.80628777,0.3954963,-1.515051,-0.21207821,0.90015346,1.2466397,-1.832975,-0.16354197,-0.067462966,0.407908,0.39166942,-0.38603324,0.32056108,1.2508668,-1.3909007,-0.5412997,-0.035878666,-0.061079655,-0.0090589095,0.39284992,0.38751695,-0.9916625,-0.7205188,-0.07565951,-0.15617248,0.79599375,0.8333338,-0.6857922,1.635035,0.71821886,1.5289155,-0.12361842,-0.15535891,-0.34520483,0.32711703,1.7726603,0.32468268,0.882274,-1.3143704,-0.32573554,-0.8740907,-1.403741,-0.521043,-0.33528262,-0.72473294,-1.1727241,0.96104443,0.5126802,0.3423861,0.030483074,-0.39705396,-0.27732193,-0.13207798,-0.20803043,-0.12449097,0.031387232,-0.9287553,1.0173985,0.79419976,0.66842103,-0.96318346,-1.0783405,0.89861023,1.2030798,0.747447,0.10891363,-0.17365503,0.54495454,-0.578878,-1.0182097,0.9145,0.6040875,0.8009944,1.4684286,-1.1566592,-0.40242207,-0.20168641,-1.1339109,0.57352144,-1.2711313,-0.542933,0.7629129,-0.47814882,-0.5793189,1.7266643,-1.102795,2.062462,0.41030112,0.37038422,0.3632963,1.0665395,0.5830708,-0.018853571,0.20262432,-1.0805382,-0.6134318,-0.44889688,-0.028970735,0.7410306,-0.72662854
HARA [Human squamous cell lung carcinoma],0.5194622,0.7735262,0.9071935,0.10136612,-0.3335388,-1.1896216,-1.9200852,1.0642208,-0.34864828,0.18874125,0.17522989,1.176326,1.4778794,-1.6380926,-1.3483372,-0.0820174,1.8735579,-1.8045262,1.5946735,-1.112368,0.52010846,0.50773585,0.5405313,-1.0694102,-0.9452096,0.0058196485,0.4873659,-2.986628,-0.069847405,-1.4934635,-0.2807405,-1.3572094,0.35491472,-0.38957712,-1.6810286,-0.9594391,-1.1227124,0.4060076,0.10747066,0.25200456,-0.23872347,0.07489714,-0.5473013,-0.7754408,-0.4608765,-0.82130593,-0.23324445,0.489397,-1.418821,0.079072766,0.7105947,2.7190275,0.80549717,-0.080674976,0.59847665,0.9961492,-0.29400402,-1.4345378,-2.4499023,2.0009222,-1.4284577,-2.224145,-0.9600343,0.6351474,-1.7017887,-0.49670255,-0.4054515,-0.06874796,0.48153776,-0.5278831,-0.032528326,-1.3708155,-1.8769591,-0.4135039,-0.88293916,1.1983728,-0.054540515,1.6075441,0.17375702,1.1477695,-0.983975,1.529972,-1.580363,-0.76962256,-0.78463376,0.9858039,1.4536033,-0.689958,1.2706602,0.44452336,-0.41142416,-1.1579411,0.99808985,0.20992625,-1.1021875,0.88845074,1.4412432,-0.45602965,-1.2151086,1.219944,-0.43113694,-0.6015709,0.5097884
MDST8,-0.6498095,3.3019717,0.5632477,4.3234377,-1.8937751,-3.4084802,-1.3438356,2.3744755,-2.2917008,-2.0947945,-0.6325718,0.07631765,1.1487485,-1.1052656,-0.8222498,1.6235485,1.0916275,0.31901932,-0.27531895,0.35683155,-0.25784698,-2.3124642,1.7629493,-0.42744184,-1.5662767,-0.37976855,1.1419212,-0.20686908,0.447341,0.1078854,-2.449682,0.15009092,2.0681903,0.469141,-0.4197478,0.8610314,0.25474066,-0.6017135,1.8697119,-1.872277,-0.53507453,0.6960204,-1.1845073,-2.2617826,-0.9064111,0.030282766,0.13034207,1.5664258,1.0062268,-0.5406094,0.69239205,1.3776705,0.7146249,2.052705,0.36951473,1.4050068,-0.14281861,0.05634848,0.4297828,-1.0599295,-0.41911614,1.4666065,0.25011522,0.22700602,-1.3297552,0.35804382,-0.20927873,-0.0890091,2.8944993,2.9957964,0.7473292,0.9525815,0.88289267,2.5510428,0.9356209,2.5538368,1.8805518,0.32102352,-0.27026248,0.0725463,-2.2035809,0.22443286,0.22910306,-1.9996082,0.89346355,-0.67571455,0.9182981,1.6955843,-2.5275507,0.9519697,1.9106084,-0.13953061,-1.7053559,3.5137923,-0.4850042,1.1507651,-1.8063416,-2.1542206,-1.6211009,-0.8820013,-0.11644045,-2.1968982,-0.7915447
HOS,-0.2567228,-0.72613925,-1.4304191,-0.8960953,1.515153,-0.27855998,-0.83409935,0.73182386,1.966841,0.30175647,0.19016863,0.41501945,0.011094131,1.1264488,0.45336917,-0.97588164,1.3280692,-1.044347,0.49443093,0.93286353,0.23842864,0.34283066,-0.24396229,0.054071546,-0.004409702,0.038863383,-0.9449811,-0.34331906,1.3255972,-0.6225268,0.75391316,-0.24752408,-0.32452977,-0.76797885,-0.53801656,0.20539726,-0.35909122,1.4875003,-0.09923371,1.338352,-0.25805908,0.15067933,0.98670876,0.92999583,-0.0702699,-1.2488683,-0.79223806,-0.60151803,-1.7421712,-0.21436058,0.7302881,0.41395253,0.9059606,0.97647524,-0.94616127,0.09689095,-0.40533695,-0.7308155,-1.1201684,0.88008124,0.069745496,1.11356,-1.0010679,-0.8539016,0.48025504,0.6544777,0.5594615,0.9936847,-0.5378039,-0.2911233,-0.22030449,0.095835865,-1.1219976,-0.6759389,-1.365011,-0.9356582,1.0511996,-0.8461653,-0.07273664,-0.77393085,-0.5103396,0.9586162,-0.5261698,0.6207402,0.003583978,-0.34779763,0.592213,1.9624159,0.81519043,0.9858118,-1.2531717,0.8324423,0.42126408,-0.6225342,0.15149823,0.8006387,-0.48971295,-0.13346666,-0.7237363,0.880745,0.08547329,0.8763557,-0.4433581
NCI-H1395,-0.26646087,1.7049305,0.25707385,1.9254947,-2.458688,-0.21840604,-1.5038431,-1.237408,-0.31868708,1.8322763,0.7916762,0.99706686,1.3893162,0.1525282,-0.9962381,-0.8540568,-0.51766187,0.3901947,1.5881789,1.6733774,2.101403,-1.3415853,2.3559005,-0.43517855,0.8552092,0.29114312,0.27223295,1.0415593,-1.3257024,-0.426659,-1.6416069,-0.73291844,-1.1925842,-1.0256196,0.19807556,-1.4287093,0.8170183,-1.3330488,1.9636005,-1.1061616,0.24784854,1.4465433,-0.28853604,-1.572536,-0.5062781,0.14307514,1.6440325,-0.057864845,-0.2923742,-0.45104817,1.5664167,0.44005555,0.29304788,0.14837633,-1.6616665,0.40206414,-0.030335307,-0.8498974,-2.5247276,0.95178336,-2.5839806,1.0730217,-1.254453,0.29443544,1.4007094,2.7637339,0.8200972,2.356582,1.789896,1.0628299,-0.5580694,-0.41378355,0.22255006,2.173934,-0.048270002,0.42848918,1.9252666,-1.1803225,-0.21230084,-0.43054911,-1.9818681,-1.7645941,-0.16265291,1.4583015,-0.93573755,0.5027891,-1.1498592,-1.8929578,-0.79973686,1.0948622,-1.4279894,-1.4571936,0.8858736,-2.1186962,1.9791595,0.23438326,-0.92390454,-0.422387,-1.1935996,-0.4782701,0.24637981,-2.7398717,0.8560042
DoHH2,-0.8980298,-0.12892799,0.9143406,-0.9619048,0.4790311,0.7921533,0.95488083,-0.35572952,0.61205405,-0.042402223,-0.17195055,-0.33252174,-0.33026326,0.7345145,0.6330179,0.84272003,0.17065203,1.1020502,-0.7867768,1.1308763,-0.5860556,0.48726863,-0.71976846,0.85935795,0.9408244,-0.29524782,-0.48451045,0.15837933,0.65156883,0.8526508,-0.11551224,-0.9756944,-0.83097476,-0.28015754,-0.28942436,0.17614025,0.7315919,0.33611298,0.0072765946,0.99370223,0.5338235,0.12813783,-0.03336905,0.7672976,0.9370655,-0.13274251,-1.1764917,0.7059572,-0.32247958,0.56392443,-1.0048571,-0.25457627,-0.5481548,-0.49920267,0.62496907,0.6705879,0.41695735,-0.4834805,-0.2717895,-1.2785022,0.18534604,0.56181514,-0.6189997,-0.6355057,1.0513268,-0.16262226,-0.90665734,-0.9688572,-0.14958897,-0.8902694,-0.26199424,-0.712149,-0.78419524,-0.85853183,0.4103598,-0.008484181,-0.18686701,-1.4243226,0.27919447,-0.0006417632,1.1984721,-0.72263885,0.928785,0.054335177,-0.7038609,1.0475647,-0.105750956,-0.12794814,0.25023174,-0.25671095,-0.82430756,0.78779656,-0.2803024,-1.0019817,0.21056089,-0.8568585,0.40308934,0.92465603,0.41926003,-0.5181402,0.46056542,0.29912278,0.9778919
HH [Human lymphoma],-0.46693775,-0.5267029,1.0456345,-0.86890507,-1.4341477,0.5791052,1.1652155,-0.7366939,0.7977754,-0.04617421,1.1465319,-0.09563175,-0.2503368,0.82320213,0.019734725,1.3919249,0.17404471,-0.1931456,-0.27033114,0.47498506,-0.1705723,1.386844,0.49166596,-0.003927905,0.32240242,-1.0195131,-0.27573544,0.4533474,-0.7570324,0.4952341,-0.690719,0.31724915,-1.391107,-0.33827528,-0.6172952,0.1447827,-0.047687363,0.10115446,0.22247244,0.8931918,0.3475868,0.9947975,-0.24293578,0.4084137,0.051547423,-0.3722285,-0.54317164,0.8240598,0.14488791,-0.19188954,-0.9459803,-0.8681044,-0.8054857,-0.8854817,0.92657924,0.8103509,1.4884495,-0.7933218,-0.9933847,-0.771628,-0.4772781,0.04035618,-0.4161318,-0.281825,0.95459783,0.053957887,-1.3653798,0.52771425,-0.28633308,-0.45001462,-0.23259103,-1.0055063,-0.88987297,-0.58863795,-0.15179065,-0.12832586,-0.4534333,-0.7534213,0.36764783,-0.119678974,-0.13425556,-0.42173564,0.62463707,0.21492052,-0.68129444,1.7198226,0.08846345,-0.46887854,-0.18667766,-0.333281,-1.6543282,0.41638568,0.5111612,0.49964684,-0.066249564,-0.8262635,-0.94326454,0.2892539,1.8279194,-1.4713247,0.39689422,-0.43441236,0.79579926
NCI-H661,-0.8701702,-0.49538338,-1.920727,-0.13408442,-0.66877383,-1.2551649,0.09286122,1.1000615,0.44234806,-1.1609896,0.096761055,-0.99438787,0.27627683,-0.9208093,0.9539878,-1.4656538,0.1601584,-0.39308614,0.20226735,-0.023395937,0.90179867,-0.31266773,-0.35659507,-0.8596029,-0.30124962,-0.96352947,-0.5538724,0.22763333,-0.3431221,0.02575197,0.66488504,-0.27920276,1.5793247,-0.01308821,-1.1205821,1.1795373,0.795825,0.36913052,0.23461324,1.4938407,-0.14303361,-1.5507174,1.2392364,-0.3177999,-1.3177495,0.84527504,-1.3076862,-0.64953434,0.8354294,0.6075691,1.2984425,1.1717225,1.4672108,0.08147343,0.20159242,0.08816025,-1.9877863,0.98410183,0.25829574,-0.29605514,-1.4555217,-0.3471973,0.5769501,-0.48565492,-0.3917061,-1.6387552,-0.5483295,-0.0009275265,0.28028628,1.2477174,-0.2933938,-0.53641385,-1.0114098,0.35325268,-1.0714192,0.8627468,-0.6659642,-0.6494775,0.051897526,-0.26536256,-0.12034528,-0.0085444935,-1.070146,-0.95455235,0.66685957,-0.7171303,0.012650996,1.4509308,1.2866031,1.0897973,-1.0851908,-0.7066566,1.017476,0.56886744,-0.36665228,1.3953475,0.6632152,0.33991963,-1.9117823,0.4770558,-0.78129804,-0.39757708,-2.1673725
SUP-B15,-1.0310574,0.83527786,1.2594832,-0.18124461,-1.0367138,-0.6982096,0.74657,-0.1785689,0.8031693,-0.3864173,-0.8168179,-1.4798876,1.0261539,1.0435288,0.12604803,0.85596275,-0.5983861,0.9144082,-1.793267,0.9007835,-0.89817727,0.06773633,-0.46354842,0.043321013,-0.014601109,-0.27946845,-0.66642475,1.2434858,-0.4421689,0.763831,-0.07674175,-0.3864526,-0.51967824,0.7314512,-1.4095426,-0.14615129,0.27913538,-0.07195581,-0.13699447,0.5485114,0.46237478,0.080378875,-0.5952554,-0.62472796,0.26351592,-0.6477121,-1.6822993,0.52113956,-0.5301882,-0.039473847,-1.4749646,-0.33624384,-0.96803975,-2.0159223,1.4576494,0.31018662,0.3842008,-0.21465354,-0.8329809,-1.0393937,0.6959951,0.79844993,-0.33597288,-0.29073033,0.38199735,-1.3533584,-0.7886671,-0.9677352,-0.07903953,-0.3425593,-0.04439812,-0.8073675,0.29625952,-0.55718714,0.36155355,0.78416693,-0.034759257,-1.6534963,1.3113263,-0.37540734,0.6935635,-1.573977,0.4848951,-0.62237924,0.19139679,1.0066864,-1.4264739,-0.23637891,0.8729607,0.34352493,-0.9575493,1.2519904,-0.30992115,-0.46849528,-0.08886722,-1.1794062,0.79759187,0.026803061,0.28177568,-0.3751645,-0.62514985,0.5812672,0.8286006
PK-59,-1.5429906,0.060451984,-1.6402445,0.1530387,2.0625317,-1.9357481,-0.18920815,3.222417,-0.96945184,-0.19638428,-1.3273916,0.68358636,-1.4917614,-1.2667087,0.17446974,-0.690864,1.9118977,-0.3176501,0.47790486,0.65782464,-0.14950877,0.28443873,0.9117458,-0.86413634,-0.44496664,0.64416856,0.16029574,-0.67400813,1.7613647,2.1991336,-2.7729013,-0.14250411,1.5640247,-0.24402523,1.3935251,-0.69491345,-0.33963898,0.6557632,3.9819963,0.9325228,-0.44345808,0.383062,0.2998619,0.8283938,-0.20761582,0.25346315,0.6409759,-0.64377075,-1.2630891,1.1395886,1.5285492,0.33217132,2.0224195,1.9300334,-0.35042697,-0.1408053,0.33665305,0.65818673,0.56799513,-1.0766909,0.06568727,1.2162329,0.610365,-0.83611363,-1.9079492,1.5353864,0.7055549,0.41677704,0.8574689,0.7113562,1.0044085,-1.349643,-1.1390166,1.5118338,1.7077879,-1.02496,1.329897,-0.95249736,0.794975,0.13049513,-0.007895574,0.84327126,0.005926276,-0.26128381,-0.51687515,-0.49967527,0.7541702,1.6258093,-2.349681,0.8393743,0.016484309,-1.2416298,-2.0531383,0.8626628,0.55733746,1.0141298,-1.2278831,0.062417522,-1.3137438,-0.0076142102,2.3324537,-0.57394946,-0.79375684
CA46,0.9012429,0.46299943,0.9072634,-0.9925764,-0.8390554,0.74009115,-0.26077905,-0.7264847,0.6269358,0.2637986,0.17982315,0.22438452,-0.6376239,0.87845016,0.074068084,0.7556805,-0.67008996,-0.66240567,0.43081862,0.5524772,-0.59617805,0.29063967,0.14789566,0.2532873,0.49850827,-0.5793438,0.9861404,0.6954776,-0.12697282,-0.44976145,-0.59677637,0.48947835,-0.71575505,-0.05238157,-0.117198095,-0.18751356,0.4907389,-1.5545137,-0.12274728,0.6790074,0.1436624,-0.19277191,0.29264623,-0.26832572,-0.2712294,-0.23794559,0.521469,-0.660403,0.17040487,-0.552743,-0.96903557,-0.5360556,-1.5561737,-0.8088994,0.10747872,0.2577445,-1.0792311,0.18652876,-1.0871965,-0.5078196,-0.6946102,0.20923603,-0.64346284,-0.007336311,0.09452525,0.839273,-1.0571728,-0.2594973,-0.68759567,-0.10842564,0.06102636,-0.553723,0.40119672,-0.41498768,-0.5918277,0.2788669,0.5874692,0.3446246,-0.4473046,-0.508903,-0.35042867,0.5897554,0.3694437,0.2201736,-0.36202246,-0.23826271,-0.64706707,0.2133678,0.7288518,-0.27357757,-0.13516077,0.24080881,0.30946705,-1.2797054,-0.44423202,-0.8226259,0.25107288,1.2429972,0.27840498,-0.08209521,0.20525426,0.32322916,0.42498568
NCI-H1568,-0.58769345,-0.33624023,-0.618356,-0.2869784,-2.7673457,-1.6151147,-2.1569319,0.8337244,-0.047365293,-0.26185966,-0.046160907,-0.16496626,-1.3199235,0.28221157,0.47354192,-0.9304719,-1.785751,-1.2662022,-0.23164709,1.8790623,0.12113454,0.22278681,-1.3183876,-0.8762853,1.2531193,2.280363,-0.10771953,1.9825737,-1.4887489,-0.2843132,-0.6821965,1.3115087,-1.6541208,0.3237461,-0.00864946,-1.714946,2.055317,-0.970088,0.6559027,0.78179425,-0.17767492,-0.7895616,2.1059988,0.29035702,-0.3095089,-0.5157526,0.50332916,-1.2349167,0.20399803,-0.20651405,0.3087654,-1.7461914,-0.9948717,0.32874122,-1.4017262,-1.1068324,-0.9199038,0.5500322,-0.5826795,0.1520685,-1.4815258,-0.3645128,1.4407734,0.046299346,-1.6133758,0.39879435,-1.2288572,-1.575499,0.2983664,3.2866,1.9326994,-1.2387744,0.61027884,0.32831758,-0.522864,-2.2898133,-0.29179806,-1.0618292,-0.8057082,-0.5332135,-0.70825887,1.4901905,0.2792394,0.34538132,-1.3101377,-2.496775,-0.2932488,2.0833073,2.2039156,-0.16672641,0.7829872,-0.81218535,-2.975978,1.5557334,0.47159597,-0.12469904,1.2542284,2.1151037,1.4199793,-0.17178598,2.8736777,0.67955923,-1.5596257
RPMI-8402,2.7053087,-0.26109815,-2.0274863,6.2950454,-0.76538676,-2.0627003,-3.2178307,0.37801632,-2.710868,-1.9878072,-2.4573598,1.0768826,0.31347606,-2.5563009,-1.6465077,2.517558,0.45783442,0.09509614,0.8866255,0.6946499,-1.2041521,-0.21674307,1.9141679,0.72818065,-2.0490677,0.35531044,1.0434351,-0.50207824,-1.6414058,-1.3032824,-1.5249035,0.86905146,-1.3597296,-0.23584193,0.3530693,0.8810037,-1.3314321,-0.5296679,1.8644749,0.012726545,1.7041341,-1.1066037,-0.21236125,-2.2843254,-0.14290723,-2.6914375,-0.88844216,-1.2660838,1.2349241,-0.057854384,0.18970463,0.761156,-1.5387429,3.0891166,-4.082756,1.331818,-0.014372941,0.35375935,-2.6606972,1.6837521,-0.08344119,-1.99046,0.34070763,0.97366786,-1.7568934,-0.09709859,2.1744745,-0.9977986,4.584165,1.4105216,3.2880712,1.4876854,1.5632813,2.729053,-0.6016833,1.6380597,-0.6892314,0.91771686,-1.7378201,1.3713279,-0.8578114,2.5693703,0.14641516,-1.8454088,0.108642,0.787526,2.249326,-0.21561737,-1.870625,-0.13672565,-0.08400457,-1.7511975,-1.3378668,3.4589763,-3.5532703,2.7653918,-2.6610827,-2.9047065,-1.4466574,0.24397326,0.1205699,-1.6164646,1.07794
