,E0,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,E12,E13,E14,E15,E16,E17,E18,E19,E20,E21,E22,E23,E24,E25,E26,E27,E28,E29,E30,E31,E32,E33,E34,E35,E36,E37,E38,E39,E40,E41,E42,E43,E44,E45,E46,E47,E48,E49,E50,E51,E52,E53,E54,E55,E56,E57,E58,E59,E60,E61,E62,E63,E64,E65,E66,E67,E68,E69,E70,E71,E72,E73,E74,E75,E76,E77,E78,E79,E80,E81,E82,E83,E84,E85,E86,E87,E88,E89,E90,E91,E92,E93,E94,E95,E96,E97,E98,E99,E100,E101,E102
TUHR4TKB,-1.3261591,0.51498526,0.24926351,-1.5064201,-0.00057740323,-0.3273539,-0.4324948,-0.2752298,0.40990508,0.725939,0.04072018,-0.22274399,-0.6853378,2.1127362,0.44037884,0.91211593,-0.16261122,0.7937217,-1.4066315,1.4670765,-0.6288031,-0.44168803,-0.7793376,0.20258708,0.87765044,-1.3744764,-0.24194732,0.07053829,-0.9397129,0.4248382,-0.6576592,-0.6009177,-1.3210504,-0.2179877,-0.45434567,0.6138006,0.71721995,0.7831066,-1.1651077,0.6757632,-0.4058974,0.5678959,0.07906088,0.5372541,1.6723502,0.016674485,-0.7960783,0.21489355,0.5611162,-1.2777743,-1.0495161,0.16642037,-0.6705794,-1.2919599,1.2038499,-0.14289013,0.46533373,-0.28074533,-0.80409193,-0.33332247,-0.8579676,-0.14073259,0.43183926,0.018448621,1.6114154,-1.4146414,-1.9149448,-0.6895934,-0.35814545,0.23957436,0.16128875,-0.46337438,-0.5203457,-0.7199831,0.038671523,-0.18883254,0.05883024,-0.52274585,-0.3737476,-0.78180116,0.88329494,0.6996176,0.2711199,0.064260975,-0.75521237,0.8806621,0.54704535,-0.081893064,0.22114971,-1.334328,-1.2824565,1.2743225,1.2397211,0.3630756,0.24549568,-0.14255002,-0.84481424,0.23829977,1.5574722,-0.15748261,-0.6598396,0.31025857,0.7123898
Kasumi-1,0.6051445,-0.7380105,0.60056627,-0.41837114,1.330881,-0.05782763,-0.27597332,0.6262004,-0.12183945,-0.45678174,-0.237684,-0.39411697,-0.31353927,-0.3502115,-0.08939534,0.09644586,1.1220583,-0.6257441,-0.0066445135,0.89057153,-0.08955398,-0.25652003,-0.44805667,0.61218643,0.47261727,0.88003373,0.034839857,0.07372217,0.43469647,0.04480241,-0.14650564,-0.22364974,-0.5955283,-0.49462977,-0.010870096,0.014672201,0.7828367,0.2162787,0.358402,0.03993734,-0.9435556,0.25763053,0.56657207,0.9336128,0.452242,0.5299495,-0.26740673,-0.20322788,0.22416012,-0.9891106,0.76474035,0.017816104,0.6436137,1.1422709,0.44323325,0.7206642,0.69072145,0.59373873,-0.15509142,-0.92539793,0.16716917,0.10857318,-0.15613586,0.41735834,-1.8664608,0.7514991,-0.903472,0.1567209,-0.313591,0.20704402,0.6954244,0.28741187,0.70194983,-0.16181757,0.6110957,0.4358978,0.31203988,-0.8279263,-0.8636797,-0.27629918,-0.13201475,0.07299533,0.811723,0.9352897,-0.25680906,-1.0169717,0.69491094,0.7357413,0.048770197,-0.7986054,-0.10682672,-1.3341088,-1.3956829,0.14909463,-0.8075142,0.31686834,0.70299107,-0.71245193,0.075161666,0.38185763,0.9077866,0.61661565,-0.63216263
SNU-840,-1.4627964,-1.1085577,-0.35877475,-0.73878896,0.26027912,-0.88257957,0.107077464,1.4101312,-0.43245617,-0.8265896,-1.3270518,-1.8816487,0.5988369,0.57315916,1.9098495,0.3458323,1.7956942,0.13499981,-0.62082833,0.99232227,0.66250813,0.003699293,-0.885137,-0.1333904,0.26315808,-0.09058763,-0.8391126,1.1509204,0.7851461,0.34446016,0.24063787,1.9810034,-1.7383858,-0.7663485,-1.1098853,0.17485553,0.11721288,1.9181932,1.0830338,-0.29443017,1.5753435,-1.2473618,0.12311987,0.6122771,0.24616186,-0.18383591,-0.78734404,-0.89114517,-0.9616445,1.2506415,-0.19246268,0.31544828,1.7756858,-0.4111571,0.39393505,-0.64822364,1.8581375,-1.5342987,0.47336483,0.13383602,-0.35091075,-0.37698126,1.3581274,0.23958537,0.570513,-0.977464,1.5146781,0.6971351,-1.2996874,0.94771,0.8311623,1.2538122,-0.031047232,0.1520897,0.583983,0.7301268,-0.6210226,-2.0073645,-0.3747961,-0.5422331,-1.5689428,-0.43838474,-0.2781423,0.9271882,0.58227813,-1.9125507,0.24654314,0.26716742,1.5833551,1.4550154,1.4628841,0.41424724,-0.13305777,-0.16911587,0.7002936,0.9387197,0.20340377,0.52798647,-0.62246346,-1.0169128,0.969153,-1.4741522,0.7095086
JHOM-2B,-1.4527266,1.2414948,0.18361484,0.92015636,1.1282697,-1.1707528,-1.3550617,-0.43937796,-0.2468447,-1.0276821,1.5284193,0.34648883,0.30764145,0.11691126,0.20931487,0.48888993,1.5785584,-4.159826,0.98486274,1.6248319,-0.6679979,0.83890903,-0.962719,1.3017052,-0.4296675,0.10530015,1.9946101,-2.143303,1.3443575,-0.27580744,-1.1569883,-3.0316124,0.9375588,-0.80011314,1.7180425,-0.4240098,1.462842,0.923865,0.5126184,-2.1218836,-0.29776075,1.6765771,-0.786579,1.5966966,1.5097414,0.57517004,-1.7158217,2.665767,0.9951311,-0.1956608,-0.10355049,2.7126803,0.46077755,1.2363414,0.22137922,2.085446,-0.41828552,-0.74092305,1.6307399,-0.94078237,-0.99062353,-2.3339067,0.18443775,-0.91760224,-0.9180731,-1.8747754,-0.85371226,-1.6299416,1.6620507,0.15812542,1.0543575,0.8100656,-1.8697002,0.35644016,0.31860518,0.159069,0.65406734,0.36372823,0.70375097,-0.69707394,-2.2963934,-0.37583727,0.37974393,-1.9374568,-1.2510189,-0.5694484,0.82328224,0.68823344,-1.3079752,2.5867763,2.6009803,2.272481,0.421793,0.6742269,0.9701166,-0.48927778,-0.029343434,1.0220889,-0.43333232,1.8530439,0.695097,-2.1441898,1.4584583
JVM-2,-0.90226746,-0.20136452,1.0204169,-1.0359994,0.23376536,0.75397956,0.83949727,-0.3230223,0.57079405,0.22919956,-0.08073031,-0.36136192,-0.29933032,0.8713349,0.64921427,0.80073893,0.18322402,1.2426001,-1.1982938,1.2086248,-0.53076434,0.39355665,-0.7402324,0.70792097,1.0538634,-0.3606053,-0.3742213,0.38888463,0.5133995,0.639385,-0.064970374,-0.9317441,-0.96221715,-0.38080785,-0.3071114,0.13081184,0.7232529,0.22720474,-0.12124308,0.9383594,0.5514707,0.51406443,-0.10265087,0.5868304,1.11343,-0.025913782,-1.196532,0.73430985,-0.4043405,0.51358074,-1.1112334,-0.38451204,-0.5282356,-0.5262301,0.75561005,0.54058367,0.36906826,-0.47381562,-0.43956497,-0.9701968,0.35600543,0.58523875,-0.61599857,-0.2510793,1.181138,-0.32488254,-0.79801625,-0.9762237,-0.26315808,-0.84202194,-0.07225366,-0.8397493,-0.98121864,-0.661533,0.29627872,0.11243609,-0.13869943,-1.3841949,0.28354606,-0.15632457,1.1149346,-0.8369832,0.7943969,-0.1844594,-0.7538464,1.0068811,-0.2201332,-0.17384154,0.4258565,0.064111575,-1.029175,0.68991846,-0.112537205,-0.9529377,0.38809517,-0.7980188,0.43830055,0.9040664,0.28534147,-0.6915872,0.46214756,0.22544532,1.1718448
PaTu 8988s,-0.41000274,-0.71333134,0.83540314,-0.27679858,0.26537216,-1.0465012,0.5525896,1.449476,-0.6931368,-0.017390829,-0.8136358,0.17368068,-0.6055194,-1.7354509,-0.68192285,0.19672018,0.7818204,0.7229867,0.15868916,0.66511065,0.39209342,1.1883649,2.0974333,-1.3651357,-0.69856703,-0.2535807,-0.26268816,-0.07533057,0.8195212,0.7039897,-1.5888345,0.9342532,0.16123086,0.11950305,0.04811412,-0.87622654,-0.021105397,-0.7253122,3.0946386,1.7576313,-0.44966716,0.81655174,0.20166777,0.891752,-1.158458,-0.3330443,0.4958188,-0.11444192,-1.3509866,-0.29862207,0.3512268,0.67138076,1.938761,1.9467791,-0.19459878,0.53161263,0.6507674,1.4548352,-0.45567933,-1.4397504,-0.37816018,1.1764504,-0.23980317,0.4473921,-1.8368956,2.1997883,-1.5914086,0.7987232,0.29747108,1.3297043,0.91186255,-0.6334356,-0.5716065,1.0299662,2.3642051,-0.5217841,1.7418292,-0.6401503,0.56255174,-0.028612094,0.26357198,1.0345002,-0.15085413,0.5126733,-1.1164073,-1.1902571,0.12561962,0.50157934,-1.4152454,0.5462905,-0.9620964,-2.6627302,-1.5952877,-0.024926722,0.32818285,1.0928794,-0.09432717,-0.1635282,-1.2557741,-0.89680725,1.3224225,0.30648255,-0.7087877
RERF-GC-1B,1.0855685,-1.8652655,0.40165192,-0.11031152,-0.7098936,0.53837967,0.56266373,-0.35547122,1.0638977,0.33198977,1.5661072,0.5662756,0.8325131,-0.50302553,1.103033,0.39507207,0.23563084,-0.52619874,1.3752627,-0.13980718,-1.4474815,1.3744541,0.12745897,-0.2635203,1.0247085,-0.9091926,0.90784585,-0.057254426,-0.43504897,-0.40444276,0.88122153,-0.6904897,0.3405667,-1.699695,-0.36411303,0.14920995,-0.45757058,0.5989047,-1.6879059,1.2812202,-0.16271476,-0.21161413,0.12264538,0.27047613,0.6122208,-0.2880666,-0.88763195,0.89405644,-0.121092215,1.1850737,-0.5576062,-0.08499569,-0.059705228,-1.546769,-0.43923783,0.8702937,-0.025889847,-0.9474621,0.76507664,-0.48074335,0.008599045,-0.51367134,-0.22803122,0.08290664,0.43662083,-0.22326705,-0.043502048,-1.5179172,-1.0775262,-1.0128483,-1.6324247,-0.68388474,-1.6316231,-1.0309491,-0.30729717,-0.8219208,-1.1298556,-0.49506515,0.0043016784,0.45603344,0.4760648,0.6039447,-0.15140028,-0.67727536,-0.50664324,1.1204985,0.42212886,0.033061765,0.9277755,-0.04422272,-0.6205274,-0.17741749,0.8951787,0.07190532,-0.78953165,-1.1822407,0.3502292,1.6865902,1.6145059,-0.0067599425,-0.05803875,-0.8393115,0.7123567
COR-L23,-0.70334244,-1.0896888,-0.70145553,-1.1447343,-0.44271696,-0.31963545,0.87437534,0.16019106,0.7872261,-0.66177034,1.3680888,0.2536664,-0.662537,0.021370351,0.2192026,-0.30364993,0.87872607,0.5947155,0.09978534,0.6149683,0.38451165,0.6554806,-0.17717111,-0.14230624,0.36295143,-1.6029766,-0.8287612,-0.81854254,-0.5895883,2.1036742,0.36310443,-0.34029636,0.1202188,0.59614307,-0.8169292,-0.17471209,0.3997531,0.5930856,0.41665578,1.7377619,0.20665282,-1.1743319,-0.27540928,0.10391023,-0.8719199,0.09923089,-1.6803018,0.63387203,-0.3888516,0.782566,-0.057885878,0.20117189,0.104119815,0.42847064,-0.19501506,-0.1951289,-0.0031819642,-0.3844339,-0.933344,-0.21603525,0.75669116,-0.5885757,-0.19561261,-0.5937998,0.26707274,0.75756717,-0.58636576,-1.1347051,0.16358596,0.6086182,-1.070332,-1.5473901,-1.8054949,-0.8604258,-0.65537685,-0.167834,0.3816286,-1.2583157,-0.47592333,1.163854,0.87217915,0.39539072,0.26103905,-0.18822959,-0.8029634,0.425544,-0.5977998,0.8543657,-0.11174665,1.0108556,-0.08292157,0.54611886,0.2751993,0.34854874,1.0614264,-0.23871297,0.9784804,1.1820103,-0.16690885,0.23315129,0.91650087,0.55126697,-0.612841
NCI-H2110,-0.237421,-0.2904634,-0.12369437,-0.26540613,0.63436794,1.3681291,0.8337268,-0.8292919,1.5720885,-0.22316639,0.40841502,-0.5828743,-0.9273577,0.5034646,0.11261084,1.0926211,0.15644147,-0.31334975,-0.73971987,0.12566605,-0.9692807,1.0286907,-0.33081535,0.94400793,0.62754506,-0.66788685,-1.4300998,-0.21272406,0.1544923,0.07001492,0.07565887,-0.17094742,-1.0052427,0.35712397,-0.45561874,0.52479166,0.45788375,0.465456,-0.37865457,1.3473332,-0.039325625,0.4221003,0.7585762,0.370338,0.06196049,-0.3923474,-1.2686906,0.020055728,-0.34570584,0.7735335,-0.55908954,-0.93463826,-1.1070141,-0.72640526,-0.0014390405,0.70020545,0.19988072,-0.71055716,-0.3650515,-0.7245123,0.38707665,0.86695355,-0.66129375,-1.0619757,0.3096279,-0.21631527,-0.9147275,0.22053082,-0.8925939,-1.770255,0.06764973,-0.87899625,-0.69913495,-0.36583093,0.19688573,-0.66933596,-0.5621038,-1.080133,-0.5187796,-0.23694001,0.8342521,-0.360387,1.07838,0.34738156,-0.32103983,1.556423,0.42876592,0.4264896,-0.10778956,-0.59669393,-1.7342963,0.37999144,-0.88593733,0.14225662,-1.0993942,-0.5868019,-0.081657976,0.07472053,0.8553835,-0.79905593,-0.47379413,1.0316405,0.12675473
Hs 852.T,-1.1902267,0.099372976,0.90958303,0.7404922,0.85092175,1.8337741,-1.2906884,-1.6229331,0.24448618,2.0414474,-0.7793844,-1.0461493,1.0776227,-0.64126444,0.74195695,-0.6445001,-0.7755239,0.9214647,0.03063975,3.001544,-1.4444126,-1.4607247,-0.63767636,0.86471355,1.8020144,0.77522355,-1.0835861,0.6555464,-0.0976978,-0.5157015,-0.37580064,-2.9137974,-0.9304465,-1.9986441,-0.47656113,-0.78112376,0.64712906,1.8992635,-1.5419112,-0.21888112,0.74176824,-0.02937528,0.85005665,-0.630776,1.8316096,0.36618364,0.23127162,-1.6929748,1.7506939,0.18664646,0.2593904,0.7638338,-1.3382983,-1.1848683,-0.25456056,0.5166416,0.5130821,0.7152736,0.19334638,-0.7536756,-1.140207,0.31806126,0.50974566,-0.09044307,0.98626846,-2.7891126,-1.2244833,-0.5252304,-1.4690845,-0.07593794,0.9529221,0.4919746,0.6385818,1.0945773,0.69380516,-1.2821311,-0.8187529,-2.7418616,0.15654671,1.6405219,1.3773065,-2.2543132,0.731764,1.1532985,-0.89703906,-0.0026970804,0.9513207,-2.1657825,-0.30804956,-0.32643515,-0.406766,-0.2640795,0.58807266,-1.2370832,0.061492052,-0.3033065,0.40048575,1.8025484,-0.5908652,1.1601356,-1.0026985,-1.0962085,1.6837893
JL-1,1.0404499,0.31382602,0.044092387,-0.37866473,-0.51755095,0.46346104,-0.121436074,-1.0089428,0.30114573,-0.92955434,0.46003196,0.5610519,-0.515991,0.26829752,1.651876,-0.3821534,-0.586641,-0.9850164,-0.0011615399,1.4014404,0.10434916,0.015404554,-0.36295816,0.16758625,0.5429794,-1.3796427,1.5468512,0.9579092,1.051502,-0.55619067,-1.0885066,0.26342607,-0.7699573,-0.67997307,-0.12591991,0.5682705,2.2796144,-0.70614016,0.78607756,-0.2972544,0.9752301,-0.22242135,0.8487983,1.0760305,-0.9119769,-0.73644245,-1.2339002,-0.49832377,1.3717312,-0.2365096,-1.0969745,-0.8562865,-0.6209441,-1.3927797,0.93355846,0.8246798,-0.81209993,1.0915487,-0.001748234,-1.7131352,-1.5085877,-0.7745788,0.5213637,0.58448577,-0.019871987,-0.39433634,-0.96376216,-0.9110588,-0.8457282,-0.9552543,0.52590865,-0.81555057,-1.6984936,0.8395608,-1.7066877,0.27981752,-1.0123019,-0.52298975,-0.1391793,-0.8016093,-0.8831442,-1.2532854,-1.0023391,-0.22023106,-0.4111068,-0.47860393,0.044919804,0.10860305,-1.1858325,1.1835282,-0.011923074,-0.24919683,2.3616855,-1.0297346,0.46494704,-0.1791704,-0.00047573447,1.8630427,0.0012053987,-1.0330281,0.12832269,-1.0462441,0.73543626
NCI-H226,0.7928309,-0.2441002,0.24268785,0.7679818,-0.26891074,-0.08203414,-0.21858153,-1.3858944,0.097961456,-1.2448777,-0.07139313,-0.77754986,0.11753784,0.759345,1.5430365,0.4676811,0.116804436,-1.0381236,-1.2087084,1.4613787,-0.22856937,-0.79835725,-0.9762217,1.1397715,0.9523434,-0.86709976,-0.021527797,1.466263,0.117781654,-0.1768149,-0.47968632,-0.064386524,-1.1899695,-0.5936903,-0.6399892,-0.06967985,2.2523065,-0.2781355,0.2566805,-0.89513206,1.321785,-0.8748492,-0.62703943,-0.37438744,-1.0276368,-0.14745948,-1.2316129,-1.1635057,1.9476537,0.12361406,-1.9031276,-0.38293314,-0.29011458,-2.0416722,1.196127,0.71089685,0.657132,-0.4808915,0.43227375,-1.284032,-0.74083817,-1.0138763,1.1894075,-0.24996832,-1.1128976,-2.1907442,-0.4212739,-0.4524302,-1.8865663,0.50064814,1.6664445,-0.60444117,-0.19041517,1.1924236,-0.11906102,0.66294974,-1.7085112,-2.081948,0.24472168,-0.5391113,-0.43661702,-2.0907533,0.012408059,-0.15312345,-0.05929607,-0.4921484,0.08980903,-0.94127524,-0.008398309,1.109491,0.34695894,-0.6270113,1.9149939,-0.95801985,0.4853709,-1.1742731,1.07034,2.1965053,-0.31693757,-0.51002103,-0.25492162,-1.5304829,1.1914412
Malme-3M,-0.500134,3.1904519,-0.59358376,3.4989328,-1.7078592,-2.637398,-2.828958,1.5206938,-3.5466802,-1.5319588,-2.4503844,3.394368,0.013937571,-2.6653624,-0.09291699,-0.26103398,0.8081164,-1.3150854,5.006596,1.1356584,-0.41398668,-2.889425,2.5157816,0.16400754,-1.7475649,-0.07024731,4.7345676,-0.31184605,0.8441106,0.9303672,-4.183543,-4.907632,5.5690727,-0.40430635,0.2651682,-0.83326346,-0.8111869,-1.2161585,3.758743,-0.56586075,-1.429057,0.96769583,-1.9552025,0.11456188,-0.16961893,-0.20272979,-0.57069206,2.1988845,0.30704647,-1.0156007,0.3954794,2.829647,-0.91407174,3.0480843,-0.58496827,0.9401078,-2.9305568,2.7101524,-0.48686558,-0.71785265,-2.1812189,0.54063237,-3.2104893,0.92758757,-0.07407576,0.50291246,-0.7325921,-0.7754566,4.84959,0.827885,0.938866,-0.86973214,1.4893093,2.6403759,-1.3266355,1.9711266,0.008191094,2.2897513,4.02422,0.41489005,-3.1292698,2.217425,-0.57461035,-4.2051144,1.5595917,2.9393444,0.114172384,-0.6200559,-2.664175,-0.82307434,0.19885771,2.9275289,1.6924639,1.0551918,-1.8047079,1.9308023,-4.9233522,-0.6219411,-4.304373,3.3116283,2.1141129,-1.887464,-0.39156103
RD,1.535899,0.17073897,-0.86036944,0.41070247,-0.48605496,0.75334096,-0.8358692,-0.31159773,-0.20242165,2.0846794,0.4677082,-0.0070949956,-0.27026775,-0.3663774,1.3759394,-1.9030269,-0.16430421,0.83261025,1.4162211,0.35381648,0.13532655,-0.7874091,0.8866485,-0.7745797,2.048324,0.28161427,1.158014,1.0731484,-0.10042842,-1.4495695,-0.63966644,-0.1597381,-0.25684053,-1.8358626,0.28855366,0.49563095,0.72985697,0.0040369257,0.108851396,-0.35984308,-0.6778876,-0.6428825,1.0279899,1.1985309,-0.25414684,0.05039741,0.3006354,-0.5966672,0.60166365,0.078220755,0.79935914,0.3892037,0.21066582,-0.11681721,-0.3306132,0.101417735,-1.7730265,1.0831132,-0.96082073,0.41236064,-2.3542333,-0.13736266,-0.6978412,0.8953124,0.831517,0.547296,-1.0827346,0.719627,0.073260024,0.29560927,-1.0599693,0.5336323,0.44189227,0.6435164,-1.9426212,-0.67318064,-0.10576823,1.0798872,-1.5960582,-0.48181194,0.13537683,-0.28146592,0.23420535,1.3449253,-1.2258956,-1.4532298,-0.3075059,0.22886392,-0.23373933,-1.066579,-0.27097526,-1.519428,1.4505485,-1.636301,-0.74558055,1.4370815,-1.2581323,0.48285133,0.48377794,0.06436439,-1.3087517,-2.1089036,0.18132034
SK-MEL-1,-1.6168954,0.56540626,-1.9876766,0.029291824,-2.7887876,-3.1068673,-1.421056,2.2824585,-1.1238204,-0.44254413,-0.052477084,0.47794586,1.4950149,0.06957154,1.2439034,-1.7369996,0.9808022,0.86313105,1.5387894,1.2142035,2.1402774,-0.7278638,1.8885889,-2.147872,-0.91308165,-3.1461477,-0.34037775,0.6156434,-0.24821553,3.310242,-1.906112,-0.96807134,0.9860592,-1.2624172,-0.34123138,1.1844033,-0.4609589,-0.008033611,2.5479143,0.9102174,-0.11025157,0.0694353,0.44686028,0.23743162,-0.75609994,0.07619427,-0.2977378,-0.7941795,-0.4148868,-2.1137047,1.2857082,0.121400386,1.0848459,-0.17110103,-1.0482981,0.18698883,1.845305,-0.33036837,-0.9168458,-0.41882464,-2.5535345,0.50898385,0.059193835,0.698568,0.58673537,1.2717334,-0.38834307,0.7261309,1.3832713,2.489346,0.2676413,-0.5360577,-1.3257302,0.82220495,-1.3089485,1.0088568,-0.9114958,-0.6725487,2.0234873,1.0190125,-2.7673101,0.7081722,-1.4662385,-0.27290747,2.1382937,1.5286999,-0.18156293,0.6073798,-2.6763787,-0.037341766,-1.2429999,-1.0747524,2.106781,1.6184239,0.91534406,2.2957482,-2.063316,-0.36331743,-1.4593027,-1.0230552,2.109075,-2.5462549,-1.2346681
Pfeiffer,-1.9457598,-0.033436313,0.3816925,1.6174664,-0.18033873,-0.88475275,-2.748012,-0.06826809,1.1125528,-0.0919109,-1.3257537,-1.4392813,1.7916967,0.9221553,-1.3950909,0.8988702,1.6625965,-1.2588062,0.9157901,0.8769161,-0.5448533,-1.2002811,-0.0738906,2.83222,-0.12543567,1.7361034,0.34250742,-1.5006105,-1.4121088,1.4304867,-0.44597468,-1.844975,0.12703407,-0.5630673,1.3947774,-3.244894,0.16724734,0.28987253,1.2971452,-0.766542,0.57251143,-0.8065939,-0.9619658,-1.414132,3.6385758,0.3060156,1.4198247,-1.5941117,-0.86799526,-0.5874934,1.4178779,-0.31964386,-1.1787972,-1.5220225,-1.5598794,-1.1752098,3.2030368,1.4359027,0.4277858,-1.260378,1.452281,-0.5924858,-0.9571441,0.32918885,0.025907382,2.0441837,2.5383532,0.1458883,0.24366803,-0.20374146,1.0525355,0.34597123,1.7261691,0.83947176,2.3366578,0.11087985,2.4223723,-3.7296104,-0.20949133,1.428798,-0.8293934,0.48417124,0.8602687,-0.09011986,2.0971649,1.7545885,-1.6398243,-1.4281542,-0.34391496,-0.8170367,0.6058502,1.7535552,-2.0406632,0.14302808,-0.9828426,-0.9878993,0.16207474,-1.9342747,0.7812031,1.0709181,1.4135716,1.7656791,-0.614613
NCI-H1436,-2.680724,-3.5944731,-3.0807965,0.25965488,-1.9598054,0.21225312,0.26724723,1.5549573,0.5861697,-0.11481833,1.6514113,-1.180012,-1.5819592,0.3728275,0.7567348,-1.9185451,1.9965948,-0.8079979,-0.8381212,-0.39556897,1.5310391,-0.28254068,-1.8359431,-1.9558232,1.2005023,2.1727333,-2.953684,0.7111931,-2.7721438,1.4525014,0.7321348,1.5273778,-1.891692,-2.2938848,-2.5572152,1.414077,0.12435641,2.3806603,-0.17135051,1.4546275,1.5929078,-1.9218014,0.504249,0.6966083,-1.4201478,0.5406742,0.08415983,-2.8344586,1.9649618,1.6803591,2.1917539,-1.6223731,2.78117,0.5887922,0.6687701,-0.4920996,0.981958,-1.5522144,0.41380093,1.9311582,-3.2294152,-0.025857693,2.66058,-0.27510753,0.25695336,-2.6169436,0.79298353,2.2494838,0.07332879,4.087389,1.7418033,-1.5864002,-0.9832002,0.5014214,-1.4043623,-0.33256042,-3.1773443,-4.109007,-0.52646893,-0.7097242,0.29176217,-0.4478506,-0.9834438,1.8463862,0.23254848,-1.573,1.079619,0.90761673,3.4581099,0.6642914,-3.409449,-2.901927,-2.0174897,2.8099349,1.6278574,0.6193996,-0.099731326,0.68544185,1.283792,-2.0442016,0.34854904,-1.1535518,-2.8607469
SKM-1,1.9960048,-0.5620125,-1.1823823,1.8014047,-0.3946125,-1.8117862,-0.828572,-0.93686646,-0.32802364,-0.52224547,-0.1598029,-1.7332848,-1.3061366,-2.4767609,0.630418,-1.5172594,-1.0433836,-2.3897052,0.92255884,-1.3896841,-1.0797513,1.4506372,1.4867846,0.8371552,-0.16228804,0.3019021,-0.9146224,1.4447519,-1.4731643,-1.1684308,-0.20025277,0.5708594,-0.2097786,0.6889551,0.89351296,-1.3892715,1.2297518,0.17569834,1.2495227,0.25215086,-1.3457549,-1.4490765,1.3693016,0.6737884,-0.85519767,-0.2445581,-1.1019683,-1.344374,-0.400599,0.83691573,0.18430695,0.29914835,-0.42037177,1.2243634,-2.3520312,-0.70144105,-0.04190321,0.64189386,-1.0676814,0.8151957,0.2477636,-1.7307707,0.009391179,0.775145,-3.0997467,0.5401077,0.2660387,-0.20326677,1.6182424,0.7432884,1.1577139,-0.7139564,2.5763085,1.7710551,-1.0815263,-2.1906407,-1.136406,-1.7625315,-1.5453544,-0.650932,-0.20320089,-0.3955443,-0.19240044,0.09143552,-0.5559418,-0.74894947,-0.8816274,0.35898435,-0.78994936,0.22009146,-0.8890873,-0.20790023,-0.66362405,0.64998674,-3.3111913,1.8518077,-0.5819311,-1.0530057,-0.72596264,2.3706808,-0.5246062,0.36128446,-0.62774503
NCI-H1092,-1.443068,-0.6517486,-0.7926317,1.0511914,0.5723312,-2.342629,-1.6288854,1.6953433,-1.0881572,-0.36918497,-1.135335,1.1620454,-0.5475353,-1.3114287,-1.0827944,0.8621181,1.635759,-0.5782102,1.032153,0.30344498,-1.323929,0.77498674,0.99471617,0.16180073,-1.597041,-0.08679729,0.807564,-1.7069657,-0.66812444,0.7263864,-1.3573319,-0.50731117,0.37080714,0.42339578,0.2812878,-1.8450161,-0.3283068,1.1816466,2.6184368,1.1503028,-0.41676414,0.056449734,-0.02484925,0.12139204,1.3902063,-0.68746454,-0.361615,-0.116999775,-1.3753289,0.35150117,0.1583196,1.0699159,0.83858824,1.4840126,-1.2161691,-0.16304001,0.98262197,1.3059385,-1.3591108,-0.62922645,0.16034488,-1.2867959,-0.23690784,-0.07643378,-1.5150305,0.24955417,-0.37616152,-0.23095627,1.2212158,0.6783274,1.242152,-0.90308124,-0.39025158,0.9912063,0.58406746,-0.39490393,0.65791225,-0.51358676,0.28864655,1.3647873,0.33784342,2.1872492,-0.77960336,-1.7175776,0.14324096,1.3375285,0.7405145,0.676037,-1.6232711,0.34149715,-0.9184326,0.34421283,-0.9538787,2.6157112,-1.3678633,1.9098468,-1.4028242,-1.8139416,0.16202462,0.84314704,1.0721109,0.8967704,0.4246579
KS-1 [Human glioblastoma],0.85115576,0.10363907,-1.6038013,-0.15102085,-0.85243577,-0.07112102,-0.7207402,-0.1853628,1.0561756,-0.35021913,-0.61981326,0.49334556,-0.30530518,0.95797485,1.3178717,-0.8892959,0.08409934,-1.6453198,1.5486612,0.6318399,0.08146958,0.36524063,0.3470075,-0.51703596,0.2858224,-0.69279426,0.97491413,1.5156654,-0.2569145,0.062043574,-0.39987785,0.6863351,-0.26588652,-0.68830216,-0.58275473,0.32254538,-0.10132104,-0.2621168,2.3014898,1.712062,0.5399292,-0.54935974,0.16733563,0.78701174,-1.2302758,-1.4951535,-0.36727867,-0.35507405,-0.41859517,0.22916387,-0.2791431,0.41240436,-0.25420696,-0.60683197,-0.8838409,-0.8163033,-1.144212,0.3015435,-2.3339422,0.78029597,-1.6051056,-0.20343351,-1.0001812,0.71700716,0.9162113,0.07364498,-0.1663242,0.6597196,-0.021292582,-0.8067592,-1.0077875,-0.028954199,-0.64696985,-0.021001138,-2.642621,-0.5819093,0.060876146,0.54536563,0.56921643,-1.5234126,-1.5997032,0.295316,-1.0615082,0.46132988,-0.16842254,0.18749994,-1.085698,0.8819255,0.58534694,0.97109675,-0.84527224,0.8858611,1.831129,-0.99756867,-1.4068025,0.84871924,-1.2383014,0.6448513,-0.7552153,0.51032805,0.13404052,-0.6123233,0.91119176
