,E0,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,E12,E13,E14,E15,E16,E17,E18,E19,E20,E21,E22,E23,E24,E25,E26,E27,E28,E29,E30,E31,E32,E33,E34,E35,E36,E37,E38,E39,E40,E41,E42,E43,E44,E45,E46,E47,E48,E49,E50,E51,E52,E53,E54,E55,E56,E57,E58,E59,E60,E61,E62,E63,E64,E65,E66,E67,E68,E69,E70,E71,E72,E73,E74,E75,E76,E77,E78,E79,E80,E81,E82,E83,E84,E85,E86,E87,E88,E89,E90,E91,E92,E93,E94,E95,E96,E97,E98,E99,E100,E101,E102,E103,E104,E105,E106,E107,E108,E109,E110,E111,E112,E113,E114,E115,E116,E117,E118,E119,E120,E121,E122,E123
SW1116,0.3815921,0.7133204,-0.27679124,-2.0711474,0.25886747,0.07909454,-0.28642678,-0.22099447,0.22397538,0.32864177,0.22656864,0.27464378,-0.860402,0.12604474,-0.3840629,-0.61277795,-0.2925047,-0.41739884,0.56012434,-0.95454925,0.8657145,-0.78041315,0.9714417,0.03718159,0.20864592,1.0356369,0.520258,0.65658736,0.48770425,0.14179152,-0.3231025,0.18493953,-0.8425804,0.97287434,-0.5718477,-0.69581074,0.28039777,0.18422243,-0.15812711,0.7300578,1.4728276,-0.84801394,-0.47533596,1.0076658,0.56971925,-0.1993438,0.042031463,1.2555023,1.6920207,-0.095761,0.27511963,0.16848563,-1.0757443,-0.6044051,0.012263425,-0.70780796,0.17941365,0.033225,0.13083859,1.2835747,-1.2152112,-0.38740608,-0.51260954,-0.42758057,0.02797747,0.3910637,-0.30350322,0.47707817,-0.35485217,-0.009230018,-0.56837785,-1.3025429,0.9115686,-0.7546009,-0.114989184,-0.4707683,0.32156217,-1.5834223,-0.25263306,-0.43880168,0.17392895,-0.9399166,1.5779283,0.28590098,-0.54311794,-0.91528416,-0.12089603,1.2420274,-1.181765,-0.03232651,0.5946746,-0.85217464,1.2875199,1.0490257,-0.013065981,0.065008566,-0.6660437,-0.5950712,-0.4377813,0.39320904,0.42787716,0.750835,0.15328786,-0.22602493,-0.25428894,-0.7812677,-0.7780853,0.4935621,-0.10381603,0.40735263,-0.22714561,-0.79937506,0.36071286,0.31744972,-0.39248097,-0.32649642,-1.365091,-0.6021501,-1.0248024,1.4073424,0.35284105,-0.40936476,0.9875277,-0.38050073
HK-2 [Human kidney],0.32657444,1.2005236,-1.047271,-0.18210153,-0.45162705,0.4043862,-0.8777368,-0.003965377,0.90672725,0.40761536,-0.25454795,0.25415504,-1.1595163,-0.5619216,-0.9651399,0.40310615,-0.13736486,0.078806415,0.8115492,0.10306148,0.59165365,0.12106475,1.2556415,-0.47234055,0.6821898,0.42135197,-0.4461008,-0.43325222,0.23698142,0.092302725,-0.5509264,0.36556092,-1.3870478,1.2041663,-0.09833759,0.8199037,-0.78506124,0.78893954,0.1053696,-0.4821061,1.1411593,-0.15588877,0.28826648,-0.7529124,0.44227654,-1.2982343,-0.4363584,1.7348874,1.6887759,0.82798755,0.39448598,-0.22849835,-1.3864455,-0.81747466,0.36321843,-0.086445,1.323674,-1.3018441,1.5634512,0.10867781,-1.6951282,-0.38726422,-0.2330572,-0.33528128,-1.01621,0.5785922,-0.34037963,-0.7259014,-0.74844635,-0.40442717,-0.54154676,-1.6643356,1.0412327,-0.07879372,0.70874554,-0.34934506,-0.01234851,-1.6675805,-0.1909118,-0.2735369,-0.22103067,-0.16233622,0.63058007,-0.35049567,-0.19458604,0.29924682,-0.102858186,1.2977941,0.77028376,-0.18950021,-0.09859842,0.5886632,0.22480452,-0.6715108,0.56576425,0.7482384,0.7894721,0.14822093,0.8294011,0.88721657,0.14263009,-0.51326466,0.022478089,-0.77803916,-1.0981247,-0.24534255,-0.60851437,0.00225655,-0.6409958,0.59167826,-0.32908925,0.18772297,1.5536128,0.9522186,-0.28999746,0.7844704,-0.70288545,-1.1364069,-0.1645185,-0.5818712,-1.0487956,0.45762363,0.9140759,-0.80954105
HuH-1,0.074507564,0.4119554,0.043962397,-0.13944589,0.13404658,0.18619381,0.029944986,-0.07821302,-0.0294524,-0.3534276,-0.39609024,-0.16722485,-0.305423,-0.08318011,0.06768913,-0.057903524,-0.014732333,0.16936079,0.26707077,-0.34987563,0.1357352,0.16730894,0.28969467,0.27626848,-0.16222101,0.03568861,0.30631882,0.21268587,0.00616567,0.16471638,-0.18010177,-0.37632447,-0.32376796,9.331852e-07,-0.08559337,-0.06258631,-0.043729912,-0.17630711,0.09391552,0.04265615,0.21094155,0.13258709,-0.34788203,0.20047033,-0.14678776,-0.08178176,0.15603057,-0.15482377,0.5656911,0.025311764,0.11113735,0.256608,-0.12843823,0.09064564,0.15944722,-0.24681482,0.2930887,0.064462185,0.09400709,-0.3220854,-0.6017291,-0.18204986,0.032389775,-0.45582816,-0.029665891,-0.08658709,0.24431665,-0.29401705,0.06909686,0.23868646,0.14382993,-0.4627296,-0.23010024,0.17919244,-0.11291493,-0.14293072,-0.34465253,-0.30676135,0.08663841,0.022293456,-0.15926674,-0.35437167,-0.2025563,0.14461352,0.11335964,-0.36382085,-0.17345172,0.14699484,-0.31521043,-0.17778936,0.43061858,-0.38915873,-0.09902207,0.19223341,-0.0035891943,0.021527568,-0.032832257,-0.19109026,0.0037485063,-0.16053623,0.13918057,-0.2917447,0.16627355,0.2704303,-0.09568812,-0.35285655,0.15101153,0.035814088,-0.18373838,-0.028162384,0.42223418,-0.594446,0.2877007,0.52509254,0.17564103,0.2215021,-0.4471766,-0.044731572,0.44301137,0.1663222,-0.120181754,-0.2682309,0.20827325,-0.0564567
NUGC-4,-0.29156908,0.6079804,0.12231339,-1.0180874,-0.22757798,0.5673323,0.52055204,-0.055435367,-0.5921511,-0.8227812,-0.7994965,-0.5105854,-1.0458255,0.12688687,0.23623814,-0.029393297,-0.8321237,0.84617925,-0.19581977,-1.5346984,0.8852672,-0.6930264,0.9868286,0.14488159,-0.40035117,0.12436177,0.21896404,-0.21287991,0.35499236,0.16595232,-0.43299165,0.35316142,-1.501918,-0.08927812,-0.2607736,-0.35403216,0.9109917,-0.38865814,0.16749857,0.6617198,0.83017933,-0.579301,-0.97165644,1.2880834,-0.08455615,1.0307816,0.7403799,0.09984049,0.4668732,-0.5939444,-0.09515623,0.3668214,-0.7792614,-0.19730856,-0.048496135,-0.0807384,-0.13850169,-0.042841904,-0.24300529,-0.2943595,-1.1867362,-1.5027705,0.5169464,-0.093799464,-0.1900921,0.43285316,0.022567768,-0.56285584,-0.07764602,0.3371575,0.071557775,-0.58698463,-0.5134626,0.56558025,-0.75829047,-0.30914044,0.20212606,-1.2229621,-0.2518676,0.5722529,0.46352836,-1.2298132,0.9746856,0.4867061,0.20518541,-1.273121,0.15018827,1.2078948,-0.95754534,0.19987589,0.25036845,-1.5314449,0.84458756,0.91596675,-0.21326713,0.353032,0.25385293,-0.5417481,-0.48240423,-0.42508975,1.0589799,-0.28272745,0.53679717,0.268451,0.1866509,-0.32255808,0.023328848,0.15770058,0.27927116,-0.6189975,-0.36614934,-0.23328188,0.86556053,-0.08669655,-0.059848003,-0.0026509352,-0.86997783,-0.100069165,-0.4505769,0.66574824,0.62700033,-0.65956944,0.69991535,-0.091614544
NCI-H661,-0.069818735,0.36809108,-0.14447834,0.1618328,0.44946474,0.36825424,-0.033310525,-0.15191403,0.14632286,0.26776072,-0.38829368,-0.13958156,0.24163362,-0.0014312156,-0.2939576,-0.061896194,0.17946528,-0.021174625,0.07979539,0.10088839,0.34010184,0.11170192,0.0302688,-0.03204145,0.050354052,-0.26809055,0.12816693,-0.07811089,-0.13518922,-0.12429628,0.4693222,-0.10192335,-0.4426979,0.3692195,-0.14543581,0.099523574,-0.4190039,-0.28575736,0.19675015,-0.21115442,-0.16408753,0.28979877,-0.07365626,-0.61684567,-0.05916884,-0.14096609,-0.33393228,-0.26406968,0.43429002,0.1523298,0.07158348,0.061500855,0.113666676,-0.013534121,0.022053976,-0.04734252,0.326554,-0.054492667,0.016092462,-0.31647685,0.0069222543,-0.39338106,-0.1621359,0.042708516,-0.07606786,0.15085964,0.23865868,-0.08252962,-0.14913255,-0.20115793,-0.20381925,0.16567653,-0.3334968,0.015935794,0.18721695,-0.2243541,-0.32320487,-0.408927,-0.1835412,-0.1938175,-0.18355869,0.52078366,-0.49314848,0.074383944,0.28744423,-0.116115764,-0.33458838,0.023307264,0.22219259,-0.21180278,0.13678582,0.052199513,-0.20891033,-0.33325127,0.043669954,-0.06775224,0.2865803,-0.12653202,0.6018956,-0.16159904,-0.2382112,-0.23491558,-0.1747157,-0.00061320513,-0.40739223,-0.40424797,-0.18873405,-0.2491058,-0.46407795,0.06501408,0.17200585,-0.096437804,0.29615974,0.103011236,-0.08742842,0.14970675,-0.0566218,0.1025709,0.39407855,-0.40842468,-0.07358512,0.33946794,0.20652094,-0.021364106
Hs 604.T,0.5349322,1.8462987,-0.2942121,0.61852676,0.5177229,2.1054852,1.0266517,1.0264176,1.1342055,1.6705693,-1.914771,-1.2839015,0.20978668,0.36675116,-1.044664,-1.0906341,0.94071525,1.593513,0.19312936,0.48937434,1.074432,1.9631469,2.063403,0.34641427,1.1473284,-2.535491,0.008550402,-0.09280403,-2.7619622,-0.10372119,1.9109054,-1.6669768,-1.7266219,1.4206519,-1.9534082,-0.48950556,-2.6550062,-0.25572038,1.2025867,-1.2136185,-1.8418235,1.6248363,1.9407387,-2.7897675,-0.7097775,-1.854382,0.55829126,-0.161431,0.8120417,-0.46071938,1.6776074,0.9523327,-0.17410442,0.47056916,0.66133124,-0.781291,1.0764555,0.27663618,1.0077511,-2.44465,-1.6876782,-1.2404268,-0.32177386,-0.4062899,-0.0167902,1.3315278,0.37076765,-0.37671328,1.1170441,-1.4052534,-2.09987,1.1500161,-0.13880831,1.0014756,1.2685637,-0.4949436,-3.0459573,-0.29333714,-0.49065325,0.55383325,-0.15050584,0.97246987,-2.384618,-0.61657596,1.2667655,-0.34751353,-1.8214482,-0.48370337,2.0184035,-2.2013679,-3.0689354,3.1279085,-3.2958255,1.337443,-0.20958096,0.457503,2.5801644,1.2892736,3.4467106,-0.58647275,-0.18607973,-1.9491856,1.1158915,-1.2589539,-1.6768887,-0.90159696,-0.305776,-2.5557616,-1.3201035,2.0343776,-0.6807341,-1.4247084,-0.2646237,0.58432585,-0.653262,0.61091566,0.89359134,0.2759099,1.6368352,-1.749472,-1.6628422,2.2129073,-0.19043271,-1.7351607
Hs 839.T,0.4829639,1.9044268,-0.44739264,0.9268659,0.7681823,2.158522,1.2964784,1.2372545,1.1393464,1.5993191,-1.8844937,-1.4974303,0.62628573,0.4809654,-1.0306348,-1.4606448,1.0419964,1.4573305,0.027251653,0.60902077,1.1415918,1.9829371,2.0502524,0.4129178,1.2986052,-3.097968,0.08983531,-0.22503819,-3.001787,0.21424098,2.040239,-1.8329915,-1.6464559,0.970385,-2.1458635,-0.6692708,-3.0273294,-0.38631165,1.7023177,-1.4879584,-1.8138762,2.2479002,2.1182292,-2.9859178,-1.03189,-2.2017164,0.55379647,-0.37552792,0.6983642,-0.82281643,1.8444359,1.0278327,-0.039442457,0.8129904,1.0138046,-1.0530245,1.1028174,0.39453006,0.7704322,-2.8614216,-1.5074161,-1.6187583,-0.27880776,-0.39683682,0.24024187,1.4902042,0.73532075,-0.16969076,1.084932,-1.6590729,-2.3308542,1.8529947,-0.27466857,0.89202976,1.2618256,-0.67297137,-4.0785766,-0.26150852,-0.42380673,0.8257309,-0.19187342,1.2547519,-2.7416608,-0.6287821,1.1658424,-0.4296075,-2.1924264,-1.0698861,2.1485212,-2.6496184,-3.550911,3.4641688,-3.505503,1.2625482,-0.084067866,0.2866753,2.9025323,1.4611504,3.9908428,-0.7633347,-0.1532221,-2.06706,1.13689,-1.0821093,-1.8184959,-1.0605812,-0.6729215,-3.0199604,-1.2966281,1.94235,-0.35669777,-1.9185331,-0.4048347,0.5632185,-0.5937432,0.5696365,0.6327348,0.25692698,1.9495313,-1.9649218,-1.9719108,2.4066103,-0.0050955974,-1.751523
VM-CUB-1,-0.30408847,0.92107564,-0.0679812,-2.0490623,-0.11430162,-0.013133933,0.2640923,-0.21896625,0.35610804,-0.14132899,0.634013,0.40057427,-0.9560413,0.013095174,0.17137969,-1.1196388,-0.18482365,-0.77652085,0.036700003,-0.9059885,0.15757903,-1.1999499,0.86430323,0.5908364,-0.14636052,0.66971606,0.33228722,1.2137383,0.24686584,0.6835601,0.21919931,0.024325754,-0.6144807,0.6619257,-0.860669,-1.7526704,0.2865096,0.16973975,0.020558517,1.2283361,0.5953896,-1.5654908,0.215226,1.2409467,0.32413238,0.29810572,0.42425734,0.37557858,1.4603611,-0.35981056,0.20428888,0.045367464,-1.0509442,-0.72711253,-0.7663794,-0.5091257,-0.5679884,0.050688718,-0.37600127,1.002081,-1.4641551,0.15827382,-0.095296465,-0.5021614,-0.102256075,0.31294763,-0.6586566,0.6632828,0.06326559,-0.55889916,-0.77537274,-1.0810914,0.8654947,-0.32931274,-0.8339553,-0.4982875,-0.09133085,-0.6587819,0.35445338,-0.007722046,0.39475262,-1.2445585,1.2025712,-0.05738164,-0.8609981,-1.5525391,0.16047475,0.89006376,-1.3598559,-0.19768941,1.0041459,-0.617513,1.4244531,1.4615756,-0.7265598,0.4387694,-0.65398616,-0.8344215,-0.33244786,0.39501634,0.617935,0.12929086,-0.37488788,-0.23032309,0.2628481,-0.8036303,-0.06194032,0.7438863,0.29660684,0.23440151,-0.3037789,-1.3172942,-0.07214863,-0.18464474,-0.5939186,-0.5849089,-1.0402838,-0.45338398,-1.5654721,2.2038162,0.93413144,-1.1176951,0.39373285,-0.20387809
HT-144,-0.046214264,0.258176,-0.030965574,0.041466754,0.38693637,0.011295508,0.07873027,0.18274416,0.38291222,0.31001955,-0.28909427,-0.13853626,0.0618848,-0.15323809,-0.33285847,-0.5398579,0.27164426,0.24831496,-0.23246974,0.29584107,0.2896998,-0.026629044,0.27538088,0.140161,0.325113,-0.31784078,0.25949672,0.083280325,-0.0855577,0.29574737,0.6219744,-0.24843745,-0.54154164,0.28572485,-0.39904803,-0.31678712,-0.32919312,-0.039054103,0.25272867,-0.104278445,-0.38443738,0.4938359,0.15649286,-0.16098881,-0.08704464,-0.42461532,-0.001498688,-0.5054659,0.39061597,0.05147541,0.17925872,-0.10716961,0.15773171,0.15555565,0.37922946,-0.094191894,0.49222994,0.33742046,-0.38991234,-0.4521527,-0.015810346,-0.49515665,-0.36943495,0.0694307,-0.2110329,-0.093714,0.28935355,0.13099909,0.3452669,-0.37132347,-0.39253536,0.33394745,-0.24812849,0.34502077,0.09626783,-0.061056294,-0.47950077,-0.37768057,-0.051049013,0.20269214,-0.19810484,0.28803864,-0.66209435,0.1101049,0.4259308,-0.6444312,-0.62716633,-0.3967312,0.02290491,-0.20494834,-0.5015553,-0.0030095335,-0.29575515,-0.038829766,0.16272257,-0.31200153,0.37576285,0.26844075,0.8886841,-0.0427376,-0.066429235,-0.4517823,-0.16145715,-0.25290224,0.019046286,-0.62187624,-0.22178659,-0.16980056,-0.023378752,0.032489598,0.24673039,-0.23311505,0.02130084,0.30990803,-0.44655484,-0.052825492,0.42744118,-0.11939609,0.18279208,-0.4360754,0.05415653,0.15234998,0.034813832,-0.32142615
HDQ-P1,-0.28394657,0.76644486,-0.03497656,-1.145974,-0.1392234,-0.0018508633,0.25590986,-0.23790058,-0.3097312,-0.19098364,0.17865524,0.06103878,-0.46359563,0.3135004,0.2713711,-0.6115044,-0.3135965,-0.40767995,-0.019067504,-0.8232036,0.22918256,-0.6312204,0.6391261,0.460899,-0.37689728,0.058138795,0.048672307,0.5479721,0.35330644,0.6848216,0.20357326,-0.0024463944,-0.9924925,0.5242416,-0.61538917,-1.3164803,0.45618504,-0.21860525,0.033699196,0.7061241,0.5165936,-1.1023693,-0.21380183,0.97476846,0.3634221,0.18542951,0.5697914,-0.090185896,1.1742957,-0.35708708,-0.0035984328,0.22392184,-0.65192395,-0.42170906,-0.18745887,-0.025502257,-0.36311784,0.09221695,-0.16098104,0.4121749,-0.87591565,-0.3332757,0.15341249,-0.3614071,0.17090605,0.50435954,-0.558673,0.16089436,0.015382726,-0.4848975,-0.655458,-0.77395666,0.5615395,-0.19326106,-0.61557865,-0.34133667,0.100143164,-0.44770363,0.024602128,0.2292039,0.1871851,-1.0935335,1.1716655,0.05896474,-0.37081087,-1.2360188,0.04919887,0.85417825,-1.0138412,-0.38914886,0.62287915,-0.6942318,0.873521,0.91270834,-0.5809978,0.026951717,-0.24830168,-0.6004163,-0.09188545,0.18302694,0.5159976,-0.07913992,-0.4224427,0.022204336,0.2447841,-0.13915595,-0.07233649,0.789962,0.3025134,-0.3006174,-0.40954983,-0.75658363,0.24322142,0.035908796,-0.3218505,-0.09031971,-0.55957717,-0.3393673,-0.8584613,1.3436928,0.9621812,-0.41267297,0.3998651,-0.16346763
SW1710,-0.045266274,0.84668446,-0.38980106,0.18375392,0.12561554,0.27317077,-0.124479055,0.24447533,0.07071934,0.26733136,-0.6661022,-0.13248429,0.0004330771,-0.1393854,-0.28717142,0.048520807,0.2613978,0.18241596,0.25050312,0.12149273,0.286708,0.69442946,1.0879444,0.13423267,0.039238725,-0.49658772,-0.23103024,-0.25985718,0.0012198705,0.49225393,0.4477365,-0.055548254,-1.196944,0.6126318,-0.114855215,-0.21696974,-0.36853623,0.1678371,0.48885292,-0.6874615,-0.2665227,0.2809085,0.14871243,-0.55050397,-0.107268214,-0.5438363,-0.128782,-0.27035576,0.96293575,-0.017727513,0.2344325,0.1648783,-0.36069748,-0.22685772,0.3910378,-0.08549332,1.0467827,-0.21340118,0.38643053,-0.8137246,-1.270367,-0.7429217,0.28991485,-0.43751127,-0.06272513,0.45428407,0.038901273,-0.6076893,-0.08179876,-0.6050376,-0.76206493,-0.57073253,-0.008274233,0.28594625,0.32959405,-0.36085415,-0.80868125,-0.58321846,0.18186428,0.6086751,0.1160163,-0.060281426,-0.32724836,-0.07627034,0.39839023,-0.29326424,-0.2446169,0.37646663,0.5108713,-0.54401624,-0.4878814,0.46133673,-0.6533781,0.19238311,-0.032357767,0.25093302,1.0965872,-0.14367539,0.7698424,-0.21989442,-0.043413244,-1.1744884,0.16501817,-0.44124666,-0.608426,-0.016688608,-0.10946692,-0.5678769,-0.7405064,-0.07793001,-0.100421876,-0.28280187,0.7306879,0.67014104,-0.03839948,0.5612559,-0.14179063,-0.09439531,0.6862814,-0.6602382,-0.39752257,0.47316116,0.12201421,-0.5553058
SBC-5,-0.1399524,-0.025396597,-0.059724465,0.20000352,0.13884208,0.25750712,-0.010545046,0.111164555,0.24568455,-0.11979447,-0.46751395,-0.105765074,0.0017541628,-0.15821439,-0.4199729,-0.11867553,0.13518527,-0.086888984,0.03524127,-0.039110884,0.021603074,0.043570496,0.12655449,-0.06376165,0.033211403,-0.18571225,-0.10631728,-0.41699874,-0.4608556,-0.004308481,0.29749164,0.026076447,-0.29098603,0.12590319,-0.10022506,0.4812376,-0.27376428,-0.028451756,-0.03441454,-0.14590271,0.07781138,0.14717649,0.08415891,-0.6213382,-0.06788811,-0.23264244,-0.024424378,-0.4630373,-0.069857635,0.031158876,0.15595458,0.068818286,0.1911867,0.0754074,0.15935323,0.07255403,0.15507172,-0.051132478,0.014731774,-0.040462352,-0.020399312,-0.45199928,-0.25016385,-0.067793176,-0.46458605,0.34537327,0.19048841,-0.44561145,-0.05219655,0.15034832,-0.064301476,0.37777102,0.052968346,0.07218395,0.15349753,-0.054684952,-0.25102797,-0.37380007,-0.0037400965,0.038667616,-0.05171666,0.43495545,-0.64358085,0.28010055,0.23719135,-0.03785655,0.06414855,0.22319128,0.40875313,0.13639057,0.105017155,-0.030236952,0.021239668,-0.46165118,0.18529706,-0.02344939,0.059110805,-0.017986625,0.45707577,-0.1342464,-0.08200938,-0.059576523,-0.26443216,-0.22164994,-0.34991154,-0.28590107,-0.21921763,-0.37714514,-0.41486067,-0.3168505,-0.03651401,-0.27423796,0.19760516,-0.029356008,0.021786533,-0.0949254,-0.20593965,-0.22279337,0.13462462,-0.17552738,-0.17720404,0.27805084,0.13658018,0.111648075
KP-2,-0.24749507,0.4310597,0.29016572,-1.3636785,0.093897365,-0.19847962,0.4668628,-0.23550463,-0.39233756,-0.51570994,0.0648109,0.06815629,0.004404072,0.021921933,0.2582143,-0.7944711,-0.27966067,-0.3783276,-0.0064539984,-0.55587596,-0.16189753,-0.5398652,0.7197906,0.42930844,-0.2910862,-0.27327698,0.22786845,0.45193946,0.07420725,0.79714674,0.381487,-0.16578959,-0.54815096,0.35514444,-0.5619048,-1.3547798,0.5516835,-0.17268604,0.05018988,0.66394955,0.5184983,-0.90327877,-0.27906796,0.81357557,0.073988736,0.45248473,0.3624068,-0.4399745,0.8072638,-0.5906027,-0.07566381,-0.039176486,-0.39060265,-0.30375758,-0.2680757,-0.10388666,-0.59026384,0.53339946,-0.49683085,0.29324317,-0.68425673,-0.08386049,-0.04011734,-0.3303719,0.24167593,0.46339953,-0.23945446,-0.035406206,0.12276043,-0.34747833,-0.16799007,-0.47527304,0.45052,-0.3227095,-0.79491323,0.10016865,-0.033550628,-0.18908975,0.0025360864,0.33355835,0.20622571,-0.80756843,0.9170218,0.20304292,-0.21797916,-1.2132922,-0.14230412,0.63716054,-1.1113012,-0.2723517,0.79215026,-0.72889996,0.9470836,0.9053986,-0.72471464,-0.09487653,-0.44109553,-0.66872555,-0.369747,-0.2682767,0.4951587,0.34254527,-0.41666386,0.13636209,0.34355927,-0.49354458,0.049585834,0.59912735,0.17969152,-0.29371357,-0.14893419,-1.1276565,-0.22826837,-0.16235054,-0.26080534,-0.31260312,-0.4123409,0.07898797,-0.80097216,1.5589962,0.82367,-0.79954606,0.23445643,-0.09278415
DAN-G,-0.07375194,0.17584164,0.27226087,-1.4594809,0.24149823,0.06463366,0.34521216,-0.26903778,-0.13958673,-0.2316076,0.14274445,0.021862764,-0.5474419,0.11189967,0.23301448,-0.48518622,-0.2157851,-0.24556808,-0.167808,-0.57302934,0.09513073,-0.6373581,0.6306984,0.19958596,-0.28631362,0.21714982,0.30869028,0.6428013,0.2861928,0.55660766,0.38777348,0.0019746758,-0.5250382,0.574903,-0.4025982,-1.1855884,0.4558707,-0.0558305,0.13201182,0.6759525,0.7206805,-1.0036887,-0.38552123,1.1199838,0.12549831,0.42964336,0.22352585,-0.3504691,0.83734655,-0.37888405,-0.027621564,0.23810051,-0.31948718,-0.28060386,-0.5444227,0.021153413,-0.52600396,0.17394876,-0.41468236,0.7040173,-0.8352257,-0.12889902,-0.13731238,-0.40807113,0.017585728,0.3874668,-0.040014695,0.2945263,-0.023181085,-0.40461993,-0.12990206,-0.63974386,0.6632028,-0.35344058,-0.78305095,-0.38917753,0.12210449,-0.65243596,0.0994685,0.18201454,0.07263334,-0.81899494,0.8038743,0.33048683,-0.47617334,-1.052969,0.18526144,0.7130197,-0.92069995,-0.03274654,0.90328807,-0.6683523,1.089612,1.1242735,-0.35376683,0.005021395,-0.44965065,-0.6990929,-0.3951472,0.11678955,0.08031935,0.35405692,-0.7166641,-0.12597941,0.38041732,-0.33661819,-0.08443132,0.391629,0.38697174,0.0264252,-0.03435127,-0.96932137,0.05700561,-0.086119846,-0.02635787,-0.5100133,-0.5138863,-0.045109995,-1.0153029,1.4233605,0.73598146,-0.8546395,0.3884937,-0.11423966
COLO 678,-0.34300768,0.23218895,0.2168845,-1.1312493,-0.10188315,0.06459479,0.3147727,-0.20235652,-0.4252639,-0.22861062,-0.13667566,0.3795694,-0.26892808,-0.18615255,-0.0484757,-0.67379296,-0.12625545,-0.2965229,-0.24328068,-0.59698206,0.16967292,-0.6066044,0.51664543,0.38944137,-0.1031772,0.09938394,0.15480961,0.33860797,0.027673697,0.43544966,0.18444778,0.17256995,-0.39682683,0.32168335,-0.3589298,-0.9964412,0.5868828,-0.023174439,0.09772635,0.7836836,0.47191128,-0.9836352,-0.3715519,1.0185062,0.05806425,0.3262849,0.50489426,-0.17154059,0.8390413,-0.20530245,0.0072439797,0.14724986,-0.43824726,-0.21206687,-0.38782898,-0.59986067,-0.4281679,0.41559988,-0.28168285,0.34789512,-0.38289025,-0.09674628,-0.06635919,-0.03632026,0.08930132,0.26209086,-0.30546418,-0.09382193,-0.008797158,-0.123238556,-0.02284326,-0.40636298,0.5497499,-0.2961449,-0.3356699,-0.21986088,0.20898607,-0.36082196,-0.1516738,0.35324362,0.5058373,-0.7653022,0.8586876,-0.009761903,-0.16871575,-0.87726265,-0.21552613,0.8874762,-1.0272162,-0.11152314,0.6358144,-1.0485576,0.651747,0.7705297,-0.69137055,-0.29482353,-0.44575584,-0.54224366,-0.44160825,-0.025632475,0.53420055,0.41717163,-0.55191445,-0.10197815,0.2593468,-0.52953935,-0.4676535,0.15997493,0.37268654,-0.267209,-0.42709202,-0.92676353,-0.27766114,-0.37502092,-0.31381863,-0.38753885,-0.53566986,-0.33895797,-1.1557472,1.6593347,0.4752764,-0.5385392,0.3517995,-0.38453498
JK-1,1.4259529,-0.8023603,1.0898646,1.4890599,-0.20449916,0.5025381,0.55646765,0.15585563,-1.0300581,-0.8011435,-1.1548438,-0.49979907,0.93928146,-0.1236641,1.2538052,0.07197097,0.56864256,0.904608,-0.85689205,0.21372312,-0.13584214,-0.9022377,-0.0060694106,-0.4038391,-0.877943,-0.24565087,0.43197912,-0.56757015,-0.8855701,1.5662448,-0.2294735,-1.2302927,0.09375125,-0.6059472,-0.12819716,1.7813061,1.0730987,-0.08839743,-0.770715,-0.52593803,-1.2124612,0.6544859,-0.6386143,-0.5125566,-1.5095075,1.2507356,0.49287793,-1.853547,-1.3525996,-0.7773109,-1.3006965,1.1634195,0.34794566,1.6185207,0.5289188,1.0343145,0.590604,1.2859312,-0.7806025,-0.51322,0.42874306,-0.7631525,0.3280734,-0.25729504,-0.36197004,0.111474544,-0.0021342747,-0.19643988,1.1348097,0.6022059,3.2126923,2.2376971,-1.1727774,0.7830838,-0.38411617,0.16083501,0.25855893,-0.2798748,0.87519723,0.9889341,0.6141052,1.7273822,-2.50898,1.1827899,0.85680294,-0.64644295,0.43346944,-1.3841513,1.2247835,1.394953,1.8336253,-0.94342935,-0.5713932,-1.4624661,-0.37775576,0.10195896,-0.7991462,-0.663319,0.87870127,-0.7623174,-0.045521773,-0.06596716,-1.0713614,0.8681253,0.3899405,-1.2066054,-0.11047142,-1.131251,0.5629025,-1.5933121,0.51759636,-1.0654192,-0.53176945,-0.09137027,-0.19107336,-0.8546096,0.63041633,0.75127584,0.46582884,-1.3531513,0.7851133,-0.32598895,-0.93547904,0.9154484
