,E0,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,E12,E13,E14,E15,E16,E17,E18,E19,E20,E21,E22,E23,E24,E25,E26,E27,E28,E29,E30,E31,E32,E33,E34,E35,E36,E37,E38,E39,E40,E41,E42,E43,E44,E45,E46,E47,E48,E49,E50,E51,E52,E53,E54,E55,E56,E57,E58,E59,E60,E61,E62,E63,E64,E65,E66,E67,E68,E69,E70,E71,E72,E73,E74,E75,E76,E77,E78,E79
Hs 766T,-0.58935094,-0.21012193,-3.8763433,-0.48535517,-0.11955836,1.437554,0.053607944,0.6404886,0.4033116,0.376281,-1.8958071,1.9618107,2.1989048,-0.40058443,-0.15539822,2.6820438,-1.9243033,0.5854386,-0.8514088,1.4563531,2.278477,-0.44517142,-2.3852153,-0.10179451,1.0972091,0.36868447,-0.13776796,-1.4633651,0.101002105,1.5761776,0.7799968,-2.7391162,0.31405532,-1.1894817,0.27821466,0.9482875,-1.7309481,1.811131,0.55126524,-0.727628,-1.0829384,-1.6737036,-0.064728975,0.11514254,2.9263809,2.0687246,0.70174456,2.3273525,-0.58053803,2.680744,-2.6921074,1.0262139,-0.09064276,0.6127974,0.64502347,-1.8070837,-0.096471295,0.2103332,1.6784128,-0.7321441,-0.13019675,-2.878302,-2.3285625,3.0482433,1.3624388,-0.49699554,0.55120975,0.09125939,1.2539585,0.9886651,-2.5539787,0.22878355,-1.2733412,-0.8890494,0.98441684,-2.2292235,-2.1363373,-1.1214399,1.3713027,-1.719879
Kasumi-1,0.21099076,0.1989133,0.15258838,0.40846267,-1.1123478,-0.34236166,0.11986033,-0.61932576,0.32792136,1.338716,1.1429107,-1.7919701,-0.40417466,0.12000478,-0.3121135,-0.24455737,0.05645433,0.5160458,0.61204505,-0.34080613,-0.9273329,1.42429,0.98421633,1.1517,1.1063628,1.2874994,0.9026754,0.36556977,-0.3488198,-0.97677547,0.10224828,-0.61908853,-1.0338768,0.20742436,1.0573047,-1.1118131,0.9699279,0.40354887,-0.5547631,0.15940341,1.6408246,0.46251065,-1.4863156,0.05610184,-0.21809313,0.16858321,-0.45575047,-2.011368,0.6227585,-0.21288803,-0.0026640892,0.37155038,0.4517612,0.058002032,-0.8350515,0.47971195,0.13863644,0.103262156,0.8663043,0.1607602,0.98170376,-0.718522,-0.07593492,-0.58345157,0.16553,-0.04217258,0.37187457,-0.5355507,-0.7670479,0.30808613,-1.4884018,-0.8024559,0.45187518,-0.7457431,-0.27667072,0.27200142,0.661369,-0.4670471,-0.83627933,-0.0021615773
MDA-MB-436,0.012015916,0.0064536333,0.31897846,-2.08209,-0.6618701,2.5475461,0.5042406,0.5837111,1.2848616,0.5127155,-0.73896766,1.2763076,0.8730806,0.10737509,1.542699,0.31640258,-1.3269625,-1.0067928,-0.3606888,1.8254222,0.65630364,1.7586905,1.3645194,1.7489945,-0.015287146,1.0593514,0.10519108,1.391093,1.2035558,-0.032979786,-2.6775765,0.37796777,0.33024982,-1.5640321,-0.8654347,-2.4231503,0.13673668,1.4197191,-0.33939278,1.0508554,0.21385533,-0.5208458,-1.2619746,2.5155532,0.37744063,-0.074482046,1.5411922,-1.1156833,-1.5228859,-0.4709343,-1.1428726,1.2071012,1.287214,2.3162684,0.85801834,-2.2576642,0.582666,2.4167376,-1.1738688,-0.70556295,0.010940377,-0.58198357,0.51549685,2.4122956,-1.8426083,-1.5096655,-0.81779194,0.24882895,0.36497244,-2.2004447,0.86431134,-1.0145016,-1.314414,1.2390913,1.3254666,2.0004663,-0.77223676,1.1333013,0.24802426,1.312204
KLE,-0.5789065,-0.29422322,-1.1171216,-0.12793487,0.7048512,0.88937557,0.7154302,-1.6620352,-0.19944589,0.4941561,0.29043627,-1.8065035,-0.65351886,0.5404558,-0.5213289,0.18378474,0.87006927,-0.5072787,0.7168715,0.0017031468,-0.27074885,1.2036057,0.7439145,0.124363236,0.7561645,0.7385881,0.6146974,-0.48043337,-1.0980097,-0.68798816,1.0322015,-0.81911045,-0.05788424,1.5846133,0.2475344,-0.77405256,1.7879117,-0.83941287,-0.5621329,1.072069,2.3684716,0.20457815,-0.9306326,-1.0014154,-0.5477536,-0.014802428,0.020424426,-1.3656615,1.0174364,0.36858314,0.27272823,-0.6662744,-0.011027679,-0.0024256408,0.05481527,0.24915332,-0.30532652,-0.42451283,0.81212807,0.8734595,-0.14836165,-1.0356514,-0.5694443,-1.3352342,0.24502808,-0.29555973,0.79176474,-0.936398,0.33848333,0.496804,-2.1618075,-1.3285514,-0.85233957,-2.1106203,-0.20570879,-0.113196865,-0.49062827,-0.29781583,-1.456478,0.37757218
MOLM-16,0.3006607,-0.6617556,0.21393949,0.3072732,0.14539391,-0.106341295,0.85231495,0.16052116,-0.08864412,0.2057291,-0.16050842,0.08376546,-0.46981677,-0.14137278,0.12111728,-0.66381395,0.13237633,-0.5528636,0.02728957,0.100106284,0.9283756,-0.0020797784,0.2804135,-0.90978825,-0.57694834,0.23505883,-0.1707822,0.22405007,-0.31958988,0.563153,0.097999655,0.89455336,0.0045813564,-0.18269467,0.0027368162,-1.1099379,0.7487194,0.0527087,-0.012117505,1.0124444,-0.42611775,-0.09692199,0.27892074,0.69983196,-0.84422183,-0.7320932,0.7691442,0.113913625,-0.8169672,-0.36439115,0.21963479,0.2658388,-0.0032404829,0.47833282,-0.07652418,-0.10410742,0.045004025,-0.11497604,-1.0762422,-0.10026099,-0.4752401,1.0572548,1.3632445,0.19121279,-0.11848575,-0.39581755,0.28474876,-1.0083472,-0.62723553,-0.46144202,1.4752612,-0.28940088,-0.8649657,0.44937888,-0.0024185255,1.8308722,-0.489562,0.6881137,0.09237027,0.7952766
SNU-1105,2.6670651,-1.3585021,8.103303,-1.1245387,1.5351412,-4.520942,-1.461945,4.0994177,-4.12366,-4.898435,0.5110752,4.168693,-2.8877568,-1.0068192,2.7475874,0.38704327,2.494957,0.9608997,-3.2512014,0.4864475,-1.0344532,1.8692317,-0.46499038,-4.75625,-2.2812185,-1.9802798,-6.8947034,-0.8332262,-0.39592642,2.8301973,1.398453,-0.5296931,0.8703135,-3.364641,-0.5158272,1.9457647,1.0258932,1.8026258,-0.87488616,2.192554,-11.591475,-2.686675,0.8835955,3.2632174,-0.652461,0.9103233,-2.7092392,4.5328712,-1.10517,0.29739195,2.8111331,-4.621365,0.3581066,0.6469172,6.0799017,3.3666599,-3.1523924,-2.2239494,-5.190209,1.710701,-3.1398075,6.2539663,2.1989787,1.4039406,-5.6453547,0.86267567,1.2902589,2.8248096,-5.3543124,0.2897436,7.2007303,5.130701,4.613398,7.9289637,3.378185,4.0973325,2.2334714,-1.8593668,7.178244,0.5355747
F-36P,0.54834354,0.5672374,0.30034053,1.9639406,-1.008675,-0.4084099,-0.44926524,0.16457318,-0.92785835,0.9094861,0.34736592,-0.05832748,0.94634855,0.2753209,-0.29643402,0.696862,-0.20710659,-0.33253378,0.7934456,0.26089415,1.4573954,1.0804248,0.009040892,0.5798374,1.7444705,-0.59055734,0.3351812,0.34848797,-0.9936358,-0.573544,0.1990944,-0.8930379,-0.4357788,-2.1543543,1.8234614,-1.2874402,1.4558874,2.0262134,2.2817497,1.3142745,-1.7597153,-0.97397214,-0.49845833,1.7174997,0.9084827,1.4682856,0.40507495,0.09548799,0.5519403,1.1261868,-2.623878,0.4429294,0.2906217,1.1513355,0.55889356,-1.213372,0.59349763,-0.8288407,0.8847445,-2.6752563,0.88561213,0.4169316,0.45173022,1.1089871,0.015830543,-0.67493385,2.3678675,-2.0894582,-0.3514091,0.9507305,-1.3862109,0.5841628,0.5403282,1.1287801,1.5247412,-0.39414817,-0.079980664,-1.212932,1.7229906,-2.3800135
L-428,0.54554653,-0.99924,1.0245821,-0.081926934,0.15668929,-0.40245423,1.0778317,0.42099538,-0.37519458,-0.10142076,0.029958777,0.8913879,-0.5759825,-0.088831626,0.39877802,-0.38684365,0.26959682,-0.88359547,-0.16040353,0.0711551,0.7437442,0.06728387,0.15199938,-0.13528198,-0.54851943,-0.27911553,-0.6480923,0.20520061,-0.31704485,0.46225494,0.27975306,1.0561383,0.04848501,-0.5407687,-0.012922816,-1.1954176,0.8214566,0.11364998,0.012399778,0.9690019,-1.1836001,-0.021075033,-0.07745855,0.8887407,-1.0027387,-0.7364216,0.45725673,0.35666215,-0.8633924,0.02716975,0.5612949,0.21428356,-0.00059390813,0.5107296,0.42620763,0.2598008,-0.48336953,0.044109896,-0.9508091,0.4332726,-0.4562874,1.4796729,1.2111924,0.4050222,-0.47395846,-0.095071405,0.2581306,-0.3176055,-0.6964928,-0.41886795,1.936812,0.6773961,-0.67566264,1.1116823,0.23654982,1.8822008,-0.42742994,0.3733632,0.54499894,0.88354576
NCI-H1975,1.1378168,1.0562985,2.6676292,-0.027479278,1.4443733,1.1640384,-0.65724266,-1.0966935,-0.571603,0.55147815,1.7647094,-2.0158253,-3.7676456,2.749545,0.8034583,0.7746304,0.24684417,0.5585455,1.9462765,-1.736193,-3.5312693,0.4654165,1.4624836,-1.129839,0.08035078,-0.49190784,-1.0535066,0.18389612,-0.64809597,-0.4835808,1.9189844,-2.2078762,-1.1100563,3.135864,-2.7367828,1.6940619,0.1851691,0.19329278,1.2405201,-1.6810498,1.0777452,-2.5335824,0.16780782,-1.0587428,0.1757274,0.71066034,-1.8260373,-1.6961482,2.968437,2.1397731,1.5867893,-4.413668,0.3255651,-1.2328436,1.4310209,1.8602564,0.04354758,-1.9744575,1.4589429,-0.2557857,1.0592661,-0.2643457,-3.132465,-0.80850554,-2.6929433,0.97825694,-1.14433,1.7345722,-1.6213166,1.4586058,-0.58911633,0.33626896,3.497113,-2.5156784,0.46901417,-4.7954173,3.4570827,-2.4226604,-0.29014954,-1.7978835
SUP-M2,0.20606548,-0.95957893,0.8770311,-0.35361004,-0.48618677,-0.47265452,-0.50314337,0.57611054,1.2127733,-0.7361022,1.0338857,-0.42823985,-0.17810981,-0.029674182,-0.8951043,-0.8869851,0.48713306,1.2119433,0.07904481,-0.2969404,-1.8149581,-0.21705347,-0.61006653,0.5832957,0.4836989,-0.3043711,0.6477122,1.0191941,0.80231297,0.43688455,0.07267306,0.46029666,0.7048182,-0.00432594,-0.035391256,1.5759358,-0.89179194,-0.77263576,0.7064116,0.002951935,0.90418893,0.77784485,0.889671,-1.3708661,-0.30480966,-0.2128264,-0.24568143,-1.2576696,1.1489577,-0.7887904,-0.7153343,-0.630492,-0.4812131,-1.2311422,0.19059168,-0.088872164,-0.29670024,0.6526385,0.31280306,1.1519616,-0.303787,-0.15205814,-0.33350727,-0.70182693,1.338096,0.81711227,0.06549906,2.1842272,0.6858046,-0.44386652,-1.6764153,-0.07169424,0.538035,-0.08678025,-0.24877967,-0.27900273,0.38783953,0.095295995,-1.203769,0.20300065
NCI-H2405,0.44809157,-0.86047834,0.2985364,0.08259355,0.22429296,0.02828823,0.31216404,0.10913787,-0.059115916,-0.06466736,-0.16858822,0.39710248,-0.44298095,-0.114985526,0.16026631,-0.69020444,0.18582195,-0.55764,0.10442057,0.18703179,0.85555214,0.017874788,0.46103644,-0.5250546,-0.40600532,-0.057044014,-0.084268846,0.24916509,-0.4567181,0.28334576,0.09319091,0.9646833,0.28162834,0.022691742,0.016021524,-1.2353994,0.66984576,0.14834848,-0.17458238,0.9246618,-0.42677018,0.04071802,-0.15784973,0.6971397,-0.7617906,-0.7414032,0.73094887,0.023427237,-0.7317982,-0.28062347,0.24904773,0.22312744,0.17298669,0.42994037,-0.061420314,-0.061271474,-0.24637908,0.23832586,-1.1745884,-0.7609254,-0.3385537,1.0459943,0.9972106,0.14596215,-0.09214755,-0.28601038,0.181286,-0.81851006,-0.56359553,-0.6549755,1.3838736,-0.3595334,-0.9486901,0.49615332,0.033395283,1.2792202,-0.53616214,0.21379608,-0.1188994,0.64074683
NCI-H1734,0.09602879,-0.91100335,-0.32442337,0.2315965,-0.39257324,-1.192071,0.9199834,-0.16295615,0.6040964,-0.75986147,0.9871796,-0.67608756,-0.13084218,-1.081382,-1.024183,0.6220108,0.24341701,0.4731501,-1.1337969,-0.4253429,-0.5109092,0.4057258,-0.13520658,0.5373363,-0.4196505,-0.43638462,0.83744663,1.6012084,-0.1775698,1.4282585,-0.2414822,-0.2870784,-0.12857543,0.01273796,1.7654028,-0.34933686,0.2744405,0.62576836,-0.10452373,1.4996907,-0.4258242,0.6656392,-1.1346903,-0.069317244,0.5906048,-0.21907,0.36011308,-0.33680966,-0.0014773831,-0.79963326,0.28325665,1.6669011,-0.33392972,-0.09767668,-0.42451596,0.06947486,0.44667768,0.67836285,0.9460394,-0.67628276,-0.6507992,0.11186251,1.3826895,-0.068912774,1.2928536,-0.33750027,0.7242178,-1.0481297,-0.25987652,-1.4222206,0.1018251,-1.2115515,-0.7998943,-0.6826554,-0.6378237,1.2198347,-0.35203946,-0.03429342,-0.45045927,0.49278498
RERF-LC-MS,-0.8456519,-0.7804707,-3.7158349,-1.0585165,0.81823385,1.1232445,0.036623836,-0.62420756,1.0146877,-0.53924704,-0.23912832,1.2462331,1.1582005,-0.0034170747,-0.39462516,1.7059854,-1.4104486,1.2400914,-0.94739807,0.050137803,0.5073309,-1.6580149,-2.2305021,-1.0404423,0.5759233,0.1855194,0.32523888,0.5736899,0.025927242,1.417378,-0.052973665,-1.3738558,-0.029680582,1.1254658,-0.5964765,2.208093,-2.5834706,-0.3749941,0.39019907,-1.769029,0.7814866,-0.81165004,0.78237575,-1.7847686,1.7140841,0.35456806,0.87750006,0.62403,-0.50220054,1.5594993,-1.9779445,1.1388414,-0.38270244,-1.3698443,-0.1299758,-0.53911793,-0.26809177,0.36226535,1.0017157,-0.24250379,-0.297426,-2.070104,-2.5041606,1.1351429,1.5351765,0.22925045,-0.63534856,0.44196716,0.14862034,-1.5007232,-0.6936379,0.23311302,-0.9418881,-1.6877698,-1.6767992,-2.8137674,-0.68742967,-0.025778968,-0.9777953,-0.40442747
COLO 829,0.95279706,-0.45964068,-0.8899265,-0.44953027,1.4386437,0.88421094,0.08188681,-0.1822133,0.6283599,0.46056437,-0.15343097,-0.27403724,-1.0301826,0.73894066,0.29143256,0.44334853,0.3622831,0.7622967,0.026468575,-0.6296921,-2.5666475,-1.0198115,-0.07829142,-0.30561283,-0.46946067,-0.5429925,0.8030042,0.927108,0.31663623,0.9673753,0.32086295,-0.79879856,-0.32396868,1.4675274,-0.5862185,1.093429,-0.7608565,-0.22936217,0.75790805,-0.61638045,0.84104353,-0.32121086,0.13559873,-1.7760004,1.6712229,0.033253666,-0.06652373,-0.7141931,0.9234951,0.7837035,0.88491607,-1.0827949,0.2746764,-1.6920723,-0.3479006,0.3401043,0.2953599,-0.100710995,1.7458762,-0.78589755,-0.22679603,-0.98436135,-1.6350926,0.7252357,0.9348173,0.46548837,-1.3577108,0.36334237,-1.1082395,-0.07468054,0.1730013,-0.5392229,0.6515491,-1.893331,0.5145215,-1.803022,0.82307625,0.033095825,-1.1463406,-0.5468396
SK-MM-2,0.24721688,-0.1975137,-0.74111694,0.61519885,-1.081686,-0.1616799,-1.0270838,1.0728478,-0.21366483,0.7762171,1.5846245,0.93663967,0.3357125,-0.073136225,-0.6992194,0.03365183,0.84603447,-0.11979034,0.3025986,-1.05633,0.23599021,-0.8777521,-0.39335424,0.7471424,0.45520252,-1.5606812,0.4404643,0.65108037,0.68433285,-0.24634309,0.51669526,-0.46701595,-1.0685434,-0.21030924,2.4685752,-0.5031805,-0.14753579,0.2931841,1.0997319,0.53520244,-0.1573971,-0.20523557,-0.46296024,0.6174618,0.7468629,0.5150693,0.46384135,-0.22797967,-0.054508843,0.142589,-1.3756845,0.38956827,0.39943007,0.057166982,-1.0272827,-0.39759126,0.6220619,0.22958155,1.0432767,-1.142537,1.057873,-1.1606227,-0.5841735,-0.35509557,1.2431352,1.332401,0.716867,-0.76870847,-0.94318926,-0.2632272,0.113222934,-0.3724041,0.3652286,0.77731824,0.1579743,0.2483359,0.49766916,-1.1894065,-0.6907439,-1.9809564
NCI-H1623,0.9391299,-1.4922869,0.16712351,-0.43857968,0.3810118,0.9464809,-0.8601173,1.5970968,1.3001026,0.24180399,0.20010021,1.3661034,-0.20635004,-0.11054494,0.8691639,-0.3450637,1.7825489,-1.1934453,0.6793572,-0.4324985,-0.5099124,-0.46069238,0.089102745,0.055651203,-0.007920478,-0.49670988,1.2286699,0.6671404,0.4514915,0.6496193,-0.23857692,0.7247846,-0.6107306,1.4634441,-0.025633276,-0.5193563,-0.29232204,-0.21471177,0.8734504,1.4498707,0.9879066,0.6503456,0.14847347,0.5472482,1.3903513,-1.1088741,1.4142346,-0.9607821,-0.16243711,-0.6113863,1.2214707,-0.3684926,0.3169975,-0.73044825,-1.5224137,0.91281486,0.14501506,1.1001053,0.38942763,-0.05920762,0.7624786,0.75055355,-0.9655522,-0.71585095,1.5903687,1.3165003,-1.2435095,0.9097687,-1.7759092,-0.71493274,1.7380108,-1.162212,-0.1783425,0.6549618,1.5619519,1.3269205,0.6078607,-0.4446295,-1.2537049,-0.08652881
Hs 616.T,-6.944695,0.6650719,2.905706,-0.9407685,-3.1412845,-0.030871868,-3.787403,0.055244267,-0.44547543,-3.245303,-0.91555375,-1.2960782,1.4410539,1.7052448,2.2617366,1.7709576,-4.3037524,3.0618398,-3.9395542,0.8207041,-1.8584436,3.705056,-0.89464056,1.3785203,-4.830529,-2.292187,0.16334786,-2.761413,6.320843,-0.38039052,-0.5355002,-1.7329106,3.9250202,-1.0574919,-0.15700889,0.6367141,-1.4612747,-0.8340327,2.3033657,-0.056822866,-2.4667242,4.989855,-0.85402596,1.3692108,-0.24042553,-0.9370554,-1.0696081,3.4433868,1.4269633,3.1866357,-1.4337595,0.30973676,-2.2254233,2.040329,2.2768633,4.1028543,5.615906,-3.3765335,-2.780746,-4.890931,-2.3951933,-6.055557,-2.9545445,-0.7690475,1.6693696,0.79516995,-1.7229009,1.7192048,9.640394,5.002343,-2.1391323,-0.9106965,5.3475337,6.1762166,-5.828448,4.862317,0.6087479,2.9961033,5.145233,-1.0324985
SUP-HD1,0.41280115,-0.6731614,0.29331815,-0.06525863,0.03537427,0.0999226,0.5275333,0.061445102,0.18143046,0.009109542,-0.29865998,0.4655406,-0.27740997,0.062631436,0.035498448,-0.5740869,-0.22703405,-0.4016831,0.16083923,0.27564883,1.2284291,-0.2196659,0.5209574,-0.5851041,-0.57560194,0.50462836,0.2459853,0.14641497,-0.37598258,0.50745213,-0.04434605,1.0172341,0.08148289,-0.09066367,-0.35933894,-1.4989539,0.64401984,0.13421138,-0.30322728,0.954201,-0.07745446,0.52837014,-0.22723892,0.58254576,-0.9886734,-0.8342384,0.31496355,0.06344863,-0.79467916,-0.054644335,0.36211428,0.6865027,0.14221019,0.45157045,-0.27766076,-0.15551943,0.2056767,0.114380434,-0.18118954,0.09887184,0.13337392,0.9570273,1.1121923,0.335368,-0.3273604,-0.63102156,0.11881708,-1.0689893,-0.17666757,-0.48515302,1.1604168,-0.67671335,-1.0985628,0.18452606,-0.2873189,1.5093938,-0.4480259,0.15443271,-0.117192216,1.0367535
G-401,0.26225877,-0.7121235,-0.0060531646,-0.016022392,-0.051779434,0.08857672,0.5434051,-0.1294727,0.11661297,0.12487374,-0.30162033,-0.21869847,-0.28239533,0.030229578,-0.04196574,-0.7665341,0.19561927,-0.47006884,0.20743224,0.02101808,1.0357444,-0.16596572,0.2327909,0.43892816,-0.24489062,0.3010299,0.20835105,0.059373125,-0.4227615,0.21555115,-0.111793265,1.1018748,0.11601944,-0.013957588,0.008852746,-1.3997086,0.77419084,-0.24933341,-0.1310712,0.90053606,0.10669837,0.23059835,-0.067927144,0.3830559,-0.714116,-0.8453728,0.72195214,-0.14789665,-0.7428217,-0.2139855,0.06418905,0.5505507,0.16793224,0.52753675,-0.32898954,-0.2932515,0.20998043,0.08497802,-0.9499371,-0.36185366,-0.32632774,0.8648055,0.83785844,0.26592433,0.14697944,-0.4761519,0.32469064,-0.79240066,-0.2220344,-0.7071986,0.9922543,-0.7324666,-1.0578351,0.07455578,-0.14140096,1.3356459,-0.69984233,0.36148602,-0.42596948,0.79772735
UT-7,0.0043427944,-0.52794904,-0.22553885,-0.92635715,0.0613188,1.5384706,0.33969185,-1.9791353,0.9453707,0.64396244,1.9417853,-1.4322783,-1.1820009,1.7311381,-0.534723,0.27968657,-0.47496623,0.4816069,0.2791873,-0.726724,-2.3586051,-0.4158348,0.2637446,0.20813024,0.9692552,0.26301503,0.9259953,1.2452875,-0.051795483,0.500695,0.23328795,-0.79362553,-0.7290856,2.2268353,-1.574102,0.9397984,-0.105125695,-0.87190306,0.89950955,-0.3691695,2.6693654,-0.90415514,-0.30414674,-1.1702173,0.041386478,-0.41894257,0.020780325,-1.476396,1.2097049,0.52721083,0.2542995,-0.55122006,0.34611806,-1.4604281,-0.8003106,0.9792999,-0.31859,-0.52167654,1.0730951,0.4245358,-0.8445122,-1.3668915,-1.7435995,-0.27674803,-0.076722994,-0.12931234,-0.95009106,0.47528145,-0.49829316,-0.42365494,-0.6754261,-0.93727124,0.5158957,-2.4106352,-1.3607264,-1.8296124,1.1646639,0.93845844,-2.0281894,0.7473331
OE19,0.37213123,0.9216483,-1.3523549,0.6475409,0.3858831,-0.100153156,-0.28270808,1.7115183,-0.20330398,0.039794818,-1.3236082,0.45260447,0.9291501,-2.058926,0.73875,0.09618053,2.1892781,0.70810574,-1.1015475,0.075599715,0.15452312,0.3340097,0.098098904,0.039609343,-0.32917002,-0.4854455,0.017443135,-1.1168942,1.795903,-0.859684,0.23954825,-0.0116535,1.534836,-1.4278976,1.5522126,-0.59160787,-0.9280991,-0.02037675,-0.11313209,-0.44476086,-1.4393225,1.5298171,-0.18089738,-0.7679436,2.2634606,0.66754186,-0.30569485,0.19472492,-0.97921276,-0.80600417,0.9807701,-0.9104703,-2.7690926,0.3256281,1.073717,-0.28933385,-0.15780318,0.8319842,-1.2409718,-0.59296477,-0.78401744,-1.0978086,-0.76871103,-0.42468685,0.2516365,0.7404361,-0.18826233,0.31254286,1.070476,1.2810396,-0.81624764,-0.43356866,0.44266757,1.9753217,1.6178603,1.3982443,-0.8079607,0.33288893,0.30507556,-1.2479064
NCI-H2291,0.9350029,-1.1251255,0.8503081,0.19349605,1.2951124,0.7763616,-0.5131303,-0.99451435,0.5994822,0.16612065,2.209213,-0.9415068,-2.3585422,0.8517142,-0.47014686,-0.080397174,0.4051356,0.6271429,0.78629816,-1.4059695,-3.1226225,0.2607485,0.11578953,-0.99937356,-0.39211428,-1.3067079,0.8509213,2.8052647,-0.028705185,0.5388305,0.99643165,-0.5612833,-0.04522594,2.1279979,-0.57566947,0.4193708,0.02112984,-0.5747727,2.80257,1.4453628,1.1752237,-0.3222881,0.98764014,-0.3813684,-0.07438482,-0.36982688,-0.20994212,-1.7695392,2.2259903,0.7793675,0.5324108,-1.4119678,-0.6512018,-1.3385332,-0.14670251,1.9911805,0.69439113,-0.5794632,-0.04505551,-0.19497508,-0.35491583,0.32319713,-1.5265999,-1.890525,-0.09144771,0.24950136,-0.052392457,0.11238298,-2.0052018,-1.427476,0.4190253,-0.97682816,1.658891,-1.3810089,-0.30775797,-1.5278535,1.734156,-1.0620589,-1.427139,-0.079509705
Caov-4,1.981242,0.26747268,-2.3716729,-0.755883,3.5738332,0.72750854,1.033213,2.3423934,0.37571788,-2.0858963,-5.8587756,0.3653106,2.7860806,-1.7930644,2.259758,2.1283174,1.8464398,-0.037339453,-1.5422316,3.4301379,-0.8476098,1.6707232,0.3944122,-0.42002407,0.8197501,-0.8522036,-0.010126382,-1.2367083,2.6219704,1.3702878,0.39838967,-2.2466643,4.8412213,-2.396953,-0.10219747,0.28457245,-1.1501552,1.1764495,-0.6639955,0.30956954,-5.613253,0.8207042,-0.067012,-1.8607287,4.19274,1.573639,-0.84718895,2.9069684,0.47625217,0.68927866,1.401214,-3.2558384,-2.11138,1.19175,4.423653,-1.4069681,-0.4438069,1.5443304,-0.7178025,-2.363881,-2.2286003,-0.72548884,-0.9307101,2.2379692,0.6242014,-0.95842254,0.4592997,4.3379726,0.812011,0.34984267,-2.6535153,0.3733683,0.35316572,1.0859845,4.8061156,0.8187809,-1.7719636,0.67281264,2.2526186,-2.7807298
SNU-1196,0.45060682,-0.71978694,-0.052509874,0.155253,0.049003143,0.16140373,-0.14589095,-0.07657232,0.13070516,0.43292496,-0.36360154,0.10125705,-0.33342272,0.0033252053,-0.0025221538,-0.6966646,-0.09653736,-0.81707376,0.16047996,-0.041550905,1.1126415,-0.108552225,0.53166306,-1.0962379,-0.53791285,0.42418736,0.1452901,0.09621044,-0.48445985,0.1360554,-0.19834733,1.1054678,0.12638289,-0.08097757,0.12888622,-1.586696,0.7285148,-0.018778574,-0.23417436,0.87810904,0.10507555,0.44316375,0.29225445,1.0678008,-1.0806627,-0.82874244,0.6838983,-0.030844077,-0.7686671,-0.23966497,0.16945586,0.5640738,-0.015630275,0.60889953,-0.37695876,-0.4223165,0.27407953,-0.11483839,-0.5882401,-0.4015023,-0.07990669,0.90000814,1.3310547,0.12708074,0.21607131,-0.47886455,0.20739523,-1.0228648,0.031797364,-0.5860931,1.2431157,-0.7753501,-1.1773082,0.16954109,-0.28840125,1.4140494,-0.8048885,0.87521946,-0.327151,0.6499111
RVH-421,-0.3260158,-0.25808716,0.11312167,-0.47925392,-0.008510757,0.36169016,0.2857347,1.0085833,0.35467103,0.009191476,-1.4123942,0.06023512,0.2065762,-0.41504216,0.60588676,-0.440239,0.93312085,-0.4012153,-0.7651469,0.650332,-0.09349104,0.8521825,0.50230485,0.7510623,-0.9381492,1.1811566,0.5937263,0.039192587,1.2707535,-0.26547265,-0.2515662,0.56898564,1.1153823,-0.60150254,-0.014682248,-0.51396006,1.0990949,-0.48450416,-1.937025,0.98451084,-0.0006714314,1.0455693,-1.0663497,0.25588483,-0.5946759,-1.5179087,-0.12225436,0.11080153,-0.9466583,-0.62853765,1.0621443,-0.83189005,-0.2189708,0.757254,0.6014332,-0.23996753,-0.5109042,1.1658561,-2.4867394,0.28517452,-0.9675342,-0.1987114,1.0140924,0.19767669,0.2040442,-0.6593673,-0.5395631,0.30957597,0.5969147,-0.24981609,0.32283443,-0.20153788,-0.2879855,1.2381434,0.10943669,2.5110743,-0.5729908,1.0268492,-0.20650399,1.1008579
JHOC-5,0.31168035,-0.7083662,-0.160813,-0.08171969,0.012775354,-0.09406781,0.9142724,0.008490182,0.052181806,0.29310122,-0.289618,0.37828064,-0.278143,0.04605949,0.043134056,-0.120518684,-0.07072438,-0.71108556,0.21745986,-0.0608524,1.1098511,-0.027421623,0.31336316,0.10203287,-0.16883025,0.43010548,0.10393029,0.113159366,-0.44977835,0.47901523,-0.06938992,1.1233414,-0.0066045374,-0.3045963,-0.08096745,-1.4247038,0.75485003,-0.10359027,-0.34942496,0.9231053,-0.037685316,0.31243467,-0.08891452,0.6012877,-1.1676191,-0.8490265,0.93581873,-0.030123051,-0.7705285,-0.15239042,0.20289302,0.61611825,0.1272501,0.6197783,-0.12436013,-0.18730208,0.23891416,0.18947116,-0.5353215,-0.4232273,-0.2469472,0.94820786,1.0313606,0.091700524,0.08544215,-0.6580985,0.26241753,-0.47033128,-0.3070485,-0.6960653,1.3168894,-0.27565354,-1.061375,0.21435346,-0.24634936,1.71017,-0.7660445,0.034198016,-0.23753598,0.7268875
