,E0,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,E12,E13,E14,E15,E16,E17,E18,E19,E20,E21,E22,E23,E24,E25,E26,E27,E28,E29,E30,E31,E32,E33,E34,E35,E36,E37,E38,E39,E40,E41,E42,E43,E44,E45,E46,E47,E48,E49,E50,E51,E52,E53,E54,E55,E56,E57,E58,E59,E60,E61,E62,E63,E64,E65,E66,E67,E68,E69,E70,E71,E72,E73,E74,E75,E76,E77,E78,E79
SK-LU-1,1.1796091,0.19887713,1.4978418,-1.5311337,1.8083912,1.1822622,-2.4120104,-2.0184343,-0.51964724,-0.86251897,4.8496037,-1.8499314,-3.2517867,3.4272828,-1.3266594,-0.874218,-0.43486285,1.0143148,2.1609194,-0.775728,-1.7589988,-0.737448,-0.88850665,-0.12688656,0.63259286,-0.6946344,-1.820453,2.309518,-2.056835,-0.20598292,-0.46313447,-1.2411058,-3.688562,1.0647779,-3.3123817,3.7019844,-0.48343223,-0.888371,1.0588186,-2.5860062,0.8333519,-4.6431446,1.3665282,-0.91400087,-2.7967238,3.248057,-3.5323026,-0.6495257,4.215978,0.12586199,-0.85625964,-2.549446,3.9460065,-1.59023,0.65380204,-1.4669116,-2.8000097,-1.1791757,2.4639747,2.588465,0.22915299,-0.97976714,-1.4341309,-0.3152075,-3.3201814,0.7988473,0.360268,3.386116,-1.6524575,-2.325455,-1.5682915,2.7752268,2.0700903,-3.8811111,-0.2429134,-6.039954,2.786875,-2.627336,-1.5570626,0.3636898
COLO 678,-1.3477954,-0.5556841,0.07706036,-0.2097978,-1.0043278,1.1951371,-0.8397344,-0.06280522,0.35415837,-0.10054894,2.530804,0.34701344,0.25382522,1.8098586,-1.9889166,-1.2036655,0.001103282,0.060778346,1.2244483,-0.8828813,-0.4186249,-0.8218237,-1.0550164,1.6516457,1.0187832,-1.460768,0.1395039,-0.10184966,1.2972884,-0.5258671,0.39723536,0.21259077,0.4780012,0.5900638,-0.1922766,1.466796,-1.0003418,-1.2054156,1.7138464,-0.083029665,2.1047497,-0.83252937,1.4037104,-0.091937855,-1.339403,-0.3065626,0.51021165,-1.1113877,1.1843665,0.14344075,-2.613182,-0.95433706,-0.4568327,-0.37222457,-0.5489984,-1.1930304,0.6711451,0.92429376,0.5229573,0.9453487,-0.42799327,-2.2285476,-1.2587811,-1.4832407,1.6705251,1.7059479,1.0981197,0.6156004,1.7941505,0.29276395,-2.432224,-0.11334119,0.37576553,-0.3637337,-1.2141333,-1.3893783,0.2465133,0.99110293,-1.4703317,-0.6362537
ACHN,1.1334565,0.42113706,-0.06597681,-2.2469661,-0.56885666,4.4219193,-0.49081677,0.71959203,1.2740093,1.8064129,2.4667275,2.9964066,-0.20432541,2.2801564,0.23237377,0.3500205,0.50623024,2.4959166,-0.65105635,-1.7168622,-5.4724956,-1.8117272,0.06678504,0.24828607,2.807873,-1.4614794,2.7194152,5.291592,4.2506113,-0.20796588,-0.9394103,-1.7681712,1.9940854,-0.76674265,-2.8171287,4.8097644,-4.779104,0.13136221,5.5588975,-2.2435973,0.39873382,-3.329264,1.7498624,1.4745419,2.5209146,2.5252652,0.23159236,-1.4988743,0.43522877,0.9199648,-4.1131077,-2.5454617,-1.4000895,-0.33019078,0.90683013,-2.5199256,0.33128262,4.160543,1.9975792,-2.3945785,-0.6289023,-3.2130554,-6.4610295,2.8026283,-0.19129583,-0.1710834,-1.8518928,4.1874084,-1.8484409,-2.0495596,0.7789767,1.6405809,3.8902698,1.4588984,2.5360813,-6.313841,3.0219536,0.37396044,-2.0150669,-2.2275586
HCC1500,-0.115106426,-1.4217029,-0.34702644,-0.22373696,0.29430228,0.030579168,0.5138909,0.07112022,-0.5429103,-0.24485616,0.6236029,0.6346856,-0.41273966,-0.041410618,-0.77322245,-0.5752033,0.7120265,-0.63210195,0.122651406,-0.22144899,0.7506778,-0.6476859,-0.13290049,-0.0413495,-0.4610499,-0.6064565,-0.74891996,0.52653545,-0.6857761,0.41121867,0.3822511,0.6717016,0.29555997,-0.28112122,0.34145692,-0.73274285,1.3733748,-0.50267863,-0.54731905,1.361358,-0.6206572,-0.3990911,0.5045866,0.7612705,-1.4475076,-0.56918395,0.622804,0.4876939,-0.23863205,-0.23065928,-0.5080942,0.40731832,0.50178015,0.33860484,0.4271872,-1.0111668,-1.3779428,0.22308755,-0.52663255,1.4228281,-1.3949935,0.4884098,1.4147846,-0.3710488,0.33874434,-0.07948848,1.1941473,-0.6516489,0.54545116,-0.77634287,0.87817204,-0.33928722,-1.592726,0.34125254,0.22061703,1.2136285,-1.4104156,-0.7416922,-0.518436,0.63681954
Hs 729.T,-1.293353,-0.60601705,2.945054,0.16443856,-0.71068406,-3.0301557,0.84159493,-0.55646974,-0.2593735,-1.5340604,-0.16482456,-2.3392425,-0.8557486,-0.6522169,0.4671689,-1.2711511,0.0014832392,0.39276186,-0.49546197,0.65314525,-0.365655,-0.09654719,0.6417328,-0.5177456,-0.8793571,1.2635463,-1.0349654,-1.3973157,-0.8993273,-0.642101,0.14718086,2.1468146,-0.4084046,0.7957428,-1.1778316,0.40286434,1.6816467,-1.601637,-2.9170346,0.059211195,-0.6642654,2.0707893,0.34407938,-0.8255912,-2.868912,-2.1320589,-1.3075979,0.38073996,0.08376855,-2.0842192,2.2854266,0.5550556,0.26598436,-0.6340584,-0.18804757,2.3688934,-0.62177956,-0.94003975,-0.9588833,2.0116682,-0.702618,2.8269556,2.9419036,-1.4111778,0.32069573,-0.5524657,-0.07557039,0.55486494,0.22892737,0.16270265,0.6140679,0.9399531,-0.104374565,0.9139486,-1.4000678,2.897842,0.14625299,0.7973584,1.375535,2.363058
NCI-H929,-1.3913198,-0.5262073,-0.32656538,-0.2551401,-1.2137474,0.7527903,-1.0871806,3.3311062,-0.30743015,-1.5680822,-3.0809836,1.6688087,1.2614096,-0.42854735,0.21128991,1.2172647,0.24326241,-2.074259,-0.7250122,0.6038207,0.24346384,-0.13956302,-0.4267192,0.1789468,-0.94822806,-0.7385788,-0.44934642,-1.8244833,2.013735,0.83789796,1.2837111,-0.7865746,1.0430022,-0.6896213,0.6341667,-0.4258488,0.9385578,0.2234698,-1.924181,0.92894137,-0.779614,0.59689176,-1.6834315,0.54570436,1.4740717,-0.9496568,1.3611974,2.818884,-1.1968342,0.75535274,1.3189224,-1.3122633,-0.48103932,0.060414895,0.096818045,-0.24328405,-0.02042,-0.19241482,-2.2626162,1.5243287,-1.5675423,-0.66188306,-0.0020296054,0.3590361,-0.11503881,0.9714572,-1.2805932,0.5732248,1.6105478,2.696843,1.217485,-0.47292978,-0.84923714,2.5286846,1.493083,2.47124,-1.4692727,0.37673694,1.8013091,0.63828725
SF172,0.27758637,-0.73666936,0.22949801,0.1399529,0.030508231,-0.11004997,0.40842548,-0.037664413,-0.031218102,0.002019763,-0.3055385,0.5179784,-0.44121337,-0.054000936,0.042081457,-0.39174244,-0.031164873,-1.0101098,0.12006662,0.34618217,1.0527357,-0.11454364,0.1038802,-0.625592,-0.2602187,0.38770026,0.0543855,0.33324975,-0.38411382,0.36922815,-0.09033733,1.1096252,0.13890746,0.10767135,-0.33971095,-1.5787133,0.8630666,-0.004138069,-0.3996498,0.9747498,-0.08516701,-0.12323429,-0.19682536,0.8424905,-1.024181,-0.82459563,0.6520909,0.04792529,-0.79005426,-0.25633192,0.17919376,0.65813494,0.03864314,0.59892726,-0.17486766,-0.18321086,0.07524611,0.09145987,-0.49412343,-0.14876586,-0.14231208,1.0007459,1.2787077,0.11988166,-0.07939621,-0.48167968,0.26348624,-0.29286027,-0.2549836,-0.4897602,1.5254487,-0.56621724,-1.287604,0.31182283,-0.09533636,1.4673557,-0.619767,0.65646535,-0.20599487,0.9055194
NCI-H596,1.5360457,0.1528577,-0.9716283,0.22801128,0.10382674,1.5977397,0.32335117,0.23795892,0.5458789,1.851797,0.9418567,0.64176214,0.5331533,-0.26471555,0.51165414,-0.09282456,1.4346769,0.31627685,-0.08597208,-0.7159835,-2.1353757,-0.6829677,0.89445084,0.3833659,1.350576,-1.418463,2.8526227,2.9525304,2.4325786,-0.7277893,-1.5223155,0.41256705,0.9976746,-0.37372655,1.1893864,0.26308843,-2.7564063,-0.6583448,3.0806158,-0.46502575,-0.11670628,0.54053205,0.63703275,0.762946,2.2132065,1.0244315,0.44553933,-1.785782,-0.22465026,-0.66889095,-0.64687365,0.28566873,-0.88983583,-0.18306686,-0.90761846,-0.5500044,1.8975394,2.3043993,1.4635818,-2.5312462,0.9778477,-0.48726362,-2.524449,0.26817352,0.9268453,0.30221722,-0.72708166,0.46553153,-2.1157572,-2.0112674,2.041276,-0.5029898,1.9214817,1.6290302,1.1751387,-0.92520154,1.7793406,0.33365664,-1.4306343,-2.6964338
FaDu,-0.20757166,-0.16787934,1.4569318,0.21038952,-1.7501388,-2.1967397,0.13382767,-1.0421923,-0.083493136,0.4677074,1.1876518,-3.5426006,-1.0770375,-0.034006268,-0.6365256,-0.7041998,0.088338174,0.23957515,0.4150467,-0.20791395,-1.2649541,-1.492147,-0.19589454,0.53768235,0.6049647,1.3647288,-1.0332482,-1.6725215,-2.32519,-0.5000852,0.11470332,0.9618608,-3.1337202,0.3988303,-0.62432075,1.4945787,1.6467108,-0.7116281,-2.3364832,-2.430515,2.6843033,0.24368775,0.14423215,-1.932839,-1.1949166,-0.51098025,-1.6920362,-1.3375257,1.2310961,-1.7099333,1.4809124,0.67471063,2.3996243,-1.9336559,-1.9599442,0.9997768,-1.0874124,-1.6804205,1.5390892,3.6154652,1.6193528,1.5375332,1.4184809,-0.8347223,-0.63009536,1.1573001,-0.5883211,0.74993724,0.17223263,1.6799281,-1.2454903,0.6688167,-0.09048411,-2.293802,-0.9003911,-0.788371,0.97917193,-1.1284971,-1.0970979,2.339075
A-375,-0.0073019937,1.0932316,1.0871658,0.20991993,-1.3595891,-1.5064721,0.35559016,-0.0952736,1.4114189,-1.5310718,1.4186397,-1.6294974,0.30676022,-0.8196501,-0.5844295,-0.8319377,-0.8000948,1.0824904,0.15039727,-0.17863402,-0.18435587,-0.32752016,-0.09750515,1.1961629,1.2843945,0.46015358,-1.622515,-0.94371283,-0.47019145,-0.9782628,-0.40981427,0.9308153,-0.9672199,-0.18720281,-0.4106617,1.7013645,-0.91960895,-0.15149206,0.5930034,-1.2201576,2.4710903,-0.4978121,1.543881,-1.1604655,-0.21095975,-0.39318192,-0.35320204,-1.4899645,0.37194568,-1.7955165,-0.0096170455,0.026003625,-0.64601725,-1.1288283,-0.53474295,-0.1120489,0.43774348,0.15282023,-0.80423397,2.8202949,0.42385185,0.75512606,0.475599,-0.9290552,-0.36562434,1.2970879,-0.91905713,0.4235743,0.7708529,0.8971988,-2.1707869,0.49846146,-0.74508566,-0.5426483,-0.5291013,-1.1409868,-0.049775746,0.26291102,-0.13759986,2.6369967
OC 314,0.5219364,-1.263347,-1.4855407,-0.75645304,0.26375768,1.5209156,-0.5258807,-0.568741,0.82937205,0.93682885,0.7907046,0.6826275,-0.030687988,-0.35432225,-0.694168,0.12683377,0.6255295,1.3108058,0.9080837,-0.33203104,-0.10025363,-0.7761645,-0.46533954,-1.5314494,0.144249,1.1199701,0.5159133,0.83235496,-0.2103853,-0.2442762,0.52668536,0.0063847154,-0.3110064,1.9586066,-0.66701484,0.43693823,-1.2996769,-0.57661694,-0.19345628,-1.9773642,2.647296,0.2102462,0.8617861,-1.1983244,0.9012567,0.23494944,0.38853514,-1.3768392,0.15116484,0.16749649,0.5986773,0.5523416,-0.7825078,-1.1227101,-0.66001517,1.3985769,-0.9316713,-0.055835158,0.40522003,1.40417,0.68381214,-0.6536544,-2.8130858,-0.19971281,0.39292154,0.79841065,-1.4946641,1.6015874,-1.0571836,-0.23060971,0.39873686,-0.7552216,-0.73673606,-0.7568084,-0.9028667,-1.4999627,-0.09172573,-0.18515047,-1.878367,0.6795032
A2780,-0.37360248,0.40593198,-0.0019607395,-0.09470229,-0.07289052,0.85186774,0.8018896,0.23698068,0.7850579,0.5371386,-1.8472816,0.035064414,0.62096846,-0.5920742,0.4281133,-0.6403408,0.07466516,-0.4353978,0.074624375,0.9503548,0.95587254,1.2534369,0.8675454,0.86991084,-0.79136646,1.526264,1.6531312,-0.09142946,0.66030896,-0.33215046,-0.5997411,0.7062647,1.175546,0.07791178,-0.7300484,-1.5472454,0.5642634,-0.101144165,-1.0539473,1.2675035,0.73679256,1.3763053,-1.1714432,0.517367,-0.3095751,-1.4073913,0.13915372,0.03819773,-1.0739864,-0.36600703,1.2724096,0.22291513,-1.1647619,0.9243423,-0.15740125,-0.30503407,0.0030391067,1.3599511,-2.4190907,-1.0997962,-0.6073686,-0.19499198,0.6786636,0.8563488,0.6560992,-1.301345,-0.75359356,-0.5499191,0.9151088,-0.047944885,-0.10340143,-1.1223956,-1.0898054,0.02408059,0.6120819,2.1153262,-0.9231663,1.608545,-0.2967072,1.4047177
NH-6,-0.002295062,0.27777725,-1.1863706,-0.49806195,0.7589024,0.63068646,0.73914135,-0.4653426,-0.08608915,0.5539556,0.23676307,0.6444498,-0.24194765,-0.2507692,0.22789438,-0.26217943,0.5804878,-1.1732584,-0.11422729,-0.43920487,0.8562306,-0.520185,0.664911,0.6648836,-0.6708863,-0.23950899,0.8163539,0.2746594,0.07709056,-0.12814365,-0.112164706,0.5942649,-0.2811882,0.52713,1.2155704,-1.2720852,0.27789834,-0.38917178,-0.9992505,0.5784492,0.30277765,0.47365427,-0.6284944,0.2542667,-0.75057983,-0.27867392,0.64326364,0.013522221,-0.9584684,-1.3766387,0.46756712,0.72437155,0.22205651,0.32560897,-1.2091551,-0.8221696,-0.15822001,0.9100872,-0.5413229,-0.3108993,0.073042214,-0.570616,0.6274944,-0.3991941,0.15110399,-0.07278906,-0.10072108,-1.5467442,-0.44576585,-1.5311632,1.3299966,-0.781328,-1.1192589,-0.17353678,-0.66965747,0.9306501,-0.09851132,0.7488943,-1.0949773,0.26152545
KYSE-270,-3.5521398,1.5306921,1.987695,2.885188,-4.1549716,-2.0551536,-1.3514996,0.51616323,-2.0465207,-0.6211522,1.6745253,-0.8467583,-0.30050433,0.8694029,-0.13192081,1.4597741,-2.9236977,0.28122717,0.50124174,1.1662724,1.1975302,1.0771967,-0.42670712,0.7679969,-0.6011954,1.529894,-1.9442613,-3.4103642,-1.782398,-2.7375417,-1.1938651,-1.5214866,-3.8010912,-0.8620491,0.374114,-0.19449784,2.3198829,1.8131958,-2.170173,0.089691155,-0.7936362,-1.4271926,-1.1560079,3.4736564,-1.896896,1.139263,-0.980056,2.3079715,-0.8467053,1.4172295,-2.1268797,1.4774008,0.99447805,1.1935462,-0.45372254,1.4278226,-0.19906166,-3.3178825,0.7446687,-0.6716419,1.8862696,0.6683994,0.8976767,0.04086239,-1.8160542,-1.2186159,1.2744577,-3.3974948,0.85609746,2.8766146,-0.021128908,1.6960245,0.8548933,2.1148567,-0.8009341,0.64406556,0.8226295,-1.898598,6.2330394,1.0411135
NCI-H2286,2.0515542,-0.75754786,-0.6330297,1.2776989,-0.17066069,0.27245694,-0.80032796,1.6132889,0.3497104,2.384788,-0.22930852,0.40914947,-0.578179,0.289437,-0.35487473,0.30703998,1.068938,-0.09128538,1.1474897,-0.88186085,-1.6777233,0.107126445,0.32549268,0.7767998,2.366656,-1.1140152,1.6222425,2.0009568,0.8202863,0.6485573,0.57210267,-1.326233,0.6163034,-1.2117662,1.02661,0.20862101,-0.48736668,1.4094046,3.5335722,1.3134488,-0.42903137,-0.5538004,-0.16278097,1.5459348,2.6940677,1.1215768,0.30214274,-1.8677926,0.7055855,1.7188028,-1.7884773,-1.2301971,-0.27614242,0.43400326,0.033655077,-0.7644119,1.1387303,0.6792835,2.276672,-2.553675,0.7297059,0.2961161,-1.6744858,1.6386226,1.496011,-0.28841645,1.2254056,0.284559,-2.0322232,0.40478972,-0.6470753,0.3838396,2.0622923,-0.011559129,3.31779,-1.9138578,1.5277027,-1.4525064,-0.25306386,-3.8344316
HCC70,0.76804525,0.047472063,1.5142962,0.094637334,0.42637357,0.7841086,-0.68671733,-0.6235687,1.2340935,0.4400347,0.42434356,-2.5470722,-1.7679065,2.5810196,0.63550967,0.124564424,-0.37859896,0.6607456,1.2005798,-1.2923863,-3.7924948,0.9078932,0.48889366,0.13676694,1.2046853,-0.04950027,0.41898498,0.7204881,0.7795182,0.21199816,1.1903329,-1.2268257,0.43354657,1.1039493,-2.2387688,1.144645,0.04723101,-0.14004982,1.9777604,-0.64789593,1.9923252,-1.1500298,0.076319695,-1.1770471,0.4450151,-0.5643317,-0.69957685,-1.6709871,2.6399155,1.1276636,0.64651793,-3.0080433,-0.1853603,-1.2793998,0.44532403,0.8527608,1.3341321,-1.1253923,2.109157,-0.07746616,-0.8341174,-0.67245704,-1.9654393,-1.0781816,-0.2939516,0.78735644,-1.4473926,1.9336593,0.03219507,1.1346631,-1.7441925,-0.48670572,2.3362813,-1.7556318,0.5324071,-2.5230057,1.8138462,0.9162985,-1.1813865,-0.75514156
LoVo,-0.08277556,0.22644483,0.61715317,-0.92410284,0.73383147,0.36826968,-0.76797605,0.9183075,0.40178937,-0.53889513,0.58528084,0.32096657,-1.1501411,-0.57871747,0.85467184,-0.7046605,0.99523306,-0.43945768,-0.47762975,1.6002002,-0.22546759,1.2835969,0.4516122,0.45286992,-1.0611774,-0.8156146,0.3051106,0.70030427,0.76887023,-0.106384285,-0.635353,0.43977696,0.6093912,0.14431952,1.1303835,-1.0735672,-0.27654022,-0.33044508,-0.71030253,0.42612648,-1.1897074,0.7741102,-0.09617751,0.19884863,-0.7788774,-0.34086412,-0.4835246,-0.53908706,-0.14829212,-0.99128383,0.94212794,-0.79768014,0.6662368,0.56396794,0.120724335,0.007663153,0.1703797,0.90193623,-0.6691036,-1.2712443,-0.0863742,-0.8052356,-0.29581112,-0.64352304,0.30095994,0.5781498,-0.5539538,0.42230356,-0.94307953,-2.0464008,0.54449296,-0.007077764,1.0536437,1.3304237,0.062987834,2.1877577,1.305169,0.046620436,-0.25688374,0.32765454
Panc 02.13,-0.3733896,0.5571185,1.0656425,0.09849915,0.20812035,0.5855622,-0.7509183,-2.160229,0.22004151,1.1373322,1.2693113,-2.562014,-1.6988671,2.4118156,0.026140597,0.98329663,-1.0401168,1.0784272,0.8388534,-0.69963497,-3.3121197,1.0978587,0.57195985,1.5858814,2.181622,0.8225903,0.48891234,0.13497116,0.15569383,-0.4263581,1.0083109,-2.1856067,-0.32224938,0.4203999,-1.5072536,1.0456939,1.2347054,-0.10347733,1.7849724,-0.8287964,2.7827046,-1.6626868,-0.032535344,-0.20785116,-0.680351,0.6098434,-1.0512401,-2.146479,2.3278875,1.6134453,-1.3031796,-2.036017,0.329827,-0.2823733,0.8337894,-0.008949105,1.088351,-0.73477453,0.6515771,-1.4085534,-0.29682162,-1.9271336,-1.6763533,0.18687235,-0.64516795,-0.26404676,0.27406782,0.87731016,1.059349,1.6979837,-3.2691958,0.0037456788,2.420453,-2.0856435,-0.77327955,-2.8898633,1.2557495,-0.46579218,-0.8541036,-1.1785734
SNU-1214,-0.74358535,1.5377256,0.6361123,1.0166422,0.40308136,-1.6588575,-0.5821887,-2.655614,-1.3975489,-0.027984615,1.3786703,-2.9970694,-1.188198,2.5041685,-0.2380006,0.31022364,-2.0879872,0.83585906,1.4227955,-0.621599,-0.1485779,-0.5511231,-1.4930882,-0.90021586,0.7114823,-1.4017466,-2.334778,-2.6132064,-2.7795358,-0.48432028,1.3299769,-0.77792406,-1.7821603,1.1444726,-0.9253154,1.3279991,0.2348932,0.017894045,2.1331077,-1.3627748,2.131589,-1.3892783,1.6927576,-2.1495876,-0.30888122,1.4928954,-1.628611,-0.24006055,2.7377365,1.2555141,0.09597934,-0.766868,1.3485819,-1.4374037,-0.17376812,1.1835933,1.2202495,-3.3441963,2.3903668,1.014643,1.1271869,0.18553993,-1.0804563,-1.4010732,-0.971681,1.4453585,0.72732353,-0.16673183,1.5392141,2.6947978,-2.8680387,1.0025262,0.8659242,-3.04922,-1.3781223,-3.8506489,0.5712347,-2.4479022,0.7961659,-0.5150267
NCI-H1155,-0.35782048,-0.031516522,0.006382026,0.21611075,0.1116668,0.40981826,0.31035507,-0.93492025,0.15383697,1.1308568,0.19854337,0.2811619,-0.19871667,0.18940154,-0.22719473,-0.70050365,-0.0457383,-0.6896773,0.467974,0.30127022,1.3559959,0.6566893,0.94617397,1.2146847,-0.47500488,1.302699,1.1675044,0.6021533,-0.5323501,-0.5363704,-1.069759,0.7659738,-0.07554242,-0.103990644,-0.09514791,-1.7582327,0.7782868,0.07054316,-0.7279823,1.42045,0.84180534,0.45638272,-0.4124412,1.5227189,-2.0384386,-0.69388944,0.5291511,-0.840061,-0.7767619,-0.27557918,-0.7639397,1.1435419,0.18701586,1.3328238,-0.38653877,-0.7806237,-0.026243478,0.51388603,-0.61645865,-0.97834504,0.20201565,0.21588925,0.9884031,0.5327615,0.31381392,-1.5795428,1.0696994,-1.4573867,0.07906838,-1.3096827,-0.12430678,-0.6173089,-0.9573993,-0.3984162,-0.11926423,1.5559841,-0.48063427,0.3855874,-0.415752,0.6141227
SNU-620,-0.13399178,-0.28238186,-0.56649625,-0.08097787,-0.54480016,0.39393115,0.41064477,-0.23337623,0.27318218,0.62119204,-0.2720382,-0.02160865,-0.13109483,-0.030248016,-0.11604573,-0.57369006,-0.34750107,-0.7202842,0.2582371,0.056438565,1.3040217,-0.08930162,0.4060545,0.6075797,-0.51128775,1.1165249,0.6579588,0.001152128,-0.21752056,-0.14971626,-0.078959554,0.7493446,-0.19511397,0.27081126,0.38270706,-1.7837211,0.7149849,-0.107070535,-0.9981286,0.7736723,0.90546286,0.38744342,-0.9046583,0.7829745,-1.2405759,-0.77863485,0.8183322,-0.011903971,-0.9585304,-0.3952905,-0.041589923,0.9047759,0.5769702,0.7478698,-0.5646043,-0.6652366,0.20791537,0.54098654,0.13244951,0.36839017,0.42596793,-0.097633176,0.80012935,0.20880769,0.11831322,-0.7472997,-0.024071105,-0.89962745,0.26943815,-0.8775887,0.75515586,-0.9403779,-1.6874853,-0.18624319,-0.69639444,1.1512372,-0.7390792,0.7763301,-0.61906636,0.9022136
SW1463,-1.2117583,0.19892707,-2.6960936,-0.46266806,-1.0652008,0.05516511,0.48099875,-1.2735689,0.3584166,0.5585167,0.28781208,-0.041447885,0.81112695,0.6605437,-0.9552813,1.0680532,-1.5014664,1.3849452,-0.9432508,-0.041671306,1.4918329,-1.1705132,-2.136479,0.42652068,1.1121124,1.0320505,-0.5653593,-1.364082,-1.1795772,0.545234,0.4982197,-1.266098,-1.6349359,0.49851996,0.17992002,1.2668829,-1.4549639,-0.04705648,0.3605875,-2.3182905,2.513978,-0.59015465,0.4954366,-1.0878991,0.7618639,0.8972018,0.13882802,0.3013263,-0.27075076,1.3852984,-2.2519264,1.410624,0.39212483,-0.8224968,-0.8273098,-0.7525783,-0.21086779,-0.6989128,1.900716,0.51197904,0.62969077,-2.2418082,-1.7924904,0.82413054,1.0631386,0.5411345,-0.20292321,-0.82315326,1.6171887,0.9844228,-2.4017522,0.70856833,-1.0871975,-2.094041,-2.07222,-2.9576366,-1.0011523,0.3108256,-0.38492072,0.18686503
COR-L279,0.37306356,-0.7590741,0.17830248,0.16668247,0.03774759,0.30174977,0.66134506,-0.109616876,-0.09048429,0.4763428,-0.35590494,0.30906424,-0.18838903,-0.09597546,-0.030294012,-0.7337712,-0.023059428,-0.8990953,0.31059796,0.22634584,1.1915559,-0.06370419,0.32289714,-0.8513274,-0.4302683,0.29966033,0.29656306,0.1568643,-0.4493024,0.45354748,-0.002014801,1.1176864,0.20119731,-0.32629448,-0.009014521,-1.5902783,0.6948718,0.078986526,-0.013477728,0.99663967,0.03354323,0.46116608,-0.030799031,0.7249798,-0.9424105,-0.7278754,0.74383104,-0.061357625,-0.75519305,-0.29267195,0.2745139,0.7355968,-0.07719723,0.56882614,-0.24575624,-0.26659775,0.16958067,0.26112604,-1.6069361,0.06905708,-0.09657049,1.0536586,1.4732523,0.24746306,-0.10790419,-0.6494031,0.21480036,-1.1392478,0.097281784,-0.38442007,1.0792453,-0.6771172,-1.2279786,0.23075148,-0.003010746,1.5543509,-0.6896554,0.7034062,-0.21473493,0.6798199
HT-55,0.5334576,-0.7415663,-0.5804041,0.50306576,-0.4651657,-0.8258234,0.5687391,0.02325672,0.65073425,0.24452929,-0.30999634,-0.6169612,0.555748,-0.38040504,-0.38907087,-0.81957346,0.41284356,-0.20183372,0.39133206,0.25954926,0.74216825,-0.5802379,0.045685623,0.50010705,0.29611063,0.78684497,0.92908394,-0.16573602,-0.617476,0.33519426,-0.36661816,0.9279589,-0.54015625,0.28379172,0.7414362,-0.7994131,0.09160901,0.012018628,-0.8949315,0.548471,0.3708855,1.3042051,0.28474373,-0.57071286,-0.13966066,-0.6435946,0.46694556,-0.92738223,-0.3976476,-0.5993703,0.349614,1.1319706,0.32537192,-0.45005006,-1.3237333,-0.10607757,0.04860141,0.15450639,0.37877378,-0.020049874,0.8243308,0.5454537,0.8984078,-0.08021994,1.5161705,0.41627544,0.021797046,-0.42175385,-0.43872166,-0.35505307,-0.23388828,-0.45100844,-0.881452,-0.6364986,-0.56252205,1.2089651,-0.043156393,0.34053463,-1.2368181,0.023172094
KE-39,0.9764749,-2.715423,0.8159056,-0.25380403,-1.9239615,-2.464604,-2.427436,2.62946,2.062659,-1.8360447,0.7373163,1.1046729,-1.6241653,1.3219994,-1.2827519,0.60762024,-2.277926,0.76127374,0.51307255,-1.3603185,-1.1494739,-2.9044197,-4.375595,-1.1660228,-1.0735953,-0.36267996,-0.9989722,1.6572986,-0.9547253,3.8418329,1.200934,-1.7907311,-2.477632,1.293392,-0.7385852,3.6182516,-1.8676978,0.21682948,0.88810843,-1.7207748,0.23877463,-2.1195536,0.06542364,0.14141738,1.1917659,-0.41405112,-0.08055921,1.266353,1.4867029,2.0366814,-1.2498689,-0.19731285,2.8782642,-3.534964,-2.0186985,1.8896629,-1.5763834,-1.7490193,2.1191719,2.4759357,1.5144004,0.60653067,-1.7311897,0.95159066,2.248985,1.7117528,-1.6389345,2.7206588,-1.6836195,-0.41681045,0.66248846,1.5879384,1.0672154,-1.9749471,-0.7337291,-2.5833592,1.7538056,-2.899892,-0.31836587,0.38606936
SUP-T1,0.43709344,-0.744882,-0.2030972,-0.16769089,0.2119675,-0.3747176,0.23938899,-0.062138684,0.29551455,0.5946221,0.13520627,-0.033354104,-0.3507855,0.06674947,0.02295515,-0.4461781,0.2033481,-0.70126164,-0.013721354,-0.0047675446,0.51652384,-0.12904027,0.22546203,-0.3444301,-0.14242452,0.12723687,0.89682734,0.5771061,-0.43192965,0.51899695,-0.3547155,0.7590916,-0.14348526,0.41747907,0.282115,-1.2538265,0.47135893,0.14485915,-0.69466233,0.7855866,-0.057015624,0.3974054,-0.22177516,0.51298165,-0.506817,-0.65553623,0.5364746,-0.35416833,-0.43002233,-0.33720678,0.26878947,0.7235309,0.83341885,0.10674441,-0.635991,0.033829562,-0.1044971,0.30670333,-0.3711416,-0.54239535,0.14625053,0.6846451,0.8627149,0.13653675,0.73220074,-0.2524055,0.31456137,-0.42582372,-1.0468701,-1.069232,0.95746833,-0.48410523,-0.5911524,-0.13091022,-0.27147108,1.397853,0.024660561,-0.14483301,-0.9379895,0.1714007
