,E0,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,E12,E13,E14,E15,E16,E17,E18,E19,E20,E21,E22,E23,E24,E25,E26,E27,E28,E29,E30,E31,E32,E33,E34,E35,E36,E37,E38,E39,E40,E41,E42,E43,E44,E45,E46,E47,E48,E49,E50,E51,E52,E53,E54,E55,E56,E57,E58,E59,E60,E61,E62,E63,E64,E65,E66,E67,E68,E69,E70,E71,E72,E73,E74,E75,E76,E77,E78,E79,E80,E81,E82,E83,E84,E85,E86,E87,E88,E89,E90,E91,E92,E93,E94,E95,E96,E97,E98,E99,E100,E101,E102,E103,E104,E105,E106,E107,E108,E109,E110,E111
HCC1359,-0.97915685,5.1901593,-0.17295644,-8.173145,10.864432,-4.2955146,-1.3021808,12.369254,-6.2216372,-3.062756,6.1910124,0.45993862,1.7739494,4.139615,1.6596347,-2.3975933,0.5377214,2.9652388,4.255128,-9.2462,-16.61389,9.85069,-4.3802013,2.3241012,4.7919283,5.071257,-9.601265,-3.8497818,2.8403437,1.4949183,-4.878962,-4.95236,8.57601,6.901174,6.079445,-11.876012,-5.439338,-8.882926,9.1875725,-6.629467,-6.54931,0.45869878,8.287382,12.217599,-9.252315,6.576356,5.4803057,-4.2951484,-0.07177438,-4.6446476,7.31156,-1.8491629,12.4699545,-8.330445,2.8046746,16.333588,2.4054837,-0.2399047,-1.1912382,-4.8589253,-2.6810796,1.1770681,10.740206,7.4512324,1.8795418,-6.5248165,-11.021203,-3.3530302,6.1455874,0.28872198,5.641795,-1.564829,-5.799,-3.9788885,7.804697,0.25207824,-6.4386697,11.143275,3.5497732,-11.300138,-6.2509885,-16.570713,7.110459,-2.6149142,-4.3366537,1.6650801,-0.83416104,-2.1485274,2.551448,-5.2155766,5.7689347,3.3567235,-1.3770753,16.138376,-6.9759564,-8.877386,-2.9989114,7.0730853,7.623181,9.773705,-8.4620075,5.73924,3.4979725,4.1152325,7.807733,2.2408445,-8.08445,2.9596436,-2.8107662,-7.433015,1.224409,-5.3171344
KMS-28BM,-9.508553,-56.139538,41.646618,32.70004,-39.552574,17.499249,-8.059201,-48.837364,29.540146,1.1612709,-28.345413,-1.1960038,-41.454975,-0.5456104,-8.713828,4.4876475,19.037188,-13.807788,-7.7630672,50.42963,40.953815,-6.4923697,22.889845,4.307331,6.5806637,-44.332466,17.906868,29.156012,-28.543926,22.395245,4.012788,-19.679379,-49.70916,-27.135437,-19.321262,19.892017,40.24421,-10.209091,-14.726154,27.613497,29.71499,-9.7183695,-6.2060156,-71.118614,50.419235,-31.864565,-16.778858,10.286782,9.159227,45.345955,-24.502966,32.944633,-75.026665,35.037807,-6.358379,-50.56991,23.48617,55.325157,8.48914,4.344034,-22.581432,-4.4977126,-15.981815,-38.447254,26.347052,28.771267,0.4038891,25.124172,-14.043369,1.7278801,-67.54402,29.641815,13.543478,27.697393,-31.385593,22.88552,34.289726,-44.834557,3.8090823,1.0288895,13.836674,37.334854,-42.20886,34.099976,33.486546,17.499477,1.7283535,12.31531,-10.612206,53.715134,3.7813928,21.839342,10.220288,-17.049637,46.71013,53.034824,29.060074,-16.621943,-50.52751,-70.14122,14.44514,7.8323503,-24.198444,28.180967,-41.578365,-15.502355,12.8287115,-30.230349,14.04465,23.14819,-0.21716338,9.353197
KMS-34,-9.782079,-63.515415,48.670025,35.014793,-43.836147,17.33506,-9.404817,-54.07269,31.840145,3.3661547,-31.294556,-0.06229063,-47.736362,0.012387867,-12.210644,3.1287632,21.707315,-14.279458,-9.576235,55.652004,47.104862,-8.423279,24.822304,4.1844587,6.233949,-50.81341,21.091198,31.989168,-32.891743,26.508627,6.868604,-23.206272,-56.813217,-29.20254,-21.303015,22.620216,46.861397,-12.861921,-15.887627,29.069723,32.31405,-11.844355,-5.495986,-77.7254,54.66997,-34.870686,-20.158512,11.192689,9.236626,51.610924,-27.178606,38.203045,-82.28052,38.69363,-7.323226,-54.74833,25.574419,61.905045,9.953634,4.5355835,-26.793894,-6.0900917,-16.522793,-44.007133,30.29164,32.991703,0.43572822,26.999493,-15.572825,2.0519454,-74.76986,32.87003,13.668722,33.14563,-33.86453,26.892372,38.050377,-50.452198,2.2600682,1.0605555,14.556273,41.965847,-48.772533,38.644707,37.056923,20.939104,4.061523,14.40279,-10.29642,60.02754,5.9494457,25.061607,11.054437,-19.201235,52.14197,59.840714,32.161602,-19.044577,-55.253517,-77.83964,14.170176,7.634409,-27.485666,33.718708,-48.32672,-17.045988,15.928137,-34.244198,16.134901,26.17147,-1.8298447,12.544565
DBTRG-05MG,2.0185237,12.44149,-2.233529,-15.390155,17.441832,-9.349365,-1.994961,23.015568,-11.151965,-2.1897554,9.444232,3.370782,5.2408934,6.2720394,0.98651373,-5.328849,-0.6867199,6.996368,6.825328,-17.066956,-22.684261,10.836162,-9.038853,2.5015798,1.8993113,8.651231,-14.278444,-8.224589,4.512498,-0.9256852,-5.868073,-4.4078345,14.213978,13.992573,9.401118,-16.224401,-9.870455,-11.0553465,15.063191,-13.827339,-11.39139,2.0083003,10.48745,23.54064,-17.172548,11.636661,6.2631464,-6.347544,-1.7512722,-10.376139,13.542753,-5.8482857,24.581808,-13.762266,1.741205,26.608618,1.8579795,-4.449569,-1.5674578,-6.260652,-1.5947934,1.8596382,16.853725,12.750415,-0.8196201,-8.998023,-14.791085,-8.104654,11.146954,-0.23928674,15.028224,-4.5041575,-9.45767,-4.2216973,14.008786,-1.8765646,-12.073014,18.606253,2.1207428,-16.17094,-8.871714,-24.826859,10.672693,-7.319922,-8.526438,-0.100573614,0.053841267,-4.7121234,5.8823767,-11.485423,7.9507613,0.9006252,-0.99695104,21.476238,-12.080995,-15.095375,-7.6103477,9.310308,13.920135,18.862816,-12.784828,4.9440656,6.3188777,3.8671966,11.487235,3.5843534,-9.82035,5.0994415,-6.3088264,-11.076333,0.9615517,-4.6813393
HuCC-T1,5.7348676,12.151406,-11.340612,-7.742885,9.792075,-0.71088386,0.4567297,9.524887,-7.0318704,-1.9102693,7.388015,0.21700165,9.393398,0.3659801,0.9151788,0.8008429,-5.5576086,2.9834924,0.38257277,-10.776824,-7.7695374,1.7940418,-4.442269,-0.35654613,-1.9117545,9.870494,-6.078786,-4.839904,5.311381,-5.705803,-1.3826416,5.131915,13.432842,7.355273,8.099219,-7.3164654,-7.3138776,4.5252085,5.573436,-2.309621,-9.45366,1.4329176,-0.021951089,18.96305,-10.745951,7.516553,4.9662595,-1.9884713,-1.0068576,-12.383171,6.539152,-9.205063,14.5153675,-13.019952,3.1844683,9.037601,-7.2874417,-14.218353,-3.7731948,-5.154248,4.579531,1.8191751,4.99935,8.415534,-7.1117835,-8.103417,0.080995224,-5.560787,9.148902,0.20056175,16.842627,-6.4116993,-4.3009253,-5.8826365,6.92906,-5.103282,-11.155622,10.116094,-1.7836168,2.8269496,-1.6347339,-9.615874,8.359209,-11.259386,-11.783094,-5.2829437,-1.4287567,0.304499,-0.19635259,-13.1748,0.41386285,-5.8826213,-0.9889417,-3.1015205,-9.236004,-14.775769,-8.027201,6.520016,12.066592,16.128952,-3.4160593,-3.4250386,7.9204755,-8.260478,10.409174,6.5784607,-0.57020974,5.6858573,-5.474371,-6.313416,1.9824548,-1.2053488
COV362,0.43257022,7.832316,-5.4157004,-6.15569,8.006837,-2.3853626,-0.7227146,6.9335175,-5.1131973,-3.5665963,3.9653773,-0.06031657,2.6756494,-3.5435112,1.2818311,3.906117,0.12753184,-0.6576159,-4.337012,-10.375314,-9.603721,3.8107781,1.3276032,5.8598776,4.3023744,5.1611314,-3.1931598,-7.341046,4.2238116,-1.2915329,-0.856926,6.2040234,8.009024,5.5523705,13.000752,-5.6503315,-5.3194633,-0.12588468,4.314563,-2.757514,-8.758359,-2.6814814,4.5819845,15.195347,-6.764973,4.5914497,2.9907596,-3.8968198,2.4606485,-8.086344,0.73987454,-6.0271783,12.446366,-9.394755,9.510336,11.423361,-9.616888,-7.1448708,-4.2446246,-8.086712,0.47769016,3.7663162,6.7923083,7.5518956,1.9219855,-7.45737,-2.830608,-2.2550604,1.362744,-4.1299057,8.788598,-5.053234,-1.2259758,-5.0903687,2.0950985,-3.7087429,-3.1892912,9.722087,1.5303309,-3.933319,-0.6740383,-7.8181825,4.629853,-11.295726,-8.661251,-0.90595895,3.10631,-0.58717805,5.149353,-8.185958,3.3197072,-3.752362,-3.3982582,-1.0896571,-10.705634,-13.143753,-6.295613,0.55105025,3.5963187,11.651379,-8.305055,-0.80229646,9.248963,0.24826066,7.900506,7.262742,-2.837822,3.0108202,1.1551745,-9.346981,6.0127115,-6.149302
U2OS,1.3633232,8.306742,-2.515313,-9.114376,9.809155,-5.0371695,-1.0390681,12.851961,-6.191446,-1.2113055,5.5432587,1.7874054,3.2486112,2.865012,1.2141252,-2.279937,-0.21305723,3.6852963,3.4190264,-10.066494,-13.199348,5.6347685,-4.722335,2.2678468,1.6600865,5.3916173,-7.7924094,-5.338057,3.0369823,-1.473993,-3.5795856,-1.0485368,8.604826,8.368307,6.656081,-8.565861,-6.529755,-5.02189,8.232657,-7.6829143,-6.6334414,0.7081043,5.1196737,14.343546,-9.931984,6.3987355,3.2806673,-3.2994635,-0.835675,-6.473052,6.5727224,-4.3509245,14.912382,-8.206816,2.3882785,15.149764,-0.79435986,-4.013908,-1.2315152,-4.343765,0.23389758,1.5009153,8.863377,8.166877,-0.21742676,-5.4803643,-7.810472,-4.545702,5.2346177,-0.57789135,9.634066,-3.3286915,-4.926919,-3.9849617,7.2944555,-2.1608214,-6.655113,10.848174,1.1348053,-8.464535,-4.5478945,-13.22402,6.6878047,-5.5821505,-5.3761764,-0.21743639,0.066248864,-3.6439364,3.7962744,-7.7236648,3.6619895,-0.8997845,-0.8344845,10.4738245,-7.9399595,-9.951937,-4.5518827,4.6135645,7.9837637,11.50501,-6.798127,2.0572884,4.543538,1.0840503,7.46634,2.8429217,-5.247984,3.333405,-3.2979972,-7.1330895,1.4837481,-3.3980074
Kasumi-1,-11.400854,-56.935123,37.320045,40.71525,-46.964645,24.87516,-4.6885896,-61.42201,35.5607,0.091573805,-35.08104,-4.1049614,-42.390022,-5.288445,-5.887915,14.107236,15.83233,-21.337908,-13.953459,55.125084,50.730457,-10.5989485,27.628706,8.0333395,6.4364324,-44.950478,25.303978,28.669687,-27.001146,16.834505,4.096317,-11.300174,-51.927673,-33.627735,-19.874651,29.649345,42.49964,0.22369954,-23.842804,37.98741,33.250168,-6.5985427,-13.756705,-80.19623,58.78752,-37.084282,-18.493675,13.081416,12.992295,45.119354,-33.62695,30.499374,-88.297066,39.685963,-1.7777592,-64.84546,14.391095,55.280067,4.354152,5.8030343,-18.342054,-2.4766183,-26.25085,-39.42597,23.7064,28.969032,13.766732,30.406012,-25.657286,-1.5589236,-68.84059,27.795856,21.196821,25.615728,-41.438618,20.278028,42.00036,-49.042633,4.9411526,12.184126,23.462523,52.815117,-48.11884,30.219772,34.06904,11.557923,0.7352922,13.2707405,-11.338455,52.666172,-3.8884394,14.280966,10.933849,-31.378641,46.56273,54.728157,27.365383,-26.405806,-57.519936,-74.3519,22.600227,5.6018434,-23.2724,22.650229,-44.00025,-12.8066435,16.94797,-29.94763,21.38762,20.490273,5.4253917,11.761097
ZR-75-30,12.899046,0.6231386,2.8887806,-2.8031666,-5.256137,-6.44746,-6.510316,6.2064137,-3.175977,5.9640117,0.08001494,14.483679,-1.2008994,7.555495,-4.8108716,-4.6660347,1.4312955,7.0411735,4.787877,9.011139,13.65987,-11.732297,-8.237643,-5.4578924,-18.130238,-7.9541516,0.12132557,5.4493423,-7.8934712,-2.6362941,1.2829926,-1.8702362,-7.41067,7.1838984,-5.4466367,3.1123557,2.1640067,2.252635,4.325808,-9.393709,0.07799875,-5.9010262,-8.519026,4.6825795,0.047481205,-0.4101405,-10.036453,8.316146,-2.7805085,-1.1387359,5.865223,-2.3684583,-2.2976685,1.5515666,-9.509522,-10.275425,-1.9786699,1.0232126,6.2790036,-6.608153,2.508241,-3.4327495,-1.8799951,-5.0791907,-6.796117,11.534826,0.3801128,-7.404353,7.179807,8.980492,0.3340541,6.44711,-4.523217,9.038909,-0.00028434023,-1.0199897,-6.9904494,-7.7741833,-13.580887,3.7336397,-0.007766542,5.071583,-6.515541,-3.4098933,-7.483919,-0.6618035,-3.5507243,-0.8170566,-4.2806396,-5.044817,-0.41861188,-2.2774215,8.991191,-15.280623,9.548421,8.200157,4.0238976,0.9553592,4.413088,-6.0456767,8.7078705,-6.7470546,-4.5233793,-2.5812721,-7.909546,-7.7236,10.672374,-5.764039,-7.0565405,4.192599,-3.2915275,10.54837
BICR 6,-0.79246026,17.050797,-15.565293,-4.251154,10.340175,1.6857775,5.7123294,6.503085,-5.7727995,-6.912281,4.4566607,-4.5243907,11.948866,-4.5496974,5.226585,6.4330587,-11.556144,-3.2554696,-5.4279594,-18.648254,-11.863207,3.7900581,-1.0954587,4.1995134,2.6649299,15.1565275,-3.0142775,-11.361063,10.741743,-10.314447,-3.0739849,9.547701,17.558025,4.502682,12.133931,-4.2669735,-10.810051,7.5802884,0.9242371,2.3652055,-9.472713,6.417218,-1.2659196,18.771156,-10.916195,7.591776,10.67721,-7.693645,3.1249774,-16.73911,0.7568906,-12.608187,16.215343,-14.332385,9.13307,12.057076,-14.007744,-17.352848,-8.442407,-0.7438208,8.599213,5.911843,1.4215553,13.016139,-9.481461,-13.673596,4.072726,-1.8953998,2.352156,-4.5818214,22.389097,-12.771451,0.00996248,-11.065512,4.02353,-6.6738315,-5.920469,15.739137,4.387433,6.504039,1.6703032,-8.118724,12.423292,-16.507368,-9.728726,-7.2095857,-1.4065571,1.4503533,4.542451,-15.671223,-1.7073257,-9.344387,-6.8092093,-1.040247,-16.97231,-22.46108,-14.047216,1.1085597,10.923552,23.758196,-3.5509996,0.36892742,12.677878,-10.905077,15.013635,9.9886465,-3.9282923,11.8202095,0.37769142,-10.944572,5.755342,-4.671889
EB2,-14.490765,-142.47418,114.75569,68.2368,-92.345276,27.723507,-25.879831,-107.72169,63.952972,14.038925,-62.496723,7.818669,-109.080925,7.838108,-31.942087,-4.541813,54.765736,-21.512226,-13.598953,125.37654,102.21859,-20.831501,46.97138,2.5241883,6.886546,-116.95101,40.295273,74.26842,-77.78094,65.15558,18.981724,-60.7996,-129.4361,-56.03399,-51.285557,43.107944,104.33456,-37.4286,-26.463795,51.10106,68.50612,-34.90403,-7.441621,-163.70216,113.72881,-72.81259,-49.365097,26.681267,13.9319315,117.80607,-49.090946,88.144905,-172.60205,85.52143,-25.858402,-112.35228,65.19028,138.00072,28.575125,5.2993298,-64.136116,-19.86477,-28.50193,-100.75973,68.98718,79.89041,-9.919332,51.066257,-23.907938,13.703014,-167.2179,77.14169,20.348068,79.50688,-66.09257,62.216885,75.41455,-112.805725,-3.0881612,-7.34449,23.338207,83.12623,-106.00891,90.87599,79.78846,54.212605,9.787895,28.64767,-24.57895,133.5626,19.336329,62.166176,28.681166,-35.14864,120.641624,137.71815,76.469185,-34.050983,-113.70003,-173.64532,28.57478,13.053198,-65.54689,78.634445,-110.7323,-42.967827,35.755135,-80.09156,26.956154,62.227676,-11.991731,31.38952
NMC-G1,1.5237443,12.101422,-2.4830475,-14.653236,17.336466,-8.852224,-1.6960377,21.981548,-10.764253,-2.3333385,9.112025,2.5786881,5.1409235,5.834959,1.2120658,-4.8242474,-0.81584454,6.2094774,6.352454,-16.954739,-22.622538,11.221285,-8.512706,2.5779595,2.309388,8.598698,-14.068926,-8.295245,4.825257,-0.87718236,-5.5782447,-4.0436993,14.247949,13.262302,9.304301,-15.91525,-9.453415,-10.841972,14.3977585,-12.721111,-11.417833,2.1765113,10.613516,23.042782,-16.81402,11.396227,6.6006145,-6.5044947,-1.5306196,-10.052401,12.889517,-5.7588644,23.77371,-13.580354,1.9993719,26.408993,1.54278,-4.4320054,-2.0272493,-6.105808,-1.739652,1.8671561,16.547686,12.592516,-0.6322245,-9.497293,-14.295675,-7.7433844,10.736474,-0.5064728,14.722365,-4.8059645,-9.167369,-4.28192,13.441376,-1.7633268,-11.501565,18.553719,2.6650195,-15.754356,-8.476877,-24.345713,10.512928,-7.31145,-8.177199,-0.2932182,0.19936255,-4.436466,5.953364,-11.233602,7.8940105,0.83729297,-1.1567687,21.154242,-12.219657,-15.404619,-7.889816,8.962648,13.425729,18.696383,-12.852282,5.010417,6.6880417,3.7435338,11.603165,4.136826,-9.856823,5.2847104,-5.830591,-11.419774,1.163697,-4.9367924
T-47D,7.7135124,-0.8778806,1.1173666,0.026783623,-4.140436,-1.754556,-4.6680374,1.5290834,-2.0284362,2.4287696,0.23679315,8.834666,0.037905455,3.6216629,-4.565861,-0.7864489,-0.92031914,3.672378,1.7230116,5.371483,10.046293,-7.0362105,-3.3401585,-2.8203738,-9.979639,-3.4707685,0.05968423,4.5824037,-4.843185,-1.6807405,-0.02181874,0.028895479,-3.676291,3.4935555,-2.6851072,1.5623834,2.8780527,2.117529,2.379173,-3.8520405,0.37438488,-2.378454,-6.1957264,1.7076678,0.6097705,0.08994138,-5.165501,4.947715,-0.4557712,-0.4100376,1.7679346,-1.1467541,-4.2438264,-0.04052858,-3.348693,-8.469986,-1.602574,0.45944718,3.426614,-4.3638124,1.2463025,-0.79498446,-1.3353368,-3.224868,-4.0675335,6.9638534,1.8350551,-1.1271744,5.2816644,3.37044,-1.0124998,4.5297885,-1.0558584,4.649327,0.049520943,0.7663492,-4.7598515,-5.331293,-7.1006207,4.69547,0.6569313,3.712101,-6.0942593,-1.9214543,-6.910963,-1.1455933,-1.7574611,1.498895,-4.1407957,-1.6069472,-0.0108607765,-2.0445082,5.143598,-11.129152,6.6001515,5.468875,2.8769512,1.5971407,0.99874663,-4.260243,4.939605,-3.0393672,-2.151635,0.52120036,-5.171022,-4.65406,6.8947883,-3.5473824,-3.4488282,3.3016553,-1.5356026,6.5130963
PK-59,9.070174,9.804504,-7.750902,-6.6796722,2.8917332,3.2383819,-4.0525875,6.501438,-3.4558241,-5.702534,2.3354275,4.984465,5.1770687,-3.4974842,-0.9249531,7.239902,-3.0403774,2.8076954,-4.90397,-5.2375755,1.6357805,-4.355607,1.2313215,5.703435,-3.156979,3.6371396,-1.8324881,-1.7996018,0.58160365,-5.5355525,-2.4285738,9.654384,7.8773804,7.894097,15.098849,-3.3653407,-5.8370595,9.787772,6.0635653,-1.2891583,-7.8985553,-3.99441,-3.941624,15.244618,-2.3646271,2.3691328,0.8515555,1.2544433,4.070189,-13.889559,1.2986808,-10.402612,5.906972,-10.186284,9.932149,-0.79127944,-13.388742,-9.614218,-2.5635526,-11.858774,5.454091,6.382022,1.090675,7.76505,-3.700325,-3.1711588,0.3193958,-0.7033777,5.9936643,-2.522909,11.354353,-1.9202116,1.3587599,-5.013376,-0.7546669,-7.437825,-5.782915,2.790396,-5.4208417,5.266124,3.7684083,-1.5571697,1.0272971,-17.843061,-15.559975,-5.430691,0.30963108,2.7150066,0.41271782,-11.778289,-0.29124108,-8.582509,0.76436186,-16.37179,-4.4102073,-11.533831,-4.122088,-0.48899692,3.0279782,8.789265,-1.7048361,-5.2180915,9.207207,-7.1232038,4.985696,5.86415,4.550248,-1.7581359,-1.3232718,-5.7189593,9.314445,-1.1083478
Raji,-11.215347,-131.91228,105.34285,61.817802,-84.74875,25.629107,-25.033693,-97.54967,57.6904,14.707569,-56.198185,8.697925,-98.43769,8.552958,-31.363216,-6.2001886,50.920216,-17.36142,-10.223597,115.539856,94.99468,-20.29057,42.596004,0.6350415,4.534755,-107.72841,36.35791,69.39215,-73.389206,60.882454,17.860285,-55.83441,-118.58056,-51.171318,-48.99725,39.443634,97.00468,-35.72517,-23.77295,45.39718,62.78675,-30.698973,-6.9985437,-149.71667,102.7699,-65.66043,-47.59152,26.295176,11.613874,109.1515,-44.23114,81.85873,-157.79181,78.92474,-25.19303,-103.1439,61.71035,126.602684,27.726763,5.2361298,-59.973343,-18.524996,-24.323513,-93.51258,63.49155,74.96051,-8.448771,46.068718,-19.87485,11.42874,-153.65207,71.73832,17.312845,75.26496,-58.502586,57.40315,67.604294,-104.95059,-4.596015,-7.173778,19.83092,76.048584,-99.53348,84.71814,71.379555,48.400364,10.883084,26.11746,-22.354313,123.30578,18.876734,57.021904,27.469374,-33.626972,112.70455,127.66224,71.616135,-29.943357,-104.27194,-160.72475,24.259577,10.639888,-60.913395,74.49783,-102.51464,-40.636463,33.86167,-74.47438,23.118958,59.875244,-12.997461,31.076345
TEN,11.683175,1.6132257,-1.5994197,-7.264071,1.4221544,0.0027426481,-7.5925593,6.2723694,-4.1518126,1.4907886,5.508621,7.524335,1.8889871,2.7451656,-5.2437325,-0.709025,2.6958926,7.9080954,3.0545232,3.478303,4.035584,-4.231325,-2.621231,-1.129739,-5.152044,-0.70934933,-4.9261937,5.165925,-4.275994,0.5546292,-0.8396479,1.6508048,2.0638537,7.845201,5.2230325,-5.46085,-0.23584358,2.7711728,8.169473,-5.0578995,-4.5391307,-6.220021,-1.752849,9.622364,-2.669094,2.2243946,-3.891062,5.672645,-1.5337756,-4.086201,5.6334925,-2.95036,2.5253162,-6.118152,1.2258998,-3.1773407,-1.3672844,-4.316617,2.6018066,-11.2952,0.12589143,0.08913939,4.154339,0.6716168,-0.39705873,3.3325472,-3.2011144,-2.852721,11.067647,2.7863996,1.6725155,4.5541806,-2.9896994,0.5853866,3.466455,-2.1695702,-9.889762,-3.026414,-8.5235615,1.2082393,-1.613584,-3.2556517,-2.629677,-4.616779,-12.965542,-0.85517967,-0.14217025,0.71868694,-5.2158976,-4.475584,1.5943911,-2.1932166,5.2943873,-11.042573,4.21987,-0.038536854,3.1842904,6.859637,3.995471,-1.0423242,-0.7339085,-5.8645253,1.1538285,-0.7200966,-0.49414408,0.17624569,5.570162,-5.455963,-6.898485,1.8431538,1.198879,2.4365394
NCI-H2286,-2.145896,6.153194,-6.6418676,-3.8660042,9.600198,-3.5451946,1.2806126,6.399862,-5.540673,-0.76454085,5.3673635,-2.7020948,4.232065,-0.32254124,2.175666,-0.6074197,-0.8272273,-0.67446893,-0.14283514,-10.1561575,-12.969217,6.812169,-1.1622729,0.9947449,4.2076635,7.107525,-4.6388726,-6.3828683,5.2217994,-0.694491,-0.29572007,2.7609973,8.8532505,2.8087084,5.30141,-6.291222,-4.752398,-3.4461863,2.384083,-2.168762,-6.865007,1.3182318,5.3484163,12.700625,-8.950677,5.900278,3.83372,-4.2542424,-0.7489506,-4.0679626,2.485235,-3.4834528,13.701109,-8.593768,3.3585908,12.982379,-3.7648382,-7.0816665,-3.5732002,-2.9845383,-0.4844816,0.6017557,7.27203,5.811053,-0.008390397,-8.334311,-2.1110384,-4.0077868,2.5098147,-2.408224,8.270984,-5.89089,-4.139183,-4.322601,5.1332808,-1.2885959,-4.893655,10.889737,3.9415674,-4.9210668,-4.030997,-10.291955,7.172847,-4.0682526,-4.403951,-0.70437413,1.2041867,-1.4235603,3.7404637,-6.726378,2.988247,-0.81139135,-3.7502952,6.086097,-9.95744,-11.645918,-5.849753,5.058164,6.894039,11.64306,-7.316555,0.86073726,6.4498916,0.16550343,9.433053,5.3850718,-5.254223,7.046051,-1.2691163,-7.2118583,0.5657961,-5.6882834
SCLC-21H,11.590437,-21.747534,16.765375,0.5553778,-16.842432,2.7111745,-13.291614,-11.493624,8.804471,7.6061645,-1.7391727,9.719765,-19.025331,7.1960754,-10.989383,-2.0147812,15.313916,5.5356774,5.6394663,27.441883,22.522947,-10.276399,0.5604324,-1.2907538,-2.275715,-20.584929,5.120337,20.579119,-18.952324,11.140496,1.8323414,-8.728671,-20.375668,-0.92125803,-7.5015364,3.133059,14.955734,-0.7995331,5.5150585,0.6441417,10.437534,-13.222611,-5.908219,-19.282236,17.912336,-13.066668,-19.185318,16.434677,-3.2267075,18.21073,-1.5170797,14.619752,-25.788897,8.258093,-3.8643994,-28.045357,8.688203,18.230505,10.693356,-14.179086,-8.469827,-5.939046,-1.4558095,-15.500229,12.477801,18.16158,-1.1072856,1.8646286,2.6927607,6.1030846,-26.822142,19.907034,-0.54316616,14.29388,-7.463377,6.0815287,0.9183476,-25.41545,-12.725044,-0.2481373,2.4907632,17.121426,-20.054056,18.051397,1.1637256,5.1498566,-3.4143906,2.0564666,-9.576997,15.664037,-0.89400685,6.321884,14.738246,-16.426218,24.221357,29.336245,20.543924,3.355505,-12.678094,-33.94491,9.164299,-6.496782,-14.702549,9.6093445,-19.564709,-8.207084,13.725249,-19.34312,-2.6466198,11.26605,1.0082122,7.365141
U-937,-16.667936,-62.67143,43.130684,45.631317,-50.11992,25.427937,-4.950089,-65.91686,40.102505,-0.7672588,-40.8665,-6.1699605,-48.14239,-6.108887,-5.736135,13.720188,17.454338,-24.425787,-15.762789,58.53137,50.642727,-8.118782,31.647879,9.63,8.76774,-49.95965,26.807764,29.99293,-28.40364,19.3215,4.105194,-14.10332,-57.552048,-37.802444,-21.184065,32.195057,45.72003,-3.6410568,-25.822144,41.000267,37.440727,-6.053759,-12.32079,-89.35736,64.7164,-41.678535,-17.758732,10.728078,15.189692,51.446674,-37.246204,34.39715,-94.28843,43.713043,-3.369189,-65.82927,18.962524,63.64254,4.4996343,8.959857,-21.280191,-1.5613115,-27.537884,-42.24328,27.460758,30.080704,10.480224,34.518135,-28.277618,-3.0972362,-76.94027,30.233393,23.217157,28.0548,-45.555782,23.343056,48.490223,-50.88185,9.205688,8.700305,24.56917,53.850273,-50.657158,35.153706,42.389545,15.3013315,0.8089411,14.968426,-9.387923,59.226463,-2.521021,18.296032,9.665311,-26.581812,50.291855,58.816277,28.910482,-28.712374,-64.4715,-80.890335,21.955744,10.522941,-25.155058,26.752647,-47.19418,-14.117677,15.517581,-30.576952,24.179466,21.035393,5.4071417,9.310911
BFTC-909,-2.1684816,10.327204,-3.4166896,-10.221386,16.090069,-7.4217896,-0.43721625,18.258194,-9.200945,-2.5110073,7.6919456,-0.16413566,5.512681,4.876524,1.8473375,-4.497698,-2.6628475,3.8451176,5.915237,-16.618284,-23.311579,12.927737,-6.8865237,1.5782652,3.9957528,9.906984,-13.135422,-7.798558,6.1193357,-1.0722903,-5.8169775,-3.9551945,14.021306,9.58971,6.6279106,-14.162009,-8.670263,-11.181887,11.396666,-9.498695,-8.992766,5.0471454,9.975322,18.559286,-15.474518,10.157738,8.30412,-7.8174725,-1.1802505,-7.053899,10.111982,-4.624203,21.240248,-12.782849,1.2182382,24.894764,3.2246122,-3.680382,-2.9463449,-2.5669243,-1.5984578,2.0072062,14.512429,11.456147,-0.9997205,-10.485654,-12.465184,-5.021677,9.33769,-1.9204483,12.577642,-5.28643,-7.634881,-5.198169,12.356314,-0.006027214,-9.66575,18.782442,6.179239,-14.15117,-8.387169,-23.676992,10.83853,-3.9203568,-4.97287,0.051351234,-0.72057384,-3.3435445,5.4551816,-8.942208,7.0759926,1.7224052,-2.8019795,23.177761,-11.908,-14.680077,-7.9080515,9.988086,11.660813,17.751865,-11.824688,7.868938,6.2231345,4.4539084,12.281647,3.565547,-11.182509,8.173559,-4.969967,-10.627338,-0.18083772,-6.45153
