,E0,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,E12,E13,E14,E15,E16,E17,E18,E19,E20,E21,E22,E23,E24,E25,E26,E27,E28,E29,E30,E31,E32,E33,E34,E35,E36,E37,E38,E39,E40,E41,E42,E43,E44,E45,E46,E47,E48,E49,E50,E51,E52,E53,E54,E55,E56,E57,E58,E59,E60,E61,E62,E63,E64,E65,E66,E67,E68,E69,E70,E71,E72,E73,E74,E75,E76,E77,E78,E79,E80,E81,E82,E83,E84,E85,E86,E87,E88,E89,E90,E91,E92,E93,E94,E95,E96,E97,E98,E99,E100,E101,E102,E103,E104,E105,E106,E107,E108,E109,E110,E111
OELE,-0.11989676,14.323755,-8.448237,-11.105698,15.900012,-5.397778,2.1116514,15.903378,-9.530044,-2.794149,8.853739,-1.4249588,8.661961,2.0550523,3.041828,-1.531572,-4.6204696,2.6139321,2.7050703,-18.021011,-20.297884,9.828723,-6.451658,2.054271,3.5838137,12.5109625,-10.593108,-10.194084,8.324991,-4.122337,-4.250441,0.5946528,16.561945,9.621435,9.487307,-12.178268,-10.063806,-4.680047,8.799545,-7.0042896,-11.056421,4.2221904,7.2835197,22.115149,-16.40461,10.883498,8.85947,-7.2152853,-0.99965835,-11.855629,8.764313,-7.907319,22.624372,-14.43321,4.5168004,22.814014,-3.7140768,-10.831766,-4.6128373,-3.2094889,1.8626896,2.1769903,11.47073,12.577983,-3.79923,-12.183024,-6.973391,-6.3196588,7.531106,-1.5208697,18.22695,-8.806487,-6.4657116,-7.8749547,11.19404,-3.1859407,-10.55757,18.792784,3.928182,-7.3490386,-5.7030234,-19.311401,12.729517,-9.475359,-8.44165,-2.3752022,-0.3836855,-3.1793122,4.7301874,-12.992741,4.155828,-2.680084,-3.9696913,14.543087,-15.367126,-18.583447,-10.829788,7.325821,14.1823845,21.848616,-9.587078,3.1404727,8.691687,-1.7636386,14.249719,6.9234757,-8.529881,8.9811125,-4.2175875,-11.465212,1.5444802,-5.4765205
HMEL,-3.9377995,21.547989,-19.441135,-4.43593,13.431358,2.0203624,8.586365,8.319703,-6.3709188,-9.10882,4.7852697,-7.3017116,14.946542,-6.2808647,8.170321,8.352276,-14.192186,-5.2545214,-6.103902,-24.645405,-17.805592,7.008459,-0.8553915,6.0450273,5.5392447,19.784575,-4.3444266,-15.542992,15.010477,-13.022022,-4.8979216,11.68165,22.593616,4.4565735,14.047223,-4.8519506,-14.593546,8.068578,0.30259663,3.2544427,-10.760431,9.827942,-0.5849542,21.737604,-13.667917,9.296003,14.569724,-10.69072,4.1834793,-20.212273,-0.0144752115,-15.310732,20.84376,-16.372286,11.836872,17.437798,-16.428223,-20.233385,-10.919166,1.1961932,10.847856,7.965097,1.5813999,17.398682,-10.600573,-18.138317,4.4646745,-1.5169861,0.17437327,-6.919115,27.627075,-16.885206,0.8342319,-15.285685,4.646257,-8.483844,-5.13186,21.304518,8.09942,5.735732,1.835868,-10.850965,16.864683,-19.445086,-9.5012045,-9.064847,-1.6795437,0.37883818,7.0944433,-18.83305,-2.64289,-11.302477,-9.5057745,3.888086,-22.619888,-28.656729,-17.975225,0.15421493,12.722706,30.253967,-4.932946,2.5691469,15.705874,-12.5774145,20.006613,12.069041,-7.666663,15.890994,1.8261535,-14.877247,7.7267914,-7.8463855
Mono-Mac-6,-18.007244,-55.07519,35.140125,45.405968,-47.239693,28.053349,-0.9158198,-65.14648,38.407234,-4.3919744,-39.615433,-9.103182,-41.29084,-9.101187,-1.9680002,18.63833,11.772704,-27.27331,-18.211166,51.684814,47.259144,-7.0307345,31.371546,11.670135,10.473555,-42.33447,27.305527,24.893147,-22.98584,13.91166,2.0288534,-8.466694,-49.81926,-37.870148,-17.814955,32.22071,40.68151,1.7353764,-28.009155,43.391006,34.632927,-1.7606316,-13.951734,-84.148346,61.39474,-38.967747,-13.558872,8.723997,16.729755,43.470528,-38.34101,28.611307,-90.23418,40.021847,1.4111309,-64.2273,11.802995,56.082386,0.4094772,10.127105,-16.471954,0.95239383,-29.444502,-36.695984,22.400541,24.34735,15.808953,34.581787,-31.064642,-5.68609,-67.706924,24.582815,25.544151,22.404602,-45.260487,19.355038,47.583492,-45.22774,11.462305,13.571409,26.720098,54.008125,-46.20969,27.752684,38.22012,9.777859,-0.033318307,14.864266,-8.350068,52.36067,-5.653166,12.780355,6.881226,-28.5047,42.41123,50.63504,22.987476,-30.690535,-61.062653,-71.505714,22.69541,10.454164,-20.420576,21.042604,-41.012947,-10.439694,13.417113,-25.684164,26.160202,16.76057,8.693444,8.093616
CHL-1,-2.0350904,7.950797,-7.5678964,-0.31171855,2.9860532,1.0185443,0.87569994,1.6718224,-1.474626,-5.479692,-0.5988448,-1.0444696,3.2873855,-6.2456865,2.9044032,8.696338,-2.8713408,-4.6651087,-6.7049327,-8.64541,-4.531715,1.4445255,3.8453312,7.3962708,4.1574826,5.9933863,1.5257462,-6.5939355,5.054685,-5.2929797,-2.5066767,10.331364,6.647592,1.4025217,10.788081,0.24712305,-5.8627286,5.190071,-0.62217957,1.2797023,-4.430768,0.9483368,-0.86432844,8.358771,-1.3357584,1.4365677,2.53262,-2.9009016,4.718899,-8.166046,-4.625069,-7.1397467,6.1323934,-6.1053195,10.974901,2.4440258,-12.914883,-6.117269,-5.2304597,-5.6257653,4.353926,5.7674356,0.070976876,7.8495016,-0.79067725,-6.812874,3.444671,1.8135681,-5.0811377,-6.827662,7.6497355,-5.289055,4.3590865,-6.80343,-3.1745694,-4.9962845,1.6099529,7.001,3.7506373,1.4412545,3.4364603,0.16662572,2.5496142,-11.507936,-6.787978,-4.380595,0.8588942,0.31065017,4.996012,-8.167122,-1.8809652,-7.397559,-3.8003793,-5.2788353,-9.972986,-10.981246,-6.180945,-3.86844,-0.65143836,9.37153,-2.5047338,0.65787536,8.95334,-2.5083988,6.9261456,5.5711737,-1.8882976,4.6406903,5.1028137,-9.0245,8.865142,-6.0978737
CAL-29,0.80077916,18.714407,-17.273521,-5.9655285,12.984654,-0.29622555,4.606652,10.135561,-8.273821,-5.495665,7.0324707,-3.2780337,14.099876,-2.88762,4.1559606,4.5129614,-11.948623,-0.8438305,-2.8247972,-20.048904,-14.362661,4.8573403,-3.1767323,2.3002522,0.8667027,16.854975,-6.749517,-11.177347,11.320019,-10.785585,-3.7343578,9.312135,20.006546,6.8348083,11.441613,-6.759532,-11.839743,5.969656,3.1485384,-0.28622895,-11.129461,6.8100753,-0.7567815,22.917948,-14.582846,10.204303,11.033295,-7.4184146,1.7168617,-17.199648,3.6636474,-13.641085,20.156149,-16.547503,7.5785623,15.401075,-12.34029,-19.49439,-7.9430566,-1.7432413,8.784708,5.491417,4.067288,14.038536,-10.35684,-14.134681,2.4098542,-3.4998233,6.3077483,-3.9771378,24.270643,-12.907516,-2.0565996,-11.495241,7.2791157,-6.5193653,-9.971034,18.135433,3.9411259,4.937632,-0.5805545,-12.159207,13.654036,-16.094976,-12.506357,-7.4100227,-1.7028486,0.6218117,3.4895384,-17.51008,-0.8154204,-9.52939,-5.9043164,1.044061,-17.34583,-24.000998,-14.405132,4.807794,13.844356,25.91204,-4.8946323,0.27584928,13.243616,-10.393488,16.885921,9.871644,-4.720461,13.013614,-2.6949651,-11.316272,3.9757226,-4.7205935
ONCO-DG-1,3.2430267,16.594843,-13.5267,-6.6659093,7.173232,-0.48609185,3.655226,6.538642,-5.503995,-4.1009326,5.6457467,-0.35986462,8.893903,-2.7889907,4.386771,6.3229947,-7.842158,-0.98209286,-3.480277,-12.244529,-6.5766344,0.0074516907,-3.884293,3.6324387,0.22054602,12.304143,-2.6911376,-8.442085,8.970375,-10.5452175,-3.3064709,8.28158,13.508483,7.4383645,10.933013,-3.5111403,-10.652471,9.878938,2.798857,-0.83673024,-8.030385,0.74470705,-3.4977558,17.786446,-8.69569,5.778558,6.7465444,-3.437794,1.2756537,-15.992544,2.444588,-12.0206585,13.431298,-12.164594,8.263688,6.0601025,-14.42847,-16.652979,-5.6729712,-4.925333,9.727817,3.2682362,-0.64505714,11.217952,-8.690763,-8.666291,3.8364806,-3.5080707,1.472839,0.68072474,19.26261,-9.186596,0.29711244,-11.3088665,2.70198,-7.409731,-7.783411,11.400834,-0.6010211,7.532688,2.5612516,-4.2019453,11.195887,-15.181032,-11.175896,-5.2071967,-3.9752338,-1.4661993,-0.00671177,-15.849196,-4.533827,-9.94963,-2.9312317,-4.9444466,-14.0499325,-16.213493,-10.374676,0.9509228,11.880334,19.279388,2.457565,-2.8986113,8.961029,-12.5214405,11.6733675,7.27059,-0.82734364,7.7363577,-0.97559714,-9.905443,6.259939,-3.0510602
COLO 829,-1.2368935,8.645242,-0.4731323,-9.444061,12.513785,-7.0132403,-0.7860387,17.23167,-7.4344134,-3.102082,4.8622837,2.0422103,3.2246048,3.706313,0.6118053,-3.6776536,-2.101367,3.949707,3.7979562,-14.752097,-18.424847,9.407706,-5.377834,2.7262669,3.0515733,6.747037,-10.272369,-6.763575,3.5068915,-0.6363765,-5.122422,-3.8948975,10.595407,9.274902,7.053077,-11.092803,-7.4567895,-10.086994,11.040703,-9.74502,-6.9634814,4.13386,7.8411617,15.20011,-11.882725,8.125519,6.242401,-7.2847133,0.07656835,-6.778324,8.531064,-3.6169636,18.202179,-10.411429,1.6988245,20.613972,2.3432999,-0.90067786,-1.8242693,-2.183291,-1.3257687,3.1917617,12.402373,9.996639,-0.27932876,-6.6922007,-11.656255,-4.0131516,7.637695,-2.3081448,10.661371,-3.3975947,-5.8302526,-2.8928227,9.82878,-0.49765855,-6.444042,14.974679,4.036682,-13.2218485,-6.898919,-19.829336,8.251613,-4.1000695,-3.8969254,0.5289156,0.2779642,-2.0629618,6.3706594,-7.0133166,6.506157,2.068294,-2.67571,20.00828,-9.024724,-11.776449,-6.1159782,6.6979947,9.242472,14.466048,-10.579007,6.999782,4.731682,5.468265,8.722693,1.5045907,-8.783704,5.6316605,-3.3169732,-8.4502535,1.197628,-4.8250923
5637,1.6166006,14.38545,-12.578005,-6.9584146,11.057927,0.40952855,2.4599159,9.0997925,-6.1594043,-4.7686462,6.2886796,-2.3711908,9.456679,-1.776703,3.832771,3.7988434,-6.6954193,0.34619895,-1.851112,-14.586132,-12.488506,4.655335,-2.326076,3.1040757,2.3463004,12.003812,-6.1680436,-7.8864136,8.341961,-7.052119,-3.2183151,6.7005777,15.717808,6.5090775,11.552678,-7.2468376,-9.744202,4.471272,4.485693,-0.8036283,-9.505662,2.6552782,0.8364999,19.301933,-11.127172,7.685895,8.324708,-4.865907,1.6675256,-13.624371,3.6209226,-10.6768265,16.197845,-13.247166,7.6406045,13.234052,-9.971717,-14.416851,-5.640632,-4.420002,5.880442,4.1799083,4.2271905,11.85464,-5.794599,-11.409604,-0.6436012,-2.9718091,4.7583537,-2.4323776,18.47222,-9.155597,-2.471132,-10.386725,5.413249,-5.8970213,-8.146121,13.736994,2.2594583,1.886695,-0.6245271,-10.583128,11.233569,-13.857449,-10.526036,-4.7500544,-1.4333073,-0.5359608,2.6374598,-14.364829,-0.22312793,-6.735916,-4.0229745,0.91155165,-13.38292,-19.212288,-9.88959,3.929068,11.111907,19.532677,-4.6423855,-0.39866585,10.539247,-8.498051,13.555173,8.654624,-3.774218,8.118073,-2.1587706,-10.642965,4.7830796,-5.323904
KYSE-150,2.7398012,10.480022,-9.240855,-5.2592716,7.3277397,-0.6334811,1.6260967,6.439127,-5.8458095,-2.9377165,5.135089,-0.58006704,7.3031197,-1.4184021,0.6578113,2.107875,-6.455293,0.7349216,-2.6043708,-11.291375,-6.322903,1.2942787,-2.2024727,1.065011,-0.32791165,8.544446,-3.6577969,-5.545522,5.13722,-5.1133237,-0.9381943,4.7288165,11.271311,5.481346,8.1625395,-4.5910583,-5.894379,3.865709,3.4458716,-0.6005206,-7.6162724,1.737934,-0.5681401,15.5715475,-8.854299,6.137172,5.3635283,-3.6975386,0.48438197,-10.871696,2.831057,-7.5928726,11.835362,-11.214941,5.187928,8.304794,-8.748766,-12.067154,-4.013549,-3.2609591,4.4982934,3.0275667,3.2455018,7.4848595,-5.495189,-7.3152056,0.9932367,-3.107161,5.619843,-1.3675472,14.979598,-6.822831,-2.5771072,-5.3745003,4.7598343,-3.8578641,-7.046238,9.190895,-0.32732126,3.8800104,-0.48064017,-6.448443,7.036958,-10.422609,-9.321144,-3.8241987,-0.44534358,1.6088743,1.9799304,-10.7293825,0.7599793,-5.1404414,-2.9571633,-2.338703,-9.138668,-14.085936,-7.760143,3.2080173,9.300975,14.920116,-3.649161,-1.7890791,7.998799,-5.7067895,8.585864,6.2187967,-0.5977669,5.9114017,-2.1506338,-5.9546895,2.5903466,-1.4359868
SNU-1272,2.49372,24.683407,-19.574059,-12.073296,17.473106,-1.6183585,3.7812374,17.160076,-9.8987665,-5.268198,8.707882,-2.3822687,16.090797,-1.7286636,7.4783373,4.621207,-8.681315,1.2437459,0.46200985,-21.78751,-20.153933,7.5918484,-6.3823667,4.487562,2.2057996,19.990717,-8.842695,-14.370603,13.71756,-12.445756,-5.755882,10.991609,23.571144,10.94894,15.185905,-10.137704,-17.581072,6.518007,6.76536,-4.5366573,-14.182217,6.5092673,2.7177017,28.452387,-17.439342,11.325627,10.854996,-6.7658095,0.42572105,-22.468527,7.9299684,-17.038458,27.160427,-18.901388,8.277484,19.130621,-13.253476,-20.800112,-8.315534,-4.7316666,9.517638,4.7647514,6.9835773,18.836895,-11.353933,-17.058151,0.2966465,-7.791646,5.2663655,-3.0239701,29.04547,-14.1158905,-3.0136464,-14.919285,8.883222,-10.787065,-12.78547,22.638502,3.023013,0.20372689,-1.1617844,-17.718515,17.315388,-20.12325,-14.697622,-9.740641,-2.5746572,-4.8252273,4.1582904,-23.005133,-1.9416083,-11.646202,-4.818044,3.9278257,-22.491648,-27.04141,-16.650665,5.4011683,17.84373,30.62215,-5.0050287,-0.59414214,13.776675,-13.175898,20.756048,10.654504,-6.824603,13.14141,-3.9963207,-15.518697,6.9489384,-6.9799385
EC-GI-10,-1.0444511,23.536125,-22.795614,-4.7729917,12.444479,3.3407736,7.9200644,7.398651,-6.503244,-8.49339,5.4865627,-6.84947,16.830786,-6.813987,7.9024773,10.063636,-14.989676,-5.0580153,-6.736923,-22.986776,-14.442972,4.5281215,-1.4465109,5.4887114,3.424883,20.759562,-3.2343879,-14.689469,15.23348,-15.086712,-4.5943384,15.014372,23.573692,4.926027,14.790395,-3.7393358,-15.337247,12.6425085,-0.22352244,4.2837605,-11.53854,8.881163,-3.132673,23.522388,-13.247005,8.95449,13.172118,-8.259723,3.7543454,-22.497417,0.07682769,-17.480904,19.899534,-17.707338,12.393379,12.966051,-19.746946,-23.939121,-11.168782,-0.8702942,13.130069,7.804772,-0.22113946,17.687061,-12.922433,-18.114502,8.042262,-2.2778242,0.44749323,-6.273515,29.646952,-16.88566,1.5906377,-16.226633,3.8304522,-10.519084,-7.161166,20.008715,5.6367927,10.213541,3.688482,-7.492081,16.384268,-21.736088,-12.996932,-11.70406,-2.8114808,0.7139116,4.9908366,-22.002657,-5.110627,-14.323738,-7.9944034,-3.1950324,-22.691555,-28.909634,-18.14133,0.37014264,13.969535,30.511787,-2.42758,-0.42503542,16.338861,-16.54836,20.447483,13.118802,-4.7787495,15.710655,1.154654,-14.984585,8.753058,-6.726094
MFE-280,3.7008932,7.5273943,-7.2671795,-2.5915773,1.3151137,1.0865886,-0.44162372,2.9717386,-2.0398042,-1.4099022,2.7853403,2.0232146,5.3517947,-0.42963123,0.5186336,3.823631,-4.018885,0.7833558,0.508909,-3.6968987,-0.3625769,-1.9113543,-2.1306498,1.4184932,-1.416622,5.9639473,-1.404816,-1.31817,2.6362245,-6.05117,-3.3990595,5.5063705,6.343036,3.6180627,3.4572074,-0.7435491,-4.863916,6.0877886,1.8779135,-1.099618,-2.165186,1.7521726,-4.737561,6.8558016,-3.082109,2.0396729,0.7851918,1.4734697,0.5136503,-6.8847694,0.48835653,-5.7465897,3.9289596,-5.2112584,3.9149573,-1.7026262,-6.2884383,-7.4821477,-1.3300153,-3.6746175,5.856763,2.3611658,-1.2447711,5.5101576,-4.756452,-2.0813005,3.6059117,-0.18345106,1.1716188,-1.1121824,7.653079,-2.145991,1.5010064,-5.135485,1.0903189,-3.9312868,-4.955427,3.0897968,-1.3006754,5.025384,1.6282939,0.2733557,2.4480355,-5.8269224,-8.027796,-4.883642,-2.8037736,-0.9285575,-1.4238551,-7.725557,-3.8268943,-6.784444,0.96786124,-5.2422905,-4.2060394,-4.952927,-2.6643467,1.6128675,4.1023912,6.332035,2.9660745,-1.4476472,3.119711,-5.0962896,4.584726,1.7100692,1.1286114,2.8751874,-1.1034758,-3.186744,3.426061,-0.270498
NCI-H1581,3.0436842,-4.5379033,3.367262,-1.2130759,-2.9958384,-0.6891754,-3.6910582,-1.8376427,1.3599565,2.523857,1.031391,2.737715,-5.1118183,2.2652774,-2.517019,-0.40978944,4.999115,1.3064436,1.9332705,5.7453017,3.7697632,-1.8476846,-0.37528485,0.27411586,0.49936575,-4.7136,0.64155024,4.46601,-4.3758316,2.4140816,-0.055673227,-1.8634013,-3.9873085,1.0465895,-0.9985401,-0.31609344,2.8220398,-0.87602466,2.2957647,-1.0311587,1.8352544,-4.007845,-1.1924818,-2.6046095,3.452113,-2.4241138,-5.6601696,4.4721446,-1.1864033,4.4414654,-0.095491275,3.4948657,-4.0474405,0.82745355,0.158489,-5.5605693,1.0507587,3.5649173,2.6814647,-5.4192653,-1.9151759,-1.46351,1.1574513,-2.7090302,4.252118,3.7901752,-0.56195056,-0.6780749,0.18599305,1.4705012,-5.8804245,4.4950833,-1.081857,2.7158034,-1.3447927,1.0372761,-0.68287545,-5.281894,-2.967418,-1.4952662,-0.06517519,3.6519334,-4.0733933,4.5150466,-0.702875,1.3576418,-1.1873437,-0.9615281,-1.9059308,2.6973693,-0.35228944,1.0331056,4.0105844,-3.427587,4.618432,6.352746,5.2309103,1.5544417,-2.0549495,-7.4055367,1.7348876,-2.217198,-3.0499496,2.555552,-3.5715845,-1.3742741,3.0288336,-4.2436934,-0.73617697,1.3621986,1.0245985,0.6670014
EBC-1,6.596011,3.8917994,-3.8301692,-5.3705997,4.3976803,-1.5312868,-2.0883775,4.8841333,-5.1665053,0.68577754,5.053645,3.012304,3.2330878,1.4143716,-3.1569033,-0.89366305,-1.7290726,3.7483017,-0.19334316,-2.9672563,0.32700598,-1.3613032,-3.0981193,-1.7347028,-3.528891,2.3865778,-3.3640819,0.15030767,-0.13953738,-0.80551326,1.1596496,1.308574,5.084005,5.49525,4.2454653,-4.7145996,-0.647409,1.9886084,4.880247,-2.3069477,-6.0421176,-2.370607,-0.2658874,11.519559,-5.6699133,4.2665896,0.08563097,0.88164884,-1.7165651,-5.5155077,4.7359962,-3.4389288,5.8391376,-7.9538436,1.1961126,2.252692,-4.1452303,-6.978458,-0.68015397,-6.1328855,0.4706419,-0.30137974,3.8183882,1.8034787,-2.8050427,-1.6066432,-0.1637234,-4.066771,8.263571,1.7899622,7.4081573,-1.1959962,-3.982474,0.052525584,4.3565454,-1.2347072,-7.9856853,2.3520594,-4.741048,2.5537324,-1.5859519,-3.9442608,1.1201909,-5.600135,-9.336756,-1.6529802,0.27594534,2.0036414,-1.8119963,-6.322745,2.0898106,-1.9056498,1.1927727,-6.145448,-1.5756563,-5.410948,-2.3252015,4.879111,7.0881014,5.995941,-2.2909954,-4.38155,3.4495718,-2.2917786,2.3514524,3.0832074,3.103571,-0.0070140287,-4.2991896,-1.4538152,0.027837578,2.239423
Rh30,-1.3857502,0.16624646,2.7568598,-2.7486565,2.459971,-1.788968,-1.3356758,3.9434564,-1.289206,-1.3691418,0.9660288,0.6903551,-2.097619,2.1838725,-0.03825663,-0.54711837,0.9582795,0.29969567,1.5703363,-2.9353292,-5.6508455,3.963451,-1.3324953,2.4834383,3.0301614,0.20502566,-2.7315476,-0.60466415,-0.35207254,1.0014304,-2.9646182,-3.34369,1.4352282,2.5485725,2.03622,-3.9235675,-0.8615393,-4.9460034,4.2763543,-2.5124826,-0.7674755,0.7526267,2.9627984,1.9119996,-1.6222754,1.0730258,0.90180874,-1.5207881,0.42005104,0.07441184,1.2749525,0.9113069,2.419677,-2.170225,1.8429257,5.002138,1.4919922,3.4588692,-0.055576168,-2.1560895,-1.9248743,0.9846478,4.381882,2.6460483,2.5305903,-1.5061915,-4.914897,0.3279572,0.71129626,-1.0584861,0.06667861,0.6865894,-1.4785767,-0.5634549,1.9836358,1.2379194,-0.45410922,3.3195798,2.303063,-5.7930446,-1.8411902,-4.6997185,0.33739448,0.56133115,0.22429594,1.0285995,-0.44077334,-0.99723214,2.3686278,-0.031491566,2.4898317,1.6200526,0.10640452,8.016682,-1.5508083,-1.0044534,-0.14759149,1.4357342,0.34380907,1.4439516,-3.1038702,3.955051,0.42550743,4.3674927,0.96475273,-0.2602532,-3.1213067,0.11582691,0.5813146,-3.2162375,1.5770612,-1.762399
NCI-H1341,-0.7043007,6.5859714,-6.565484,-0.8137321,1.8471475,2.1104574,1.1661143,1.3322054,-0.19829868,-3.2997065,1.242167,-1.7089416,4.1019382,-1.6369686,2.8372574,5.035268,-3.9225483,-2.1092546,-0.056614786,-5.2967606,-4.5759645,1.9030464,-0.1887401,3.4779253,3.0667737,6.154766,-1.4171622,-2.4686673,3.8776722,-5.710462,-4.7142673,4.676573,6.969417,1.3041621,3.5118902,-0.8237336,-5.329619,4.1989784,0.71048814,1.5274942,-0.8520909,3.7148147,-3.0034935,3.910273,-1.6505399,1.0232865,2.9800234,-0.6234155,1.7671323,-5.437007,-1.7131231,-4.707529,3.3202653,-4.279135,5.447118,0.8653527,-5.353191,-4.9648814,-2.743662,-1.9656696,5.168907,3.4843295,-1.202948,6.6079016,-2.5648057,-4.8731036,2.1816282,1.6348796,-1.854729,-3.1863964,6.3324924,-3.3768363,2.6772597,-6.6213737,-0.4991004,-3.498529,-1.2557,4.8059735,3.2487562,2.3442204,1.9666953,-0.10106303,3.7996624,-4.345547,-3.6809492,-4.4887853,-3.1500275,-1.1876959,0.8929526,-5.815293,-3.8718505,-5.6932,-0.9111112,0.82815254,-5.8142867,-6.308095,-3.3376098,0.22280075,1.6125094,6.355208,1.6415073,1.9642255,3.977014,-3.9966826,6.198942,2.7166314,-2.4141524,4.159328,1.2479105,-5.112084,5.0246954,-3.5088348
SNU-C4,16.663376,-0.40048856,-3.2053795,-4.12495,-4.9759645,1.6907443,-8.058504,1.7668432,-1.6502919,3.1966724,3.743366,11.378026,0.69837546,3.7320168,-6.791311,-0.2047715,2.0108492,7.812023,2.5119905,10.513994,15.139374,-11.852291,-3.5953183,-4.068453,-11.205942,-3.882578,-0.20892923,9.664718,-7.976719,-1.1871753,0.61730695,2.8019824,-2.1479645,6.206524,0.19609216,-0.37253803,1.4155104,10.0917635,6.079779,-2.3418036,-1.8978134,-7.455133,-10.034748,5.0463467,3.584643,-2.169853,-9.607052,11.060295,-3.4530377,-4.239092,5.3495946,-2.0563169,-5.6990952,-5.3264256,-2.1581712,-19.239864,-4.213263,-3.9785132,4.7203074,-13.054495,3.1709068,-1.4335566,-1.9651756,-3.9202905,-4.571555,9.416848,4.5522785,-4.8986177,11.871967,6.763532,-0.23670298,7.235847,-2.0690362,4.621253,-0.34843138,-3.323768,-10.154575,-10.728263,-14.724703,9.0411625,1.3973476,6.0736604,-5.5774097,-2.7917612,-14.412807,-3.8719394,-3.1735551,3.4137926,-9.630577,-5.1765294,-3.0323832,-3.4678645,9.297442,-24.129171,10.2082,6.322449,6.615003,6.9168773,4.786502,-7.077396,8.147237,-11.235859,-2.9095292,-6.066155,-4.243265,-3.3181028,12.513423,-7.3437443,-7.9927864,6.9464583,1.6270311,7.556269
EFO-21,5.2002783,8.185845,-5.1062074,-8.925521,8.334649,-2.8467832,-1.5887636,9.847312,-6.189388,0.063598424,6.3600345,2.0590734,4.69872,1.4100757,-0.16235636,-1.29395,-0.32162255,4.327978,1.8635535,-7.1987658,-7.291647,1.9787347,-4.019096,0.48775223,-0.5608905,5.574336,-5.8980536,-3.744103,2.5178897,-1.9232386,-1.1531087,1.8924588,8.304557,7.988748,7.294614,-7.2010384,-5.196118,0.023062026,6.6853294,-5.4198966,-7.7102857,-1.3696301,2.8572373,15.241765,-9.013331,5.9683256,1.9796518,-0.9976407,-1.659275,-7.903676,6.28622,-5.4512897,12.908095,-9.063443,2.58621,9.585754,-3.4722664,-8.25536,-1.5670907,-6.044886,1.2151846,0.35370225,6.6185255,6.240857,-2.2111642,-4.666427,-3.7201138,-5.2376375,7.073577,0.8283257,10.455853,-3.3144789,-4.436699,-3.6252816,6.267235,-3.2637334,-8.774137,7.5945935,-2.381633,-2.4304533,-2.9446454,-9.623766,5.414024,-7.434766,-8.86072,-1.4599636,0.5166549,-2.0504744,0.6154567,-8.8044405,2.1009367,-2.9344342,0.032013692,0.6043098,-6.554046,-9.431206,-4.5474772,5.0825043,8.821558,10.751944,-4.5984077,-2.6122396,4.908963,-2.68298,6.5499086,4.187578,-1.0017076,2.0174673,-4.6287513,-4.7879825,1.1349114,-1.2171115
MDA-PCa-2b,9.276767,1.1220262,-1.5413932,0.5203288,-9.96443,1.7563983,-6.786961,-2.6293123,3.9836178,2.1380055,-3.9129677,9.146367,-3.5988674,0.15838492,-2.64018,4.837788,1.8335645,1.8555176,-2.0581985,9.942054,15.484696,-12.6018305,0.2871291,2.2007425,-9.142964,-6.0716543,6.513133,5.689145,-5.4903474,-5.1996555,0.36379036,7.7637224,-6.8392577,2.9488034,3.1305196,8.053812,-0.03381859,11.699048,1.0447521,-0.85695696,3.1417615,-6.193948,-11.589325,-1.4295065,8.501224,-7.259622,-9.671836,8.1812105,2.0043025,-1.0521232,-3.742463,-4.083161,-7.7670474,0.706303,0.29969206,-17.993261,-8.758752,-0.46269667,3.5497656,-8.024437,5.940171,1.7165565,-7.457621,-1.655241,-2.9732912,8.683942,6.302782,0.92405236,-1.5603629,1.5623326,-1.4159621,5.717266,3.7197628,1.2348509,-7.7178707,-4.527228,-0.39744222,-9.939462,-9.765846,9.120206,7.2984705,12.38954,-6.5768437,-5.4562445,-5.6201134,-2.914355,-4.1892176,-0.056000106,-3.009173,-4.196041,-6.145594,-7.160078,6.700483,-23.28565,7.088158,6.6514897,5.19133,-2.7078524,-3.2672932,-8.330168,10.644171,-6.8363824,-1.8961246,-6.4417324,-5.685867,-3.1945057,12.323205,-5.1047173,-0.4195883,0.43935785,5.783024,3.0482748
BJ1-hTERT,-5.2392187,19.882051,-6.5939307,-17.029293,24.451162,-10.418275,2.2446456,28.466843,-12.760554,-6.428012,10.972593,-1.8517071,9.016714,5.9860883,5.5686193,-4.4431887,-5.903852,3.8597546,6.779306,-29.618649,-38.621437,19.646196,-10.337896,6.093208,8.953403,17.09553,-17.836725,-15.657199,11.373177,-4.2439938,-10.579349,-4.9920807,23.7407,15.06476,13.859491,-20.214264,-16.793789,-14.778701,17.206764,-13.994513,-13.709556,9.121091,14.499622,29.174658,-23.47294,14.449574,14.333621,-14.101377,-0.055470422,-14.475788,13.921888,-9.059914,35.142906,-20.67613,5.267153,39.944397,0.810847,-7.342545,-5.8886356,-2.5566895,0.6759891,5.332875,20.855787,20.958422,-2.0850248,-17.839884,-18.000113,-7.441085,10.096135,-4.299648,23.65697,-10.603009,-9.848657,-10.701795,17.879446,-2.7696981,-12.354561,31.086199,10.160795,-20.763298,-10.877161,-35.017365,20.154308,-9.330785,-5.9017363,-1.0500997,-1.949233,-5.72537,11.6506,-16.036524,8.751046,0.65232337,-6.4159865,36.84438,-22.624336,-25.97899,-14.603695,11.980986,18.69244,31.167767,-17.477833,12.952507,10.539992,3.81054,21.221258,6.902699,-18.303358,14.273448,-4.7367153,-19.230194,3.1051023,-11.543776
