,E0,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,E12,E13,E14,E15,E16,E17,E18,E19,E20,E21,E22,E23,E24,E25,E26,E27,E28,E29,E30,E31,E32,E33,E34,E35,E36,E37,E38,E39,E40,E41,E42,E43,E44,E45,E46,E47,E48,E49,E50,E51,E52,E53,E54,E55,E56,E57,E58,E59,E60,E61,E62,E63,E64,E65,E66,E67,E68,E69
SNU-46,-0.022274742,-0.090733685,0.37837026,0.38090566,-1.0217758,0.89028335,-0.45141074,-0.23409703,-2.1240666,-0.27694398,-0.44046605,1.8026345,-2.3317277,-2.212878,2.4409769,0.00628182,0.29898354,1.0383458,-0.81346065,-2.8702407,0.65098536,0.5426706,0.7234372,0.81323826,0.08606231,-0.66540384,0.30497542,-0.9833782,-0.98814046,1.0444429,-2.7922943,-1.1011606,1.6619915,-0.9938878,-0.45256114,0.26564416,0.65856653,0.1164794,-0.11010003,-0.35686317,-0.48162663,-0.13477038,-1.334008,-0.76050234,1.4193242,0.6577657,-0.07775556,-0.93950963,0.9419189,-1.1167437,-0.54838705,-2.7153072,-3.0017831,0.24540584,-0.31314418,-0.7424026,-0.4826654,0.8403287,-0.18981019,0.001971758,0.44834828,-3.0077634,0.42325047,-0.30949378,1.2534194,-0.72371966,0.049651593,0.912438,0.024683632,-0.45066556
YD-10B,2.4853716,-0.9472655,0.88320553,1.9337281,-1.7646447,1.1440253,-1.0863562,-2.061991,-2.05261,-0.513395,1.015744,0.8651714,-2.1560373,-0.10563207,3.6186159,-0.020198714,-1.707653,0.66596144,0.12667595,-1.4956065,0.81882817,2.4746163,-0.40846646,1.6843662,-1.4824063,-0.113501266,-1.1458313,-2.0880764,-1.2021927,-0.8782775,-0.7348261,-0.5972711,1.744353,-1.8013434,1.091361,1.4898783,-0.47619763,0.23364842,0.67217803,1.0268825,-0.04045313,-1.0661393,-0.08815074,-1.1933495,1.3287044,3.9421387,2.0346699,0.87273544,1.5503546,-0.99519145,-0.7249597,-1.4742118,-3.8769963,1.2497298,0.13812046,-1.4140794,-2.250729,-1.7210118,-0.24777125,1.2762989,-0.26715112,-1.0806383,2.1606824,0.07593417,2.2870407,-1.9024462,-1.1924238,-0.23858784,-0.4960754,1.5513299
C2BBe1,-1.4055928,-0.48038667,0.84436643,0.29811853,0.9142865,1.0334117,-1.8261576,0.7962662,0.12543929,-1.368517,1.2723261,1.4107658,-0.52703834,1.5963708,0.58818895,1.6573286,1.312604,-0.056816258,-0.3121026,-2.582332,-0.291891,-0.24348488,1.1795896,2.2924984,1.749128,-1.2178077,-1.1186624,0.7959228,4.597919,-1.2547381,-2.4042366,-3.121675,2.3963268,0.5460011,-1.2059562,-1.5239452,1.0199009,0.36533457,-2.2203467,-1.5192239,0.34747055,-3.1409,2.2900672,-1.9554452,2.5009608,-2.5318847,-0.076880455,-1.3441613,-0.37227342,0.7726965,-1.0086706,-4.177336,-1.7007802,-2.897197,-0.18326879,-0.79816085,1.9826595,0.18781637,-0.20873395,0.010157658,2.0008454,-2.5193086,-0.28856504,0.08562532,-2.6868484,1.9291625,0.707724,1.2874721,1.3196784,0.9002129
SNU-626,-0.10412223,-1.2756072,-1.0727191,-0.83107835,-1.1800376,-2.3315642,1.2147973,-0.10253183,-0.19397387,0.762756,0.3165443,3.109787,1.8262321,-1.0003045,1.009464,-1.0472337,1.0022358,0.88284975,-0.7737057,3.457992,0.0038359659,-0.52455044,0.70588267,1.1550092,-2.313996,1.2628891,0.12077525,0.6388407,0.34138447,0.99574375,-2.581565,-1.1524369,-0.4470522,-1.8347497,-0.33190662,0.08048752,-2.4171522,-1.8751099,2.5976558,1.7755663,0.2305838,0.9479514,0.28166226,-0.4604256,-0.017633965,1.8907617,-0.34765428,0.88569915,-0.8840923,-0.67432374,-1.4350431,0.32362205,-1.360724,0.96537125,-1.8633598,-0.603378,0.15647724,-0.4668908,-0.2028364,-2.5401506,-0.02086385,-2.146077,-2.2777243,1.2885389,1.3159281,-1.247917,1.2594107,0.89655167,-1.3303235,-2.3778348
A-204,-1.118169,-0.4090155,-2.9267106,2.6625488,0.51577646,-1.5706366,-0.8869309,-0.1334685,-4.026559,0.52333456,1.5365099,0.17838067,-2.6813195,0.020306662,0.27775633,0.14939812,-0.074077405,0.9173311,-0.55774254,0.5882722,0.2620909,0.8047306,2.5121536,-1.5005554,-3.3967347,0.94212604,-0.78800464,-1.0800772,0.52154046,0.76278806,0.6728672,0.43798888,-0.6228815,0.11569671,0.124032475,-0.46169442,-0.73573613,1.6541504,0.9243412,-0.34820578,-0.3577509,0.8325384,-1.2104065,1.1122419,-0.8504859,1.6941065,0.22944516,-0.91423047,-2.4391162,-0.26965588,-0.732022,1.6613986,1.5424241,-0.69276714,-0.22068387,-1.7122127,0.6879639,-0.36913365,1.553748,0.35632595,-0.30425018,-1.5958802,2.0059967,-0.33873582,0.55940944,0.5823224,2.7039607,-0.28504026,-2.0178723,1.0689385
B-CPAP,2.0052874,0.11308091,0.9575529,-1.4193176,-1.5428936,2.7335858,1.1141652,2.462177,-1.9988343,-1.2871811,-3.2515085,0.25880802,-0.81697565,-1.9206039,4.00833,1.6380327,0.119171694,1.8458583,0.321073,1.194049,1.7846472,-0.92163104,0.33557647,1.5741336,-1.0275024,0.82530576,0.9617418,-1.0645326,-2.5033598,0.9642564,-0.4705534,-0.4043047,1.4479264,0.7180542,1.5285172,-0.685179,2.40403,0.37207463,1.3528353,1.6714258,-0.45773226,-2.0388732,0.4922307,-0.35920304,1.7926477,2.6352136,-1.1146373,-0.5765526,1.5774245,-0.31385094,0.22887643,-2.9670928,-0.2089179,-1.4051752,-2.021397,-1.5044566,1.7578579,1.674189,-0.8314218,1.6152922,-1.541252,-0.3839883,-1.5665007,-0.095484674,0.26801586,-0.38482007,0.18798855,0.4489293,-0.31445974,-1.1432359
NCI-H1792,0.3087884,1.2181375,0.38672975,-0.44566518,-0.60015476,1.716838,2.6389277,0.86544394,-0.7924013,-0.055319335,1.017016,-0.98307127,-0.86234355,-2.5708508,0.3773287,0.44893003,-0.021449387,-0.47377452,-0.47502872,-1.386336,0.15041353,-0.65706617,-2.1250858,-2.4226677,2.0932426,0.09091093,0.58076817,-0.07197857,-1.1168107,-0.6968874,-0.9306328,1.111527,0.31635502,-1.0022489,-0.12977034,-1.391029,0.94282955,-1.7090865,-0.07370645,-0.38004103,0.01273514,-0.07362632,1.0238444,0.70909655,0.22698581,-0.99627066,-1.6409109,-1.1825995,1.3917882,0.3797247,1.8462889,0.37763765,0.17231181,0.43292063,1.154604,1.7450976,0.3637534,0.79977274,-1.0565596,-0.16389197,-0.13237488,-1.1594291,0.8065913,0.16075438,1.237813,0.14023216,0.54198587,0.33703166,-1.320696,-1.052933
SUP-HD1,2.0373726,-0.84190875,-0.031308454,2.439059,0.2548549,-2.5464878,-0.8166638,-1.7601328,-0.14912629,2.869841,-3.1480951,1.3329073,1.0147543,-1.8898331,1.291673,-1.1580812,-1.6832278,-1.2412894,-0.2282199,4.3486514,0.7420397,0.7391355,-0.88013935,1.7897215,-2.0993655,0.4114264,0.47220936,-0.95924157,1.7451916,-0.041826673,-1.5804486,0.55674225,0.7969957,-0.8329029,-1.9642216,-1.0164515,-0.35318056,1.2101536,1.215378,0.9974905,-1.0430787,1.8274888,-1.6427052,1.9075179,0.023175167,0.446455,-0.1656717,-0.049001504,1.2794404,1.4480826,-1.3873978,1.4712332,-0.34738076,2.0349133,-2.2487154,-0.2628093,1.6150093,-1.4973164,-0.3899699,-3.3560603,-1.6450744,2.5238152,-0.4180724,-1.377677,1.2205304,-2.7898834,0.7081292,0.80255663,-2.969503,-1.7049526
HCC2814,-0.54876703,0.57291055,0.15379965,2.926637,-0.27492934,0.20438829,1.9737089,-2.5001595,1.0095549,0.34652868,0.32704982,-0.4798712,0.1741077,0.9068807,-0.82104933,0.5719454,0.5330082,-2.4076498,-0.4836139,0.40658176,2.3276184,1.1461065,-0.7279908,-0.037491612,1.5434475,0.4573775,1.082454,-1.4071012,-0.5585493,-1.2960812,-0.8001222,0.7729782,2.314799,-1.5337698,1.4995362,1.5416176,-1.4590598,0.57041,-0.7552568,-0.86122817,0.22195058,-0.91237307,1.0325724,-1.4955297,0.74144506,1.5132862,0.4830355,-0.15056565,1.4200438,-1.2164702,-0.82185555,-0.3406223,-3.6846852,1.8628169,-0.26797622,0.8239859,-2.4630787,-2.8588066,1.242883,-1.9804215,-0.08501086,0.3610788,0.2193557,0.96692634,3.4549778,-0.02800091,1.796659,1.2109697,0.871895,0.79405355
KYSE-150,-0.025590828,-0.5210357,0.6771881,0.2308934,-0.3268679,-0.46052113,-0.6828489,-2.0571733,0.60241467,1.9904925,0.5601403,0.27361742,-1.1373389,0.5154137,0.5998612,0.46503758,-1.6150461,-2.2414348,0.5009404,-1.8806089,0.44948304,2.3555548,-0.9291027,-1.4406246,0.19141695,-0.64093256,-1.3914475,-0.17571184,-1.4689919,0.0730998,0.47220156,-0.42632642,0.6395374,-0.55180377,-0.50209737,0.6550148,-0.7002371,-0.3340831,-0.286383,0.078616634,1.1823081,-0.45053095,0.71874976,-0.7459483,0.07565464,1.3250891,1.2811979,-0.12699375,-0.20915698,-1.3551958,-0.8781792,-0.12731686,0.39205483,-0.41528141,-0.061634183,0.20794506,-0.9206513,-1.2368337,0.5349878,1.2447956,1.3151265,1.070034,-0.28225297,1.3990518,-0.6243709,0.5968125,-0.88227195,1.4970069,0.3984065,1.2816734
COV318,0.18730722,-1.6078339,1.0307447,0.1805124,-2.136057,-0.8452152,-1.1259147,-1.2850488,-0.032245245,-1.5562842,1.3579355,-0.50209594,0.8909378,-0.694986,0.010753524,-0.5682403,-1.7827445,1.6311659,0.4272743,2.1092827,-0.9457774,-0.15748909,-0.0688591,0.35166872,-1.7973645,-0.4887511,-1.460903,1.83908,0.57741714,0.20730717,0.015601605,-1.445979,1.278993,-0.7729538,-0.9939592,1.5691044,-0.85508907,-1.3957947,2.356671,-0.6579222,3.2443423,0.9219412,-2.3200073,0.44996092,-2.060925,0.1750382,0.23732293,0.93112403,-2.426074,1.1720974,0.5088745,0.6535455,0.7342763,0.6158306,0.5981423,-0.7837897,2.810334,-0.79492736,0.9507285,-1.1708417,1.7516208,-2.208423,-1.3914498,0.46910167,-1.8181916,1.6208882,-0.8266203,1.4394745,0.12431954,0.8353765
BJ1-hTERT,1.7208241,0.40137115,-0.212527,0.32079136,0.65541434,-0.6995665,-2.4378715,-0.49060982,0.63668114,-0.33709905,-1.7756987,-1.4110327,-0.09478068,-0.39212424,0.61559016,0.761971,0.33546376,0.040798858,-2.1380544,2.0418806,-1.0995177,0.36341882,0.6796716,-1.3908311,-0.053616494,0.8640889,-0.24382344,1.6882541,-1.1351933,-1.2399639,-2.0502563,0.9651123,0.007956743,-1.0195162,-1.1935714,0.81500125,-1.646108,-2.0561962,-0.318992,-0.6596912,2.3906848,-0.17057897,-0.2909106,-0.30505076,-0.066708334,1.2169222,-1.7026504,0.6562838,-0.32570103,-0.1615482,-0.49419045,1.0923493,-2.6531546,0.9016316,-0.007520944,-0.65948457,0.100296795,1.046298,-1.6166674,-0.8267732,-2.3178127,-0.470829,-0.2850662,-0.33024076,-0.73836833,1.7566382,1.9108344,0.61621475,0.79087883,-2.1829946
NCI-H2052,0.22517128,-0.027729727,0.4714258,-0.06888395,0.55963373,0.013940504,-1.1387949,0.30613586,0.6115215,0.9389409,-0.54409343,-0.7999215,-0.038812827,0.53393805,0.12488794,-0.011561751,0.54603326,-0.5379585,-0.25825575,-1.5230536,-1.8806921,0.67557573,0.5496633,-1.7744346,0.2246302,0.1309442,-1.456301,-0.018875793,-1.7187586,1.4287597,-1.8448256,1.8193613,-0.3314706,-1.0031503,0.32597473,-0.97168386,1.2891018,0.74496347,-0.11998097,-1.2921385,0.3500963,1.7925589,0.07584415,-0.25385767,-0.40599334,0.8282366,-0.3564357,0.7553285,-1.7894444,-1.4434803,-0.41715133,-0.31864312,0.60090894,-1.3965683,-2.1552432,-1.0001514,-1.2366508,1.5660627,0.4413807,1.7242886,0.3205534,-0.98231226,-0.15720446,-0.19785464,-0.66328144,2.0846167,0.28709733,0.8789357,-0.8461129,-0.6347308
Reh,0.64767724,-0.47400048,0.8074976,-2.6735494,-1.0889776,0.1577434,2.852402,0.6824876,2.5159993,-0.180204,1.1520956,0.48329788,0.3684894,-3.3151386,0.8976997,-1.0404053,0.5797771,-0.5730346,-0.022505319,0.73399055,0.6631614,-3.3191924,-0.7230467,2.896747,0.67869854,0.20843092,-0.99240685,-1.1101956,0.7675262,1.0574692,1.2768582,-0.4169663,0.3162587,-3.196346,-0.90267044,-1.9463593,2.5326557,0.90627944,-0.17935863,-2.5866427,0.9639387,0.98050946,0.3289415,-0.7783845,-0.8379612,-0.6379028,-0.08784988,1.4369361,-0.6870691,0.45964202,0.012850214,0.49163568,1.5258129,-1.233877,-1.4287785,0.48953137,0.68755424,-0.54428446,-0.15832575,-1.3013923,-0.31430256,-0.18171346,-2.3641436,2.5017583,-2.7271504,0.15831478,-1.6105554,-1.3635622,-1.1150695,-0.47133964
U-937,0.055208802,-1.8693461,0.10366656,-2.9956653,0.8723618,-2.0152452,0.97388864,3.1939752,-1.2152343,2.854132,1.4937268,1.4751807,-3.304871,-1.2686447,0.37696692,-0.73371696,0.6727952,0.26982516,-0.7659613,0.90439886,-0.25960368,-0.36690536,-1.0235077,-0.20783892,0.23591743,-0.7473509,-1.5697681,-2.3176298,0.12233979,1.6453668,0.15953231,-0.9674152,-1.0773547,-2.3502016,-2.0066926,1.4082121,1.8658038,-1.8602368,1.2642832,-0.4436654,0.34929827,-1.2603228,-0.024464883,-0.16376433,-2.1345193,0.21152773,1.5954052,0.36077327,-0.49552277,0.19974078,-0.19121018,-0.048735123,1.3110573,-1.2195649,1.7646691,0.094804585,1.9095459,-3.2096832,0.7009445,-2.246121,2.8529432,0.078147866,-1.7835103,0.83964413,-1.1007941,-1.9264402,-0.617561,0.6489698,-1.8583004,0.8660875
HT-29,0.37357327,-0.08303951,-0.45325625,-3.083701,2.693321,0.43341008,-0.6775774,3.1164315,-0.38112807,0.27368075,-1.2885786,0.5667903,0.7979766,1.0967138,0.22423154,1.9704262,-0.55682164,0.33900812,0.7050325,-0.4054367,-0.5574406,0.99412376,1.9488674,-1.3882118,-0.23289613,-1.6977044,3.18218,-1.3121781,-0.51665825,0.5255434,1.3748789,-1.0461435,-0.5266615,-0.70598495,-0.06479141,-2.099049,-0.25228697,-2.3393881,-0.38947684,2.3853633,-1.104348,-3.256779,1.2423913,-0.5738106,0.7809481,-0.7875757,-0.23918667,-1.9153197,1.217558,-0.45138994,-0.65820116,-3.2874515,0.1872868,-0.8684221,0.3962906,-0.15050012,0.6778641,-0.17758912,-0.7184907,2.013725,0.8003212,0.7371235,-0.11143443,-1.1412159,-2.7511635,0.33449566,0.7038989,0.98813665,-0.588573,2.691917
NCI-H2066,0.13168094,1.1883554,-0.62689775,-0.10097287,1.0676452,-0.7154071,1.0528023,0.9677847,-0.44821352,-0.35541776,0.36153027,0.7521613,0.20669197,-0.9483958,-1.0302829,0.7490165,0.7786903,0.30634367,-0.8119683,1.6530544,1.4449918,0.82567865,-0.8091212,-1.3718209,0.21453393,0.12228902,0.93571925,-0.30219936,1.2477783,-1.3164946,-0.078852,0.9642235,-0.13411884,-0.13395984,-1.3375293,-1.5429354,-0.78087443,-0.9704033,0.96589524,1.1762906,-0.3284164,0.2987563,-1.2131453,0.23311919,-0.2845774,-1.7451702,0.14343873,-1.3997788,-0.241774,1.1970999,-1.126511,0.18517904,0.45651373,0.97301877,0.27864686,0.79646254,0.6939459,0.031936005,0.4171465,-1.4071374,0.3100258,-0.9777841,1.2683864,-2.0855987,0.9724536,1.4571229,0.70317876,1.8359739,-1.6409606,-0.07022608
SNU-899,1.0208844,-1.3007473,0.3373627,1.570154,-1.3065895,0.70260465,1.4639117,-2.6884558,2.0581923,0.56660384,-2.557358,-0.65493685,0.9384651,1.0229923,-0.3343416,-0.3960412,0.13327692,-1.1212572,-0.38944334,0.1479264,2.0919883,1.4598051,-0.5428063,-0.4867884,0.507736,-0.7376794,-0.7406412,0.92584765,-0.8253247,-0.6652906,1.0311022,1.2715607,0.8945406,0.06290889,1.4878091,2.1789522,-0.32094377,1.268638,-0.48506722,-1.1884576,-0.56104314,-0.26516664,0.60980123,-0.76809347,-0.9562385,1.9348313,1.5983089,0.21876556,0.5385089,-1.0924577,-1.589949,-1.4584469,-0.43255475,-0.02148461,-2.3188818,0.2884528,-2.093899,0.24271572,0.33349308,1.4600099,-0.41279882,1.8276261,0.9198634,0.58763176,0.10913029,-1.013523,-0.22090487,1.3268099,0.452381,1.1909655
COLO 800,0.804343,-1.3811979,0.19834651,-0.935817,0.6199332,0.52180916,1.0627351,0.6941031,-1.1205938,0.0021846853,0.71131456,-0.41547307,-1.0288663,-1.2322727,0.68915707,0.80908257,0.70254624,-0.010698386,-1.1247908,-0.7913444,2.1853294,-1.3071889,0.79629177,-0.43379784,-2.164272,1.994932,0.5820838,-0.53988963,1.3356048,0.7133727,-1.2800405,0.29681662,-0.74516827,-1.4103448,1.3262652,-1.2850736,-1.2789512,1.7647139,0.5574109,-0.6102642,-1.2265185,0.680045,0.56783414,-1.3809569,0.68458486,1.87576,0.23487142,-2.4449983,0.8386145,1.6554233,-0.30047172,-1.2719284,-0.47245112,-2.8477783,0.07928197,-2.2756464,0.7121575,1.0800523,-1.2618774,1.4186139,-1.8485694,-0.5702205,-0.5755115,0.19545402,-1.6121104,0.17148766,-0.21649611,-1.7608055,2.1119485,-0.8952784
KS-1 [Human glioblastoma],1.2243608,-0.71687204,-1.7534245,-0.008437084,1.1537632,-2.0948067,-1.5412766,1.4492761,-1.6552274,-0.6457959,1.9630892,0.54231834,1.1032325,1.4400157,0.51661026,-1.0242194,-0.4548908,0.2895457,-0.17722777,-0.88192916,-1.7964984,-0.28984666,0.7986376,-1.0979831,-1.386008,0.74214983,-1.8862121,0.08183574,-0.31283045,-0.032177284,-1.4101408,0.5420736,-1.3890504,-0.6398245,0.5338904,0.34831393,-1.5827891,0.043629672,-0.15489446,0.24367245,0.5392221,1.0996902,-0.29598376,0.60308367,-0.76172316,2.3146951,0.6161946,-0.13172969,-1.5019606,0.1616675,0.40667766,1.8617561,1.5642606,-2.5510187,-0.16028774,-2.2085466,0.046342067,1.012757,-0.32690722,1.7053099,-0.9357473,-1.1254426,1.8371404,-0.25930136,-1.883211,0.84583646,0.52057964,-1.1117929,0.18987903,0.88306123
Namalwa,1.4731674,-0.13233426,0.56826544,-0.9969809,0.017377578,-2.0699265,-1.219715,0.38591722,-1.4654176,-0.0727907,-0.24685925,2.3480568,-2.4190092,-3.6863296,3.8747673,0.11327197,-1.689993,2.372479,-0.096194535,-0.8501763,-0.00229688,0.73087656,-1.203418,2.590395,-1.8517829,-0.436174,1.2581468,-0.7194193,0.13576989,0.19775495,-1.2383839,-1.7660711,1.9018736,0.34830654,-0.6191497,-0.30289832,-1.7966863,0.5386331,0.09694784,-1.5343169,-0.07681562,0.04855556,-2.5349278,-1.5097636,0.6758292,-0.309332,0.49659625,-0.564201,0.16371772,-0.19198006,-2.1590142,-0.25708798,-1.7725073,0.60807896,-0.052794896,0.95812017,1.5432086,1.3708714,-0.04032505,-0.25032708,-0.40572205,0.49498147,-0.41949457,-0.45894006,-1.6248902,1.5959772,-1.9425738,-0.2334127,-0.39732167,0.82545996
T1-73,0.6207689,0.62461144,-2.0720549,0.9409943,-0.13296884,-1.0423595,-2.145287,-0.49000028,1.1858854,-1.138402,-1.4436438,-1.3378385,0.15718564,0.78348184,-0.9734267,-0.13922209,0.67505103,0.67092294,-1.3116165,0.63784236,-2.1193047,0.34267315,0.82650286,-1.5213635,-0.49948952,0.27515224,-1.473616,1.651509,0.3812513,-0.72592247,-2.07452,0.77781,-0.79750544,-2.0493126,-0.5320868,-0.35567275,-0.13822673,-0.36343753,-0.889218,-1.2906482,2.2158587,0.33580315,-1.3558317,0.1758092,-0.921531,1.5073005,-0.068728425,-0.14044105,0.37124455,1.4614854,-0.3904608,1.1780274,-1.0062953,-2.6315393,-1.0759447,-1.6703639,0.14646958,0.9460655,-0.9663839,-1.1677048,-2.3429558,-0.38797334,0.27299517,-0.48273146,-1.5058514,1.2371329,0.6485193,0.007861277,-0.21544208,-0.5067502
MDA-MB-157,-1.3550854,0.77359253,-0.7186691,-0.6631434,-0.53508633,-0.9826686,1.581342,1.8250072,0.241178,-1.1540245,1.0686493,0.3060834,-0.14597583,0.20771083,-2.1977694,-0.68200016,1.8758932,-0.75950974,-1.4973202,-0.35768682,0.015205782,-0.38160333,-1.5729754,-0.4821747,2.0092237,-0.22609866,-0.25048378,-0.8396504,1.1050986,-0.1838452,-0.75298524,-0.5266851,0.29251057,-0.90593827,0.081930704,0.84045047,0.824986,-1.2786385,0.34682572,0.03274846,1.6139003,-0.39128864,-0.7953115,0.44897193,-0.051236436,1.6495452,-0.6554393,0.6148565,0.5502547,1.1060776,0.22443049,0.38780236,-0.7043184,-0.64293826,0.95748067,-0.6157295,1.4191773,-0.5688429,1.1208277,-2.6102493,-0.772453,-1.3767465,-0.056317203,0.14394736,1.4551471,1.1689435,0.3916247,-0.3564036,2.2380023,-1.068263
RCC4,2.4705346,-0.5588013,2.1032913,0.4869492,-0.38963687,0.7269762,-1.4079424,-0.55472094,-0.8091856,-0.03297799,-2.2018197,0.27493718,0.7611255,0.49642485,-1.9603828,0.7344155,-0.4175851,-0.32649297,1.5873115,2.2346494,0.65610623,2.1680486,-0.68179667,-0.041894283,1.8580256,1.7298219,2.0118701,0.73428375,-1.2592856,-1.4389164,-0.96965903,1.4263273,1.025362,0.7650926,0.56559867,2.3949196,-2.6281664,-0.89871365,1.4133741,0.5936882,1.0303147,1.7093182,2.9072375,-0.48606142,0.12062825,1.8441591,-1.0257728,0.9619698,1.4932122,0.6457032,-0.6605627,-0.5361944,-2.0325813,2.0787716,-0.23928398,0.13928458,-0.98140186,0.057375025,-0.8431171,-0.2682519,-1.6138581,2.0661411,-0.5918634,-0.59097403,2.8535802,0.7935297,1.939611,0.6562779,-0.7159769,-1.442292
SK-N-AS,1.3326384,1.57987,1.5021131,0.52306545,-0.37995827,2.4003425,1.1445509,-0.5636485,-1.235432,-1.5494814,0.623515,0.3625298,0.32768777,-0.34196663,-2.058553,1.2203903,0.1739846,2.287644,-1.8610775,-0.5885999,0.8265142,-0.8012309,1.1744536,1.5106415,-0.70024645,0.92599136,-0.39339536,0.81823707,0.67889607,0.19298014,1.0913533,1.757478,-0.28449413,-2.9394906,-1.1912563,-0.19095011,1.9566963,1.7601689,-1.4226289,-0.548792,0.59549713,-0.22046894,-1.5779116,1.1917787,0.15282194,1.6102562,-0.65729034,-1.7330182,-1.1536962,0.9467877,0.93933624,0.7257997,3.601026,-0.7609584,0.267011,-1.7224716,2.8589094,1.6691531,0.0950174,0.18793322,-1.4949516,-1.4806539,1.3679943,-1.6218306,-1.0065881,-0.39342272,1.6220963,-1.5357574,1.3358136,1.3197172
TE-9,-0.23511997,-0.6378979,-1.2164835,0.28814578,-1.3160088,-0.0021154955,1.3186337,-1.9048717,0.7887956,0.7775319,0.10421761,0.48877525,-0.5087116,-0.9454544,0.4215556,-0.8170903,0.21406665,0.41363388,-0.42042312,-0.3410393,-0.36497918,2.006029,-1.8008685,-1.6147062,-0.23278804,-0.85733366,-0.7056311,0.17347842,0.72849345,-0.1181778,1.7376472,0.27145284,-1.4414396,-1.9402212,-0.18647431,-0.5300648,0.9595983,-1.6906648,-0.63993376,0.54970556,0.19664492,-2.4072073,-0.35546282,-0.89605623,-0.79334736,1.4296445,1.0958707,0.32314244,0.8929268,0.6042867,-1.2456223,-0.69469273,0.007779059,0.034767658,0.5941405,0.8900725,-1.9050512,-1.7495037,0.018052205,0.88585335,0.14624487,0.08682423,-0.46684042,1.1919115,-0.48931953,0.107321665,-0.651463,0.9445212,-0.13768756,1.473057
NCI-H1435,-0.4994206,-1.8525925,-0.70514214,2.1137772,0.42988867,1.3632536,1.1396619,-0.1829126,0.5007046,1.6558673,-1.9976932,-1.8692325,2.2014868,3.6259158,-2.315472,-0.043951184,-0.9748809,-0.47973415,-0.14224139,1.093515,0.66014665,-1.1315852,2.5088534,-1.2654761,-2.2423162,0.54550475,1.4633901,-0.5059472,0.014507912,-1.5920523,2.2913284,-0.78778934,-0.21700291,-0.6719065,-0.6980632,-0.85422707,2.1179397,1.7492348,-0.40801835,-0.07135564,-0.49478152,-1.4968305,1.8912884,2.689683,-0.055246923,-2.6578617,-0.08261342,-0.009413112,-2.4531436,-0.22265267,0.64301974,0.79683864,3.3091452,-1.4395472,-1.1517825,0.055277098,0.15912724,-0.9026518,0.41054195,0.8593126,1.252622,1.7523912,1.8801377,0.17555904,-1.1040674,-0.7827263,2.0334294,-1.1489661,-0.05011312,0.8074382
LAMA-84,0.6017247,2.1572247,-0.481403,-1.2675654,1.9018195,-0.5511183,0.15650223,-0.38106588,-1.0762932,2.4447317,-1.6709135,0.06701155,-2.182626,-0.16628239,0.88162065,0.29129106,1.2805709,0.37008137,-0.9952794,2.3179417,1.1277037,-0.2513245,0.25859463,0.34479815,0.69124866,-1.1557736,-0.045630753,-0.73789895,-0.5784706,1.8296562,0.6658428,-0.13474992,0.41844916,2.0663557,0.47265312,1.7444977,-0.7285179,0.86090004,-0.8431467,-2.6155388,-0.8007951,0.008175768,-0.57792306,0.98779136,-0.14936095,-0.2011986,-1.1355186,1.2191181,-0.505366,0.6294943,-0.17519042,-0.14861593,-0.9765087,0.98794013,1.1403426,1.1180784,2.5171738,-0.29195273,1.6397543,-0.82804537,1.4875783,0.59798664,-0.15450926,0.87643486,0.20067894,-0.28422266,2.4931176,-0.6558604,-0.20988047,-1.3588567
CAL-33,1.3948364,-0.9576513,0.7622369,-0.23915325,-0.81536007,-0.63946927,0.3575794,-0.24113092,-0.12375745,0.51771283,-1.6613595,1.6000494,1.0563241,0.017450407,3.138419,1.0957019,-0.9485714,0.67845607,1.6814495,-1.3658073,0.34498748,3.8398042,-1.381295,-0.8218553,0.74888796,-0.51311266,1.2377582,-0.5748283,-2.2740595,0.35492975,-0.10950362,-2.387435,3.1783092,-0.9522632,0.6368874,0.3422833,-0.07597948,-1.0731318,0.86097604,1.9469948,0.27659348,-3.5624998,0.32101613,-0.8253313,2.1994035,2.433047,1.8014494,-0.37500477,2.8477497,-2.2067661,-1.024407,-3.445483,-3.2991498,0.13967863,0.056599174,-1.1217786,0.63883036,0.059295338,-0.20836215,2.6300116,0.7586351,-0.41102034,-0.03450665,2.4076202,0.1751208,-1.1360404,-0.83250123,2.1214004,-1.0668783,2.1806684
